"value","parameter","panel"
0.337121,"Pooled mean (Fisher's Z)","Fixed effect"
0.519675,"Pooled mean (Fisher's Z)","Fixed effect"
0.313691,"Pooled mean (Fisher's Z)","Fixed effect"
0.15306,"Pooled mean (Fisher's Z)","Fixed effect"
0.265759,"Pooled mean (Fisher's Z)","Fixed effect"
0.275944,"Pooled mean (Fisher's Z)","Fixed effect"
0.302765,"Pooled mean (Fisher's Z)","Fixed effect"
0.260606,"Pooled mean (Fisher's Z)","Fixed effect"
0.414751,"Pooled mean (Fisher's Z)","Fixed effect"
0.217746,"Pooled mean (Fisher's Z)","Fixed effect"
0.503188,"Pooled mean (Fisher's Z)","Fixed effect"
0.211884,"Pooled mean (Fisher's Z)","Fixed effect"
0.524718,"Pooled mean (Fisher's Z)","Fixed effect"
0.449576,"Pooled mean (Fisher's Z)","Fixed effect"
0.472204,"Pooled mean (Fisher's Z)","Fixed effect"
0.369172,"Pooled mean (Fisher's Z)","Fixed effect"
0.511411,"Pooled mean (Fisher's Z)","Fixed effect"
0.332247,"Pooled mean (Fisher's Z)","Fixed effect"
0.0852461,"Pooled mean (Fisher's Z)","Fixed effect"
0.314834,"Pooled mean (Fisher's Z)","Fixed effect"
0.434579,"Pooled mean (Fisher's Z)","Fixed effect"
0.389106,"Pooled mean (Fisher's Z)","Fixed effect"
0.0928598,"Pooled mean (Fisher's Z)","Fixed effect"
0.441719,"Pooled mean (Fisher's Z)","Fixed effect"
0.439282,"Pooled mean (Fisher's Z)","Fixed effect"
0.643983,"Pooled mean (Fisher's Z)","Fixed effect"
0.127986,"Pooled mean (Fisher's Z)","Fixed effect"
0.156683,"Pooled mean (Fisher's Z)","Fixed effect"
0.543716,"Pooled mean (Fisher's Z)","Fixed effect"
0.154551,"Pooled mean (Fisher's Z)","Fixed effect"
0.521183,"Pooled mean (Fisher's Z)","Fixed effect"
0.675653,"Pooled mean (Fisher's Z)","Fixed effect"
0.481516,"Pooled mean (Fisher's Z)","Fixed effect"
0.108409,"Pooled mean (Fisher's Z)","Fixed effect"
0.167105,"Pooled mean (Fisher's Z)","Fixed effect"
0.143107,"Pooled mean (Fisher's Z)","Fixed effect"
0.581324,"Pooled mean (Fisher's Z)","Fixed effect"
0.45026,"Pooled mean (Fisher's Z)","Fixed effect"
0.466221,"Pooled mean (Fisher's Z)","Fixed effect"
0.315088,"Pooled mean (Fisher's Z)","Fixed effect"
0.282157,"Pooled mean (Fisher's Z)","Fixed effect"
0.226017,"Pooled mean (Fisher's Z)","Fixed effect"
0.24061,"Pooled mean (Fisher's Z)","Fixed effect"
0.362542,"Pooled mean (Fisher's Z)","Fixed effect"
0.375207,"Pooled mean (Fisher's Z)","Fixed effect"
0.485284,"Pooled mean (Fisher's Z)","Fixed effect"
0.324413,"Pooled mean (Fisher's Z)","Fixed effect"
0.353896,"Pooled mean (Fisher's Z)","Fixed effect"
0.394177,"Pooled mean (Fisher's Z)","Fixed effect"
0.819428,"Pooled mean (Fisher's Z)","Fixed effect"
0.686275,"Pooled mean (Fisher's Z)","Fixed effect"
0.260775,"Pooled mean (Fisher's Z)","Fixed effect"
0.282968,"Pooled mean (Fisher's Z)","Fixed effect"
0.414118,"Pooled mean (Fisher's Z)","Fixed effect"
0.144315,"Pooled mean (Fisher's Z)","Fixed effect"
0.24883,"Pooled mean (Fisher's Z)","Fixed effect"
0.213501,"Pooled mean (Fisher's Z)","Fixed effect"
0.215908,"Pooled mean (Fisher's Z)","Fixed effect"
0.23262,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0925384,"Pooled mean (Fisher's Z)","Fixed effect"
0.631069,"Pooled mean (Fisher's Z)","Fixed effect"
0.501525,"Pooled mean (Fisher's Z)","Fixed effect"
0.741041,"Pooled mean (Fisher's Z)","Fixed effect"
0.481182,"Pooled mean (Fisher's Z)","Fixed effect"
0.0245673,"Pooled mean (Fisher's Z)","Fixed effect"
0.495585,"Pooled mean (Fisher's Z)","Fixed effect"
0.394446,"Pooled mean (Fisher's Z)","Fixed effect"
0.312018,"Pooled mean (Fisher's Z)","Fixed effect"
0.402039,"Pooled mean (Fisher's Z)","Fixed effect"
0.397226,"Pooled mean (Fisher's Z)","Fixed effect"
0.287938,"Pooled mean (Fisher's Z)","Fixed effect"
0.670778,"Pooled mean (Fisher's Z)","Fixed effect"
0.0498578,"Pooled mean (Fisher's Z)","Fixed effect"
0.369854,"Pooled mean (Fisher's Z)","Fixed effect"
0.430092,"Pooled mean (Fisher's Z)","Fixed effect"
0.384713,"Pooled mean (Fisher's Z)","Fixed effect"
0.440674,"Pooled mean (Fisher's Z)","Fixed effect"
0.383089,"Pooled mean (Fisher's Z)","Fixed effect"
0.367133,"Pooled mean (Fisher's Z)","Fixed effect"
0.296671,"Pooled mean (Fisher's Z)","Fixed effect"
0.307038,"Pooled mean (Fisher's Z)","Fixed effect"
0.317994,"Pooled mean (Fisher's Z)","Fixed effect"
0.236483,"Pooled mean (Fisher's Z)","Fixed effect"
0.593679,"Pooled mean (Fisher's Z)","Fixed effect"
0.502549,"Pooled mean (Fisher's Z)","Fixed effect"
0.253035,"Pooled mean (Fisher's Z)","Fixed effect"
0.528998,"Pooled mean (Fisher's Z)","Fixed effect"
0.0105212,"Pooled mean (Fisher's Z)","Fixed effect"
0.672547,"Pooled mean (Fisher's Z)","Fixed effect"
0.255899,"Pooled mean (Fisher's Z)","Fixed effect"
0.410493,"Pooled mean (Fisher's Z)","Fixed effect"
0.361637,"Pooled mean (Fisher's Z)","Fixed effect"
0.420221,"Pooled mean (Fisher's Z)","Fixed effect"
0.280697,"Pooled mean (Fisher's Z)","Fixed effect"
0.365691,"Pooled mean (Fisher's Z)","Fixed effect"
0.434031,"Pooled mean (Fisher's Z)","Fixed effect"
0.23269,"Pooled mean (Fisher's Z)","Fixed effect"
0.261171,"Pooled mean (Fisher's Z)","Fixed effect"
0.626855,"Pooled mean (Fisher's Z)","Fixed effect"
0.251179,"Pooled mean (Fisher's Z)","Fixed effect"
0.652344,"Pooled mean (Fisher's Z)","Fixed effect"
0.536071,"Pooled mean (Fisher's Z)","Fixed effect"
0.356904,"Pooled mean (Fisher's Z)","Fixed effect"
0.355021,"Pooled mean (Fisher's Z)","Fixed effect"
0.262865,"Pooled mean (Fisher's Z)","Fixed effect"
0.453878,"Pooled mean (Fisher's Z)","Fixed effect"
0.286933,"Pooled mean (Fisher's Z)","Fixed effect"
0.403829,"Pooled mean (Fisher's Z)","Fixed effect"
0.143687,"Pooled mean (Fisher's Z)","Fixed effect"
0.500135,"Pooled mean (Fisher's Z)","Fixed effect"
0.189396,"Pooled mean (Fisher's Z)","Fixed effect"
0.519361,"Pooled mean (Fisher's Z)","Fixed effect"
0.552603,"Pooled mean (Fisher's Z)","Fixed effect"
0.38687,"Pooled mean (Fisher's Z)","Fixed effect"
0.389278,"Pooled mean (Fisher's Z)","Fixed effect"
0.314709,"Pooled mean (Fisher's Z)","Fixed effect"
0.332056,"Pooled mean (Fisher's Z)","Fixed effect"
0.374656,"Pooled mean (Fisher's Z)","Fixed effect"
0.340413,"Pooled mean (Fisher's Z)","Fixed effect"
0.407097,"Pooled mean (Fisher's Z)","Fixed effect"
0.384684,"Pooled mean (Fisher's Z)","Fixed effect"
0.316162,"Pooled mean (Fisher's Z)","Fixed effect"
0.32806,"Pooled mean (Fisher's Z)","Fixed effect"
0.23469,"Pooled mean (Fisher's Z)","Fixed effect"
0.580126,"Pooled mean (Fisher's Z)","Fixed effect"
0.644755,"Pooled mean (Fisher's Z)","Fixed effect"
0.91962,"Pooled mean (Fisher's Z)","Fixed effect"
0.53874,"Pooled mean (Fisher's Z)","Fixed effect"
0.431539,"Pooled mean (Fisher's Z)","Fixed effect"
0.104269,"Pooled mean (Fisher's Z)","Fixed effect"
0.469669,"Pooled mean (Fisher's Z)","Fixed effect"
0.268097,"Pooled mean (Fisher's Z)","Fixed effect"
0.299621,"Pooled mean (Fisher's Z)","Fixed effect"
0.530625,"Pooled mean (Fisher's Z)","Fixed effect"
0.486677,"Pooled mean (Fisher's Z)","Fixed effect"
0.445524,"Pooled mean (Fisher's Z)","Fixed effect"
0.331704,"Pooled mean (Fisher's Z)","Fixed effect"
0.539427,"Pooled mean (Fisher's Z)","Fixed effect"
0.307912,"Pooled mean (Fisher's Z)","Fixed effect"
0.434674,"Pooled mean (Fisher's Z)","Fixed effect"
0.445935,"Pooled mean (Fisher's Z)","Fixed effect"
0.448827,"Pooled mean (Fisher's Z)","Fixed effect"
0.453048,"Pooled mean (Fisher's Z)","Fixed effect"
0.262316,"Pooled mean (Fisher's Z)","Fixed effect"
0.342063,"Pooled mean (Fisher's Z)","Fixed effect"
0.38179,"Pooled mean (Fisher's Z)","Fixed effect"
0.592521,"Pooled mean (Fisher's Z)","Fixed effect"
0.0206063,"Pooled mean (Fisher's Z)","Fixed effect"
0.385632,"Pooled mean (Fisher's Z)","Fixed effect"
0.415715,"Pooled mean (Fisher's Z)","Fixed effect"
0.407175,"Pooled mean (Fisher's Z)","Fixed effect"
0.0526941,"Pooled mean (Fisher's Z)","Fixed effect"
0.287443,"Pooled mean (Fisher's Z)","Fixed effect"
0.426498,"Pooled mean (Fisher's Z)","Fixed effect"
0.521014,"Pooled mean (Fisher's Z)","Fixed effect"
0.808735,"Pooled mean (Fisher's Z)","Fixed effect"
0.359515,"Pooled mean (Fisher's Z)","Fixed effect"
0.260871,"Pooled mean (Fisher's Z)","Fixed effect"
0.343455,"Pooled mean (Fisher's Z)","Fixed effect"
0.469704,"Pooled mean (Fisher's Z)","Fixed effect"
0.245864,"Pooled mean (Fisher's Z)","Fixed effect"
0.293754,"Pooled mean (Fisher's Z)","Fixed effect"
0.402171,"Pooled mean (Fisher's Z)","Fixed effect"
0.372545,"Pooled mean (Fisher's Z)","Fixed effect"
0.367977,"Pooled mean (Fisher's Z)","Fixed effect"
0.175232,"Pooled mean (Fisher's Z)","Fixed effect"
0.443112,"Pooled mean (Fisher's Z)","Fixed effect"
0.249511,"Pooled mean (Fisher's Z)","Fixed effect"
0.36764,"Pooled mean (Fisher's Z)","Fixed effect"
0.266272,"Pooled mean (Fisher's Z)","Fixed effect"
0.133962,"Pooled mean (Fisher's Z)","Fixed effect"
0.490475,"Pooled mean (Fisher's Z)","Fixed effect"
0.251558,"Pooled mean (Fisher's Z)","Fixed effect"
0.428321,"Pooled mean (Fisher's Z)","Fixed effect"
0.617947,"Pooled mean (Fisher's Z)","Fixed effect"
0.441316,"Pooled mean (Fisher's Z)","Fixed effect"
0.63024,"Pooled mean (Fisher's Z)","Fixed effect"
0.131794,"Pooled mean (Fisher's Z)","Fixed effect"
0.491806,"Pooled mean (Fisher's Z)","Fixed effect"
0.457051,"Pooled mean (Fisher's Z)","Fixed effect"
0.694031,"Pooled mean (Fisher's Z)","Fixed effect"
0.49557,"Pooled mean (Fisher's Z)","Fixed effect"
0.366667,"Pooled mean (Fisher's Z)","Fixed effect"
0.290495,"Pooled mean (Fisher's Z)","Fixed effect"
0.199431,"Pooled mean (Fisher's Z)","Fixed effect"
0.583942,"Pooled mean (Fisher's Z)","Fixed effect"
0.118848,"Pooled mean (Fisher's Z)","Fixed effect"
0.512613,"Pooled mean (Fisher's Z)","Fixed effect"
0.377623,"Pooled mean (Fisher's Z)","Fixed effect"
0.649592,"Pooled mean (Fisher's Z)","Fixed effect"
0.392455,"Pooled mean (Fisher's Z)","Fixed effect"
0.115017,"Pooled mean (Fisher's Z)","Fixed effect"
0.503372,"Pooled mean (Fisher's Z)","Fixed effect"
0.512736,"Pooled mean (Fisher's Z)","Fixed effect"
0.394839,"Pooled mean (Fisher's Z)","Fixed effect"
0.317276,"Pooled mean (Fisher's Z)","Fixed effect"
0.404409,"Pooled mean (Fisher's Z)","Fixed effect"
0.357273,"Pooled mean (Fisher's Z)","Fixed effect"
0.422954,"Pooled mean (Fisher's Z)","Fixed effect"
0.456013,"Pooled mean (Fisher's Z)","Fixed effect"
0.378292,"Pooled mean (Fisher's Z)","Fixed effect"
0.281419,"Pooled mean (Fisher's Z)","Fixed effect"
0.340185,"Pooled mean (Fisher's Z)","Fixed effect"
0.156878,"Pooled mean (Fisher's Z)","Fixed effect"
0.426144,"Pooled mean (Fisher's Z)","Fixed effect"
0.318132,"Pooled mean (Fisher's Z)","Fixed effect"
0.502978,"Pooled mean (Fisher's Z)","Fixed effect"
0.497466,"Pooled mean (Fisher's Z)","Fixed effect"
0.512841,"Pooled mean (Fisher's Z)","Fixed effect"
0.441735,"Pooled mean (Fisher's Z)","Fixed effect"
0.390435,"Pooled mean (Fisher's Z)","Fixed effect"
0.433743,"Pooled mean (Fisher's Z)","Fixed effect"
0.2842,"Pooled mean (Fisher's Z)","Fixed effect"
0.484582,"Pooled mean (Fisher's Z)","Fixed effect"
0.196464,"Pooled mean (Fisher's Z)","Fixed effect"
0.365964,"Pooled mean (Fisher's Z)","Fixed effect"
0.354303,"Pooled mean (Fisher's Z)","Fixed effect"
0.435701,"Pooled mean (Fisher's Z)","Fixed effect"
0.405902,"Pooled mean (Fisher's Z)","Fixed effect"
0.116985,"Pooled mean (Fisher's Z)","Fixed effect"
0.0536668,"Pooled mean (Fisher's Z)","Fixed effect"
0.380015,"Pooled mean (Fisher's Z)","Fixed effect"
0.293362,"Pooled mean (Fisher's Z)","Fixed effect"
0.31531,"Pooled mean (Fisher's Z)","Fixed effect"
0.422506,"Pooled mean (Fisher's Z)","Fixed effect"
0.32351,"Pooled mean (Fisher's Z)","Fixed effect"
0.309454,"Pooled mean (Fisher's Z)","Fixed effect"
0.361996,"Pooled mean (Fisher's Z)","Fixed effect"
0.326718,"Pooled mean (Fisher's Z)","Fixed effect"
0.446878,"Pooled mean (Fisher's Z)","Fixed effect"
0.455222,"Pooled mean (Fisher's Z)","Fixed effect"
0.39785,"Pooled mean (Fisher's Z)","Fixed effect"
0.435507,"Pooled mean (Fisher's Z)","Fixed effect"
0.25003,"Pooled mean (Fisher's Z)","Fixed effect"
0.420211,"Pooled mean (Fisher's Z)","Fixed effect"
0.435222,"Pooled mean (Fisher's Z)","Fixed effect"
0.477699,"Pooled mean (Fisher's Z)","Fixed effect"
0.450198,"Pooled mean (Fisher's Z)","Fixed effect"
0.331072,"Pooled mean (Fisher's Z)","Fixed effect"
0.154691,"Pooled mean (Fisher's Z)","Fixed effect"
0.496016,"Pooled mean (Fisher's Z)","Fixed effect"
0.218889,"Pooled mean (Fisher's Z)","Fixed effect"
0.47037,"Pooled mean (Fisher's Z)","Fixed effect"
0.295032,"Pooled mean (Fisher's Z)","Fixed effect"
0.471679,"Pooled mean (Fisher's Z)","Fixed effect"
0.241603,"Pooled mean (Fisher's Z)","Fixed effect"
0.308903,"Pooled mean (Fisher's Z)","Fixed effect"
0.395091,"Pooled mean (Fisher's Z)","Fixed effect"
0.424064,"Pooled mean (Fisher's Z)","Fixed effect"
0.230696,"Pooled mean (Fisher's Z)","Fixed effect"
0.275347,"Pooled mean (Fisher's Z)","Fixed effect"
0.362532,"Pooled mean (Fisher's Z)","Fixed effect"
0.399684,"Pooled mean (Fisher's Z)","Fixed effect"
0.294472,"Pooled mean (Fisher's Z)","Fixed effect"
0.303055,"Pooled mean (Fisher's Z)","Fixed effect"
0.249082,"Pooled mean (Fisher's Z)","Fixed effect"
0.399426,"Pooled mean (Fisher's Z)","Fixed effect"
0.358551,"Pooled mean (Fisher's Z)","Fixed effect"
0.415668,"Pooled mean (Fisher's Z)","Fixed effect"
0.359692,"Pooled mean (Fisher's Z)","Fixed effect"
0.316981,"Pooled mean (Fisher's Z)","Fixed effect"
0.400346,"Pooled mean (Fisher's Z)","Fixed effect"
0.390017,"Pooled mean (Fisher's Z)","Fixed effect"
0.519767,"Pooled mean (Fisher's Z)","Fixed effect"
0.43841,"Pooled mean (Fisher's Z)","Fixed effect"
0.394025,"Pooled mean (Fisher's Z)","Fixed effect"
0.231277,"Pooled mean (Fisher's Z)","Fixed effect"
0.293793,"Pooled mean (Fisher's Z)","Fixed effect"
0.463277,"Pooled mean (Fisher's Z)","Fixed effect"
0.20252,"Pooled mean (Fisher's Z)","Fixed effect"
0.201346,"Pooled mean (Fisher's Z)","Fixed effect"
0.25599,"Pooled mean (Fisher's Z)","Fixed effect"
0.52283,"Pooled mean (Fisher's Z)","Fixed effect"
0.360367,"Pooled mean (Fisher's Z)","Fixed effect"
0.450953,"Pooled mean (Fisher's Z)","Fixed effect"
0.413598,"Pooled mean (Fisher's Z)","Fixed effect"
0.3555,"Pooled mean (Fisher's Z)","Fixed effect"
0.463059,"Pooled mean (Fisher's Z)","Fixed effect"
0.415079,"Pooled mean (Fisher's Z)","Fixed effect"
0.444323,"Pooled mean (Fisher's Z)","Fixed effect"
0.307894,"Pooled mean (Fisher's Z)","Fixed effect"
0.41141,"Pooled mean (Fisher's Z)","Fixed effect"
0.385928,"Pooled mean (Fisher's Z)","Fixed effect"
0.325252,"Pooled mean (Fisher's Z)","Fixed effect"
0.575805,"Pooled mean (Fisher's Z)","Fixed effect"
0.469631,"Pooled mean (Fisher's Z)","Fixed effect"
0.279743,"Pooled mean (Fisher's Z)","Fixed effect"
0.302091,"Pooled mean (Fisher's Z)","Fixed effect"
0.435664,"Pooled mean (Fisher's Z)","Fixed effect"
0.390931,"Pooled mean (Fisher's Z)","Fixed effect"
0.476694,"Pooled mean (Fisher's Z)","Fixed effect"
0.539836,"Pooled mean (Fisher's Z)","Fixed effect"
0.207057,"Pooled mean (Fisher's Z)","Fixed effect"
0.452798,"Pooled mean (Fisher's Z)","Fixed effect"
0.254327,"Pooled mean (Fisher's Z)","Fixed effect"
0.51226,"Pooled mean (Fisher's Z)","Fixed effect"
0.112303,"Pooled mean (Fisher's Z)","Fixed effect"
0.343959,"Pooled mean (Fisher's Z)","Fixed effect"
0.469966,"Pooled mean (Fisher's Z)","Fixed effect"
0.243492,"Pooled mean (Fisher's Z)","Fixed effect"
0.413838,"Pooled mean (Fisher's Z)","Fixed effect"
0.320741,"Pooled mean (Fisher's Z)","Fixed effect"
0.296938,"Pooled mean (Fisher's Z)","Fixed effect"
0.452244,"Pooled mean (Fisher's Z)","Fixed effect"
0.442637,"Pooled mean (Fisher's Z)","Fixed effect"
0.260317,"Pooled mean (Fisher's Z)","Fixed effect"
0.121043,"Pooled mean (Fisher's Z)","Fixed effect"
0.571693,"Pooled mean (Fisher's Z)","Fixed effect"
0.00390057,"Pooled mean (Fisher's Z)","Fixed effect"
0.487972,"Pooled mean (Fisher's Z)","Fixed effect"
0.427639,"Pooled mean (Fisher's Z)","Fixed effect"
0.438054,"Pooled mean (Fisher's Z)","Fixed effect"
0.24628,"Pooled mean (Fisher's Z)","Fixed effect"
0.421975,"Pooled mean (Fisher's Z)","Fixed effect"
0.0842662,"Pooled mean (Fisher's Z)","Fixed effect"
