"parameter","rhat","ess_bulk","ess_tail"
"r_phy[Urocitellus_richardsonii,Intercept]",1.00065896868053,6032.65878223954,6200.96709873735
"r_phy[Onychomys_leucogaster,Intercept]",1.00062232263172,6415.87515166701,6483.40921472674
"r_phy[Myodes_glareolus,Intercept]",1.00067071550146,6176.87729260942,6021.26019787516
"r_phy[Crocidura_russula,Intercept]",1.00064625278344,6616.13415308481,7163.14145733447
"r_phy[Canis_lupus,Intercept]",1.00066959298324,6548.81627304345,7293.71243496699
"r_phy[Carettochelys_insculpta,Intercept]",1.00022304214634,10493.5635437684,10063.9121529538
"r_phy[Apalone_ferox,Intercept]",1.00016770247685,10641.1557198253,10741.0847341971
"r_phy[Apalone_mutica,Intercept]",1.00017088415223,10558.4579355294,10747.3489751529
"r_phy[Dermochelys_coriacea,Intercept]",1.00024087058721,11568.2649754835,10372.8027675352
"r_phy[Sternotherus_odoratus,Intercept]",1.00028160655689,11329.4023226485,9886.69740399659
"r_phy[Kinosternon_subrubrum,Intercept]",1.00029510520524,11520.1775877015,9721.98503090543
"r_phy[Kinosternon_integrum,Intercept]",1.00023222430146,11240.0162426319,10092.5850560254
"r_phy[Kinosternon_hirtipes,Intercept]",1.00026536477039,11375.2783675163,9450.81475426924
"r_phy[Emydoidea_blandingii,Intercept]",1.00000902203608,10214.2456716504,10238.861087064
"r_phy[Terrapene_ornata,Intercept]",1.00014791389246,10164.8659920933,10256.5800819194
"r_phy[Clemmys_insculpta,Intercept]",1.00006561781482,9941.22766365781,10438.6387179845
"r_phy[Chrysemys_picta,Intercept]",0.999986990779568,9887.23439681611,10957.5871196735
"r_phy[Pseudemys_floridana,Intercept]",0.999958359483101,9868.1363885091,11664.4753103989
"r_phy[Malaclemys_terrapin,Intercept]",0.999998850045287,9973.83558000409,10986.281417153
"r_phy[Caiman_crocodilus,Intercept]",1.00076787448667,10045.9701700739,10566.1633536806
"r_phy[Alectoris_rufa,Intercept]",1.00009620471987,8421.23304259916,9787.89475810744
"r_phy[Cygnus_olor,Intercept]",1.00007392116992,8903.82611797152,10310.9390599003
"r_phy[Cygnus_buccinator,Intercept]",1.00004284250527,8931.07880475509,9839.18303610732
"r_phy[Branta_bernicla,Intercept]",1.00010948855079,9168.81906551508,10028.4627544378
"r_phy[Branta_canadensis,Intercept]",1.00002385552087,9433.16542202555,10754.1164667463
"r_phy[Chen_canagica,Intercept]",1.00007351099209,9109.85018762146,10312.2889235947
"r_phy[Somateria_fischeri,Intercept]",1.0000189374855,9509.42068383234,10690.9063814313
"r_phy[Bucephala_clangula,Intercept]",1.00005275368457,9394.07506869127,10788.6862398587
"r_phy[Anas_platyrhynchos,Intercept]",1.00016602241817,9368.76895668024,10580.0443565818
"r_phy[Aythya_ferina,Intercept]",1.00017021493498,9546.75388326062,10264.4912319634
"r_phy[Fulica_atra,Intercept]",1.00048345941239,9269.40934205638,9223.67106521405
"r_phy[Porphyrio_porphyrio,Intercept]",1.00022931358095,8833.91500361799,9308.0217144158
"r_phy[Bubulcus_ibis,Intercept]",1.00033050060654,9416.44678347027,10422.9424026191
"r_phy[Ciconia_ciconia,Intercept]",1.0004823319901,9341.07010972209,10013.8284567733
"r_phy[Falco_tinnunculus,Intercept]",1.00017659331051,10429.2708776573,9743.32044645741
"r_phy[Aphrastura_spinicauda,Intercept]",1.00011722467263,10662.4598643411,10430.8113988983
"r_phy[Sayornis_phoebe,Intercept]",1.00004512722731,10788.8848726683,10548.1372607623
"r_phy[Petroica_australis,Intercept]",1.00019627053727,10690.7554119983,9982.22611446173
"r_phy[Parus_caeruleus,Intercept]",1.00030845749197,10182.1616039947,9630.73451591972
"r_phy[Parus_major,Intercept]",1.00033775200532,10149.6709221664,9884.55994759691
"r_phy[Hirundo_rustica,Intercept]",1.00036263769941,9877.35305845013,9461.0695135253
"r_phy[Tachycineta_bicolor,Intercept]",1.00032288593678,9942.66272150985,9497.69470697046
"r_phy[Sturnus_vulgaris,Intercept]",1.00020620683081,8526.64270999469,9427.55622546127
"r_phy[Phoenicurus_phoenicurus,Intercept]",1.00023092661743,8548.29480214662,9364.84455494487
"r_phy[Ficedula_hypoleuca,Intercept]",1.00021909622099,8678.24262221195,9181.29808328338
"r_phy[Taeniopygia_guttata,Intercept]",1.00021192737748,8790.76139388103,9230.88849636874
"r_phy[Protonotaria_citrea,Intercept]",1.00028483337126,9218.54019029202,9701.90520202139
"r_phy[Quiscalus_quiscula,Intercept]",1.00022112495001,9071.57375975837,9765.3967182693
"r_phy[Sphenodon_punctatus,Intercept]",1.00030685549147,11789.9840145126,9849.37858370693
"r_phy[Eulamprus_tympanum,Intercept]",1.00065415684625,12326.7544629726,10970.3187801927
"r_phy[Psammodromus_algirus,Intercept]",1.00042479137718,10979.7021093422,10613.5983363586
"r_phy[Zootoca_vivipara,Intercept]",1.00025729496257,11513.2555665868,10893.175037126
"r_phy[Podarcis_atrata,Intercept]",1.00021267113844,11401.1156489554,10338.7866726363
"r_phy[Podarcis_melisellensis,Intercept]",1.00033586970494,10999.3083845736,10192.3702018229
"r_phy[Podarcis_milensis,Intercept]",1.00043887590511,11096.2266679964,9804.9014802993
"r_phy[Podarcis_muralis,Intercept]",1.00033214362531,11377.646926811,10864.1198089156
"r_phy[Podarcis_lilfordi,Intercept]",1.0003752671821,10987.3239410112,10701.3080823462
"r_phy[Iberolacerta_monticola,Intercept]",1.00024850593759,11443.042920531,10345.1751530284
"r_phy[Anguis_fragilis,Intercept]",1.00009340306495,5758.84761221141,8180.47792409932
"r_phy[Chamaeleo_montium,Intercept]",1.00014007033425,10604.166472292,10579.9539916629
"r_phy[Leiolepis_reevesii,Intercept]",1.00005283256587,11115.5146735794,11066.0009333641
"r_phy[Rankinia_diemensis,Intercept]",1.00009932258233,10787.3234832944,10541.0026341736
"r_phy[Ctenophorus_fordi,Intercept]",1.00011446722182,10726.1155005763,10483.6165213218
"r_phy[Sitana_ponticeriana,Intercept]",1.00007037391936,11173.5837885739,10965.2713838564
"r_phy[Calotes_versicolor,Intercept]",1.00011983007191,11084.3200822694,10995.8861722421
"r_phy[Cyclura_cychlura,Intercept]",1.00004105990215,10782.6046743429,10549.4453042912
"r_phy[Ctenosaura_pectinata,Intercept]",0.999927721317654,10387.5991083242,10643.6767297211
"r_phy[Iguana_iguana,Intercept]",1.00000800185848,10358.3306223281,10411.1162802453
"r_phy[Uta_stansburiana,Intercept]",1.00053444029057,11142.6929135888,10149.3054102824
"r_phy[Sceloporus_spinosus,Intercept]",1.00018140626653,10786.6714157844,10025.0879355668
"r_phy[Sceloporus_virgatus,Intercept]",1.00025473742579,10882.3839370243,10408.0888750904
"r_phy[Oplurus_cuvieri,Intercept]",1.00028237931892,11028.2628865033,10274.7767921165
"r_phy[Eurolophosaurus_nanuzae,Intercept]",1.00030434283105,11175.6075661754,10873.8704994384
"r_phy[Ramphotyphlops_braminus,Intercept]",1.00050251295742,12575.9259418349,11007.2847961939
"r_phy[Vipera_aspis,Intercept]",1.00028833176696,11831.3422290329,10737.9572404638
"r_phy[Vipera_ursinii,Intercept]",1.0001496376583,11904.9646086646,10536.858980927
"r_phy[Diadophis_punctatus,Intercept]",1.00030839469494,12234.7553367471,10409.0974388522
"r_phy[Natrix_natrix,Intercept]",1.00035262467559,11572.5892029335,9282.76744326749
"r_phy[Tropidonophis_mairii,Intercept]",1.00017940221094,11711.4144720306,9789.8852964252
"r_phy[Storeria_dekayi,Intercept]",1.00029602780736,11354.662679282,10095.5863128012
"r_phy[Thamnophis_ordinoides,Intercept]",1.00022352900258,11291.2577843183,10256.5702850005
"r_phy[Nerodia_sipedon,Intercept]",1.00024316694926,11354.5812588259,10259.134783386
"r_phy[Spalerosophis_diadema,Intercept]",1.00040589584195,11021.5757678767,10733.6588648654
"r_phy[Elaphe_quadrivirgata,Intercept]",1.00025080198256,10555.3006513352,9069.95890747228
"r_phy[Coronella_austriaca,Intercept]",1.00046281487139,10998.6686913434,10684.35972377
"r_phy[Pituophis_catenifer,Intercept]",1.00031544828427,11067.9867742546,11127.7925651279
"r_phy[Pantherophis_obsoletus,Intercept]",1.00040891486256,10655.5923788088,10592.3244595484
"r_species[Alectoris_rufa,Intercept]",1.00027276245543,8687.24835391207,10631.7527377021
"r_species[Alytes_obstetricans,Intercept]",1.00003898116656,20215.1686355559,12564.1484145311
"r_species[Anas_platyrhynchos,Intercept]",1.00040090489318,12214.8734082046,11777.233354515
"r_species[Anguis_fragilis,Intercept]",1.00126861982055,2018.21194632201,2552.48477955015
"r_species[Apalone_ferox,Intercept]",1.00046817028555,27999.0608341118,11697.4281261181
"r_species[Apalone_mutica,Intercept]",1.00042042283,28076.3813505629,12259.2860088777
"r_species[Aphrastura_spinicauda,Intercept]",1.00016452354319,10943.164999715,11443.2467264778
"r_species[Araschnia_levana,Intercept]",1.0002679363542,7395.72590659737,10250.4533154963
"r_species[Austropotamobius_italicus,Intercept]",1.00029335483583,28421.0139972622,12123.8554540347
"r_species[Aythya_ferina,Intercept]",1.00013895453854,27916.1000921174,11843.2023205359
"r_species[Bicyclus_anynana,Intercept]",1.00034083313137,20579.7443214006,11096.0827340128
"r_species[Branta_bernicla,Intercept]",1.00028958915579,18495.9383007963,11932.2476068279
"r_species[Branta_canadensis,Intercept]",0.999950538116298,26359.4422494014,12369.2313675835
"r_species[Bubulcus_ibis,Intercept]",1.00054499697036,19152.1622895718,11135.1772387616
"r_species[Bucephala_clangula,Intercept]",1.0011382348224,21106.2974974184,11988.2218840105
"r_species[Caiman_crocodilus,Intercept]",1.00028906875707,15235.1980647709,11582.3370630602
"r_species[Calotes_versicolor,Intercept]",1.00017634345193,13281.1060869852,13173.962591997
"r_species[Canis_lupus,Intercept]",1.00024331113732,21255.638960272,10939.9951147426
"r_species[Carettochelys_insculpta,Intercept]",1.00019386179761,19146.4334755952,13137.4598456798
"r_species[Cavia_aperea,Intercept]",1.00012381843157,6389.59053012484,7411.77016203576
"r_species[Centruroides_vittatus,Intercept]",1.00025959759127,19087.4143528172,12205.5252354094
"r_species[Chamaeleo_montium,Intercept]",1.00022312154931,12923.121549358,10150.5379557748
"r_species[Chen_canagica,Intercept]",1.00048927999376,24631.5295577582,11872.980093361
"r_species[Chorthippus_brunneus,Intercept]",1.00008432889703,11562.5423548098,11714.8432884556
"r_species[Chrysemys_picta,Intercept]",1.00010772432002,23676.0371751219,12612.4460112363
"r_species[Ciconia_ciconia,Intercept]",1.00031099672731,18270.7428502155,12723.763658439
"r_species[Clemmys_insculpta,Intercept]",1.00030447895256,10081.881909884,10291.382350514
"r_species[Copidosoma_bakeri,Intercept]",1.0001399193841,5979.66491033805,9904.84662866668
"r_species[Coronella_austriaca,Intercept]",1.00006902970569,9449.4538586562,11120.9823740991
"r_species[Crocidura_russula,Intercept]",1.0001723657246,8766.40767424965,11836.7411032027
"r_species[Ctenophorus_fordi,Intercept]",1.00022895288276,19621.8742316741,11365.3680485317
"r_species[Ctenosaura_pectinata,Intercept]",0.999991005932343,10640.413976289,11241.3542570857
"r_species[Cyclura_cychlura,Intercept]",1.0002848580617,26372.0347822715,10768.6905957345
"r_species[Cygnus_buccinator,Intercept]",1.00032924639751,22864.406480666,11861.2626064427
"r_species[Cygnus_olor,Intercept]",1.00058920896988,25110.2563702839,12043.4697095605
"r_species[Daphnia_magna,Intercept]",1.00039334649487,6210.66373983843,6891.31317064721
"r_species[Dermochelys_coriacea,Intercept]",1.00036186698006,28769.031544174,11943.3615646778
"r_species[Diadophis_punctatus,Intercept]",1.00029094841077,27333.4316438846,11854.1018548958
"r_species[Elaphe_quadrivirgata,Intercept]",1.00066395820751,3999.52163030129,4838.15878797668
"r_species[Emydoidea_blandingii,Intercept]",1.00014020366602,17144.0757328323,12870.044477452
"r_species[Epidalea_calamita,Intercept]",1.00058627854171,5482.19480892703,9994.8926037729
"r_species[Eulamprus_tympanum,Intercept]",1.00039949046122,22872.7970360406,13292.7974473755
"r_species[Eurolophosaurus_nanuzae,Intercept]",1.00000315937491,24151.8972077191,11107.6208379658
"r_species[Falco_tinnunculus,Intercept]",1.00038082942407,24328.1698586956,11908.5579862138
"r_species[Ficedula_hypoleuca,Intercept]",1.00011323607504,17959.1643694035,13101.6547167685
"r_species[Fulica_atra,Intercept]",1.00016774244555,17430.7341169204,10273.2261500623
"r_species[Galaxias_anomalus,Intercept]",1.00059731892887,25189.4825883239,11863.249376464
"r_species[Galaxias_D.,Intercept]",1.00002927041939,28389.9429772035,11787.8604141414
"r_species[Galaxias_depressiceps,Intercept]",1.00049251354305,21039.0795631388,11473.6586402698
"r_species[Galaxias_eldoni,Intercept]",1.00044759438458,14947.1233824254,11564.7807891436
"r_species[Galaxias_gollumoides,Intercept]",1.00031824189041,27169.2971994563,10577.5929467793
"r_species[Galaxias_pullus,Intercept]",1.00027991896009,21790.069612259,11606.5809611348
"r_species[Galaxias_southern,Intercept]",1.00008030041945,9772.32308606122,10780.0058733184
"r_species[Galaxias_vulgaris,Intercept]",1.00006927491298,18230.5432383503,11021.0287835412
"r_species[Gambusia_affinis,Intercept]",1.00090513200348,23689.4732241907,11875.7926211116
"r_species[Gambusia_geiseri,Intercept]",1.0005602936482,26797.240450698,11299.5097494889
"r_species[Gambusia_holbrooki,Intercept]",1.00047918586426,13430.0920750191,12465.372995685
"r_species[Hirundo_rustica,Intercept]",1.00021042346838,10461.0881158897,11463.3479565586
"r_species[Hogna_helluo,Intercept]",1.00068954238198,26720.5905527459,11435.3024437745
"r_species[Hyla_labialis,Intercept]",1.00036328318057,12679.3369665616,11793.9913711485
"r_species[Hynobius_retardatus,Intercept]",1.00035436946081,6821.01465986519,10206.0414210207
"r_species[Iberolacerta_monticola,Intercept]",1.00047164178564,20942.0917510587,12454.926767173
"r_species[Iguana_iguana,Intercept]",1.00005811416253,12416.3955074009,10783.3633874207
"r_species[Kinosternon_hirtipes,Intercept]",1.00058149866371,26524.2592900466,11555.8719359737
"r_species[Kinosternon_integrum,Intercept]",1.00068131692772,4474.98876376569,9506.15904007102
"r_species[Kinosternon_subrubrum,Intercept]",1.00033709151517,23743.0004809627,13352.4149893232
"r_species[Leiolepis_reevesii,Intercept]",1.00001556955091,21663.6060145098,12701.4376861965
"r_species[Lernanthropus_cynoscicola,Intercept]",1.00039931437349,5126.15416164759,10519.2047138819
"r_species[Malaclemys_terrapin,Intercept]",0.999908086349908,19465.3302034965,11753.4821205377
"r_species[Marmota_marmota,Intercept]",1.00031954218547,13637.1663846504,10935.728463018
"r_species[Myodes_glareolus,Intercept]",1.00055225592978,3112.79174927769,5276.26051225256
"r_species[Natrix_natrix,Intercept]",1.00007437093202,26863.5271658658,11745.5055922147
"r_species[Neolamprologus_pulcher,Intercept]",1.00029209258445,24565.0567319599,11450.3830759535
"r_species[Nerodia_sipedon,Intercept]",1.00077547654429,26109.6506303504,11035.8791604106
"r_species[Nicrophorus_pustulatus,Intercept]",1.00022230830206,7892.91378668626,11527.8471016962
"r_species[Onychomys_leucogaster,Intercept]",1.0003472921908,7238.22033139265,10869.1887312697
"r_species[Oplurus_cuvieri,Intercept]",1.00089290873099,24223.3066690567,11208.6390071642
"r_species[Pantherophis_obsoletus,Intercept]",1.00159432821721,22094.9603971078,10141.5004051877
"r_species[Parus_caeruleus,Intercept]",1.00058975310498,28522.9803357023,12630.9351036443
"r_species[Parus_major,Intercept]",1.00008854129054,16504.1343086423,12738.5155829481
"r_species[Petroica_australis,Intercept]",1.0002040090755,26604.134765919,11858.7422801401
"r_species[Phoenicurus_phoenicurus,Intercept]",1.00092863309818,10205.0072919353,10555.256496849
"r_species[Pituophis_catenifer,Intercept]",1.00018206780036,23762.6734387468,11321.4475507214
"r_species[Plethodon_albagula,Intercept]",1.00013127580599,8728.39797390991,10882.2281927258
"r_species[Podarcis_atrata,Intercept]",1.0003529736836,8402.71029320009,11778.8569475256
"r_species[Podarcis_lilfordi,Intercept]",1.00032450658209,13734.2702088802,11401.3984618941
"r_species[Podarcis_melisellensis,Intercept]",1.00017746212425,23727.539486275,12006.6044101611
"r_species[Podarcis_milensis,Intercept]",1.00032749676508,10936.4368973768,11999.6641442408
"r_species[Podarcis_muralis,Intercept]",1.00119857360192,11109.5549119542,11293.5754108824
"r_species[Porphyrio_porphyrio,Intercept]",1.00060708030695,4894.80078009205,9724.05225785377
"r_species[Prostephanus_truncatus,Intercept]",1.00165831743174,15110.6045235506,12087.6141028713
"r_species[Protonotaria_citrea,Intercept]",1.00029822153547,5429.26556403885,10086.1095727563
"r_species[Psammodromus_algirus,Intercept]",1.00028442078059,10926.5109747418,11538.7808232091
"r_species[Pseudemys_floridana,Intercept]",1.0000805375,20645.2644271057,10327.6961037697
"r_species[Quiscalus_quiscula,Intercept]",1.00053118794257,22562.3218711601,12268.5531776771
"r_species[Ramphotyphlops_braminus,Intercept]",1.00022277286162,27386.1546904124,11761.884384332
"r_species[Rana_arvalis,Intercept]",1.00012092380901,12788.8770523641,11390.5289133797
"r_species[Rankinia_diemensis,Intercept]",1.00037703880262,25901.8058865009,12472.4789383666
"r_species[Sayornis_phoebe,Intercept]",1.00008280259784,13754.9794100573,11470.5377409201
"r_species[Sceloporus_spinosus,Intercept]",1.00011927041121,17721.300885903,11044.9745908414
"r_species[Sceloporus_virgatus,Intercept]",1.00100929209855,20803.5828475553,11780.6877347854
"r_species[Sitana_ponticeriana,Intercept]",0.999979537949471,21247.5557819378,12018.8675992729
"r_species[Somateria_fischeri,Intercept]",1.00034771182994,25152.922772638,11077.4712975265
"r_species[Spalerosophis_diadema,Intercept]",1.0010601793526,25904.1762787253,11527.9500390917
"r_species[Sphenodon_punctatus,Intercept]",1.00047743763743,18688.4666695217,12888.4863865505
"r_species[Sternotherus_odoratus,Intercept]",1.00045184356421,25981.6712500613,12712.7911860423
"r_species[Storeria_dekayi,Intercept]",1.0003977830426,3912.53715069797,8970.70944410218
"r_species[Sturnus_vulgaris,Intercept]",1.00063300700866,14006.4862687657,12383.8020075601
"r_species[Tachycineta_bicolor,Intercept]",1.0004305778275,16301.7283408968,11870.15539144
"r_species[Taeniopygia_guttata,Intercept]",1.00042144530729,8017.3953946114,10622.835157625
"r_species[Terrapene_ornata,Intercept]",1.00021436184973,21892.5689951212,12463.3997480602
"r_species[Thamnophis_ordinoides,Intercept]",1.00003561035303,25515.4105449352,11827.5642739599
"r_species[Tropidonophis_mairii,Intercept]",1.00036698098596,25250.7851457741,12661.6308244396
"r_species[Urocitellus_columbianus,Intercept]",1.00010666596214,16241.3577822641,11943.4680451982
"r_species[Urocitellus_richardsonii,Intercept]",1.00026148340904,5051.40273075997,7454.22912705562
"r_species[Uta_stansburiana,Intercept]",1.00081091402641,3446.77549789357,3151.60240436744
"r_species[Vipera_aspis,Intercept]",1.00077861928176,25475.5332056731,12099.1960502596
"r_species[Vipera_ursinii,Intercept]",1.00035305691665,5273.93480732017,9713.10993932925
"r_species[Wyeomyia_smithii,Intercept]",1.00055934094618,27263.6499600881,12636.0384177311
"r_species[Zootoca_vivipara,Intercept]",1.00029541548718,3781.32563396064,9508.37090372979
"lprior",1.00089176256432,3560.03605542571,5587.72038744724
"lp__",1.0018182612255,1373.78113189005,2539.81878778862
"z_1[1,1]",1.00022246547919,11853.1893027644,10842.4237381946
"z_1[1,2]",1.00039481556323,31071.1891475951,11541.8053437055
"z_1[1,3]",1.00000640574005,25959.4251405723,11715.3106460743
"z_1[1,4]",1.00017869369501,26938.9823293776,10898.3943192379
"z_1[1,5]",1.00006795878145,30916.1346362077,11314.8782691283
"z_1[1,6]",1.000038091225,29221.0409999539,12055.2851085348
"z_1[1,7]",1.00016161313087,26212.6196219301,10753.2655124948
"z_1[1,8]",1.00071581902063,28698.4405260137,12027.6213321193
"z_1[1,9]",0.999932960887889,29302.5188412811,11999.5129204293
"z_1[1,10]",1.00039577748817,15089.7124911067,11451.6943700247
"z_1[1,11]",1.00003769272448,29772.6727802858,11397.7207362594
"z_1[1,12]",0.999934393558879,29353.2600309992,11361.32472081
"z_1[1,13]",1.00038825913242,12136.0621089146,10706.2052490329
"z_1[1,14]",1.00010937536172,30306.2134172718,11533.2491968853
"z_1[1,15]",1.00076927647104,26949.2377870153,11090.7212925849
"z_1[1,16]",1.00064448967032,30765.7066214096,11237.3450611983
"z_1[1,17]",1.00015410548319,29334.61883701,11399.6237289423
"z_1[1,18]",1.00006786742558,32883.1279050272,11501.7185101114
"z_1[1,19]",1.00051562374159,31542.0681590979,11466.5622863455
"z_1[1,20]",1.00033725605915,30327.166132318,11127.4399572383
"z_1[1,21]",1.00013384999817,25477.523712608,11628.9523207334
"z_1[1,22]",1.00046965885305,28063.6710030131,11793.2030208689
"z_1[1,23]",1.0002136439382,31401.1938340278,11686.4740537926
"z_1[1,24]",1.00012253283875,27574.0062749738,11405.0116321361
"z_1[1,25]",1.00017826515892,12654.5839676544,11206.1008544643
"z_1[1,26]",1.00046088505986,31081.8229443044,10676.0668011725
"z_1[1,27]",1.00016932580641,23550.0768558656,11052.3080976538
"z_1[1,28]",1.00027235271224,30850.6014869139,10379.7252754278
"z_1[1,29]",1.00115244941872,29200.3045757517,11652.7483411631
"z_1[1,30]",0.999845921253169,29652.4139488126,11539.994547225
"z_1[1,31]",1.00028012494743,10171.5640700052,9221.78444515009
"z_1[1,32]",1.00066856995759,28951.0694930634,10066.1846592891
"z_1[1,33]",1.00090344364271,32557.3106614438,10731.0851573829
"z_1[1,34]",1.00005165954266,29775.3866368258,11862.527764766
"z_1[1,35]",1.00039084689149,31386.2350756244,11292.6208213481
"z_1[1,36]",1.00069428496272,27701.5635081812,10454.002160766
"z_1[1,37]",0.999976894570958,30127.1939255493,12048.4744703725
"z_1[1,38]",1.0004075630751,29829.503920274,10663.1548399558
"z_1[1,39]",1.00029140941938,10086.7209592917,9011.6019274739
"z_1[1,40]",1.00006350855522,30817.9298150119,11566.7165245466
"z_1[1,41]",1.00061126276247,31533.2920729205,11078.8118160176
"z_1[1,42]",1.00016727434851,22948.0209948184,12146.6082882675
"z_1[1,43]",1.00039838793403,26918.6440983939,12226.3101378755
"z_1[1,44]",1.00040604856967,32304.8658659995,11567.1310913806
"z_1[1,45]",1.00092849545096,30133.4713604941,9895.06693616157
"z_1[1,46]",0.999924644162082,31175.1787914523,11190.0048851154
"z_1[1,47]",0.999856189632272,21921.5503747154,11546.7980729265
"z_1[1,48]",1.00047120131922,28887.5600468979,11038.1584397063
"z_1[1,49]",1.0007701148215,30754.5071533725,11013.5776229343
"z_1[1,50]",1.00025860769678,28631.1145674297,12076.8494183382
"z_1[1,51]",1.00071908140338,29001.2649569695,11390.8029476208
"z_1[1,52]",1.0002898944078,31582.3316812699,11708.3271970947
"z_1[1,53]",1.00023178164687,19583.3949511764,11538.6910948117
"z_1[1,54]",1.00005588948546,19190.0645109642,11237.3018258543
"z_1[1,55]",1.00030475065855,24671.1315137246,12533.4486964014
"z_1[1,56]",1.00032501947713,31981.1690103865,10927.1630258122
"z_1[1,57]",1.00031573364476,26067.4317743744,11578.9926859703
"z_1[1,58]",0.999956560577985,30689.9226020156,11016.6697936617
"z_1[1,59]",1.00003129400121,31456.9997034349,11189.0305963512
"z_1[1,60]",1.00040421869512,26969.6155427688,11797.1539016174
"z_1[1,61]",1.00029940602063,26469.3452995149,11816.5867304622
"z_1[1,62]",1.00020500072306,27302.4874162118,11672.6804099435
"z_1[1,63]",1.00059003474006,31074.3165923198,11333.6632174223
"z_1[1,64]",1.00032893292847,23327.254206654,12465.1872608637
"z_1[1,65]",1.00057747156974,27388.0432777271,10919.7312244382
"z_1[1,66]",1.00023067110176,23420.7634573422,12496.6045830377
"z_1[1,67]",1.00021920209207,31200.6439104992,11109.4370221977
"z_1[1,68]",1.00028602901766,26838.8007394434,12796.7989327526
"z_1[1,69]",1.00043228389327,27358.1035194185,11615.0955252031
"z_1[1,70]",1.0011082474577,29233.6487973921,12122.3446031889
"z_1[1,71]",1.00037988701084,25386.6790659541,12583.8985429455
"z_1[1,72]",0.999930354691539,19839.3653515777,12366.1309825088
"z_1[1,73]",1.00038849805996,29853.2838978993,11910.5558505466
"z_1[1,74]",0.999878783793288,28843.3342263033,12072.2941333263
"z_1[1,75]",0.999955692426833,28801.3823159789,11431.9491508787
"z_1[1,76]",1.00028145134138,19689.5672904506,12620.6122058913
"z_1[1,77]",1.00088393316803,30693.8073921965,11454.0372829527
