"value","parameter","panel"
-0.175581,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0795345,"Pooled mean (Fisher's Z)","Fixed effect"
-0.202089,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0719257,"Pooled mean (Fisher's Z)","Fixed effect"
-0.430032,"Pooled mean (Fisher's Z)","Fixed effect"
-0.278042,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0613008,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0857056,"Pooled mean (Fisher's Z)","Fixed effect"
-0.209157,"Pooled mean (Fisher's Z)","Fixed effect"
-0.287807,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0460101,"Pooled mean (Fisher's Z)","Fixed effect"
-0.426785,"Pooled mean (Fisher's Z)","Fixed effect"
-0.260681,"Pooled mean (Fisher's Z)","Fixed effect"
-0.244287,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0360365,"Pooled mean (Fisher's Z)","Fixed effect"
0.0348285,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0468691,"Pooled mean (Fisher's Z)","Fixed effect"
-0.159516,"Pooled mean (Fisher's Z)","Fixed effect"
0.0529225,"Pooled mean (Fisher's Z)","Fixed effect"
0.0169816,"Pooled mean (Fisher's Z)","Fixed effect"
-0.130563,"Pooled mean (Fisher's Z)","Fixed effect"
0.011151,"Pooled mean (Fisher's Z)","Fixed effect"
0.0856861,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0877169,"Pooled mean (Fisher's Z)","Fixed effect"
-0.439313,"Pooled mean (Fisher's Z)","Fixed effect"
-0.402109,"Pooled mean (Fisher's Z)","Fixed effect"
-0.239929,"Pooled mean (Fisher's Z)","Fixed effect"
0.0950763,"Pooled mean (Fisher's Z)","Fixed effect"
-0.331922,"Pooled mean (Fisher's Z)","Fixed effect"
0.0629943,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0455795,"Pooled mean (Fisher's Z)","Fixed effect"
0.0694129,"Pooled mean (Fisher's Z)","Fixed effect"
-0.052428,"Pooled mean (Fisher's Z)","Fixed effect"
-0.262194,"Pooled mean (Fisher's Z)","Fixed effect"
-0.281279,"Pooled mean (Fisher's Z)","Fixed effect"
-0.229275,"Pooled mean (Fisher's Z)","Fixed effect"
-0.225565,"Pooled mean (Fisher's Z)","Fixed effect"
0.011086,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0172277,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0140396,"Pooled mean (Fisher's Z)","Fixed effect"
-0.181693,"Pooled mean (Fisher's Z)","Fixed effect"
0.0592385,"Pooled mean (Fisher's Z)","Fixed effect"
-0.110183,"Pooled mean (Fisher's Z)","Fixed effect"
0.181295,"Pooled mean (Fisher's Z)","Fixed effect"
-0.24649,"Pooled mean (Fisher's Z)","Fixed effect"
-0.378103,"Pooled mean (Fisher's Z)","Fixed effect"
-0.1526,"Pooled mean (Fisher's Z)","Fixed effect"
-0.111357,"Pooled mean (Fisher's Z)","Fixed effect"
0.0326159,"Pooled mean (Fisher's Z)","Fixed effect"
-0.25245,"Pooled mean (Fisher's Z)","Fixed effect"
-0.248309,"Pooled mean (Fisher's Z)","Fixed effect"
0.081897,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0372105,"Pooled mean (Fisher's Z)","Fixed effect"
-0.145481,"Pooled mean (Fisher's Z)","Fixed effect"
0.0190392,"Pooled mean (Fisher's Z)","Fixed effect"
0.0974729,"Pooled mean (Fisher's Z)","Fixed effect"
-0.256534,"Pooled mean (Fisher's Z)","Fixed effect"
-0.147169,"Pooled mean (Fisher's Z)","Fixed effect"
0.078741,"Pooled mean (Fisher's Z)","Fixed effect"
-0.11065,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0622798,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0512968,"Pooled mean (Fisher's Z)","Fixed effect"
-0.235439,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0706585,"Pooled mean (Fisher's Z)","Fixed effect"
-0.229562,"Pooled mean (Fisher's Z)","Fixed effect"
-0.207932,"Pooled mean (Fisher's Z)","Fixed effect"
-0.191629,"Pooled mean (Fisher's Z)","Fixed effect"
0.000968067,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0100806,"Pooled mean (Fisher's Z)","Fixed effect"
-0.218162,"Pooled mean (Fisher's Z)","Fixed effect"
-0.214776,"Pooled mean (Fisher's Z)","Fixed effect"
-0.283297,"Pooled mean (Fisher's Z)","Fixed effect"
-0.230417,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0818382,"Pooled mean (Fisher's Z)","Fixed effect"
-0.174184,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148529,"Pooled mean (Fisher's Z)","Fixed effect"
-0.171151,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0414589,"Pooled mean (Fisher's Z)","Fixed effect"
0.0417818,"Pooled mean (Fisher's Z)","Fixed effect"
-0.152194,"Pooled mean (Fisher's Z)","Fixed effect"
-0.267872,"Pooled mean (Fisher's Z)","Fixed effect"
-0.905503,"Pooled mean (Fisher's Z)","Fixed effect"
-0.673045,"Pooled mean (Fisher's Z)","Fixed effect"
-0.550651,"Pooled mean (Fisher's Z)","Fixed effect"
-0.162811,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0916072,"Pooled mean (Fisher's Z)","Fixed effect"
-0.364543,"Pooled mean (Fisher's Z)","Fixed effect"
-0.205657,"Pooled mean (Fisher's Z)","Fixed effect"
0.0462862,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00168996,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0157544,"Pooled mean (Fisher's Z)","Fixed effect"
-0.252054,"Pooled mean (Fisher's Z)","Fixed effect"
-0.278188,"Pooled mean (Fisher's Z)","Fixed effect"
0.00472737,"Pooled mean (Fisher's Z)","Fixed effect"
0.142533,"Pooled mean (Fisher's Z)","Fixed effect"
0.18851,"Pooled mean (Fisher's Z)","Fixed effect"
0.135454,"Pooled mean (Fisher's Z)","Fixed effect"
-0.172684,"Pooled mean (Fisher's Z)","Fixed effect"
0.195164,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00899068,"Pooled mean (Fisher's Z)","Fixed effect"
-0.433251,"Pooled mean (Fisher's Z)","Fixed effect"
-0.196521,"Pooled mean (Fisher's Z)","Fixed effect"
0.176858,"Pooled mean (Fisher's Z)","Fixed effect"
0.198195,"Pooled mean (Fisher's Z)","Fixed effect"
-0.432203,"Pooled mean (Fisher's Z)","Fixed effect"
-0.127476,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0265764,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00563904,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00222384,"Pooled mean (Fisher's Z)","Fixed effect"
-0.273892,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0702999,"Pooled mean (Fisher's Z)","Fixed effect"
0.0307333,"Pooled mean (Fisher's Z)","Fixed effect"
-0.115397,"Pooled mean (Fisher's Z)","Fixed effect"
0.0481654,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0100844,"Pooled mean (Fisher's Z)","Fixed effect"
-0.109578,"Pooled mean (Fisher's Z)","Fixed effect"
-0.125107,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0674377,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0842234,"Pooled mean (Fisher's Z)","Fixed effect"
-0.246746,"Pooled mean (Fisher's Z)","Fixed effect"
-0.216762,"Pooled mean (Fisher's Z)","Fixed effect"
-0.226553,"Pooled mean (Fisher's Z)","Fixed effect"
-0.183946,"Pooled mean (Fisher's Z)","Fixed effect"
-0.230724,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0499042,"Pooled mean (Fisher's Z)","Fixed effect"
-0.166151,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0598083,"Pooled mean (Fisher's Z)","Fixed effect"
0.0281639,"Pooled mean (Fisher's Z)","Fixed effect"
0.0817811,"Pooled mean (Fisher's Z)","Fixed effect"
-0.138034,"Pooled mean (Fisher's Z)","Fixed effect"
-0.176207,"Pooled mean (Fisher's Z)","Fixed effect"
-0.392495,"Pooled mean (Fisher's Z)","Fixed effect"
-0.138892,"Pooled mean (Fisher's Z)","Fixed effect"
-0.423166,"Pooled mean (Fisher's Z)","Fixed effect"
-0.277414,"Pooled mean (Fisher's Z)","Fixed effect"
-0.226938,"Pooled mean (Fisher's Z)","Fixed effect"
-0.285314,"Pooled mean (Fisher's Z)","Fixed effect"
-0.445777,"Pooled mean (Fisher's Z)","Fixed effect"
-0.172378,"Pooled mean (Fisher's Z)","Fixed effect"
-0.347965,"Pooled mean (Fisher's Z)","Fixed effect"
0.0865981,"Pooled mean (Fisher's Z)","Fixed effect"
-0.350515,"Pooled mean (Fisher's Z)","Fixed effect"
-0.237934,"Pooled mean (Fisher's Z)","Fixed effect"
0.0701104,"Pooled mean (Fisher's Z)","Fixed effect"
-0.389678,"Pooled mean (Fisher's Z)","Fixed effect"
-0.230989,"Pooled mean (Fisher's Z)","Fixed effect"
-0.499898,"Pooled mean (Fisher's Z)","Fixed effect"
0.0191849,"Pooled mean (Fisher's Z)","Fixed effect"
-0.349081,"Pooled mean (Fisher's Z)","Fixed effect"
-0.197085,"Pooled mean (Fisher's Z)","Fixed effect"
-0.239983,"Pooled mean (Fisher's Z)","Fixed effect"
-0.244242,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155751,"Pooled mean (Fisher's Z)","Fixed effect"
-0.203006,"Pooled mean (Fisher's Z)","Fixed effect"
-0.169653,"Pooled mean (Fisher's Z)","Fixed effect"
-0.27043,"Pooled mean (Fisher's Z)","Fixed effect"
-0.193567,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0493539,"Pooled mean (Fisher's Z)","Fixed effect"
-0.238451,"Pooled mean (Fisher's Z)","Fixed effect"
-0.265761,"Pooled mean (Fisher's Z)","Fixed effect"
0.234439,"Pooled mean (Fisher's Z)","Fixed effect"
-0.36034,"Pooled mean (Fisher's Z)","Fixed effect"
-0.424118,"Pooled mean (Fisher's Z)","Fixed effect"
-0.131126,"Pooled mean (Fisher's Z)","Fixed effect"
0.0574619,"Pooled mean (Fisher's Z)","Fixed effect"
0.0243025,"Pooled mean (Fisher's Z)","Fixed effect"
0.0453775,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0522656,"Pooled mean (Fisher's Z)","Fixed effect"
0.0203109,"Pooled mean (Fisher's Z)","Fixed effect"
-0.264962,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0798235,"Pooled mean (Fisher's Z)","Fixed effect"
-0.226628,"Pooled mean (Fisher's Z)","Fixed effect"
0.12686,"Pooled mean (Fisher's Z)","Fixed effect"
-0.293381,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0473652,"Pooled mean (Fisher's Z)","Fixed effect"
-0.280693,"Pooled mean (Fisher's Z)","Fixed effect"
-0.245862,"Pooled mean (Fisher's Z)","Fixed effect"
0.0718676,"Pooled mean (Fisher's Z)","Fixed effect"
-0.192273,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0331089,"Pooled mean (Fisher's Z)","Fixed effect"
0.147494,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0103583,"Pooled mean (Fisher's Z)","Fixed effect"
-0.262424,"Pooled mean (Fisher's Z)","Fixed effect"
-0.137669,"Pooled mean (Fisher's Z)","Fixed effect"
-0.134088,"Pooled mean (Fisher's Z)","Fixed effect"
-0.159649,"Pooled mean (Fisher's Z)","Fixed effect"
-0.121599,"Pooled mean (Fisher's Z)","Fixed effect"
0.0686669,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0590906,"Pooled mean (Fisher's Z)","Fixed effect"
0.328122,"Pooled mean (Fisher's Z)","Fixed effect"
-0.369262,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119551,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0238057,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0657702,"Pooled mean (Fisher's Z)","Fixed effect"
-0.291264,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0801193,"Pooled mean (Fisher's Z)","Fixed effect"
-0.109307,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00473674,"Pooled mean (Fisher's Z)","Fixed effect"
-0.228616,"Pooled mean (Fisher's Z)","Fixed effect"
-0.159756,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0914311,"Pooled mean (Fisher's Z)","Fixed effect"
0.0815759,"Pooled mean (Fisher's Z)","Fixed effect"
-0.344686,"Pooled mean (Fisher's Z)","Fixed effect"
-0.105145,"Pooled mean (Fisher's Z)","Fixed effect"
-0.218064,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0815235,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0148766,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0592754,"Pooled mean (Fisher's Z)","Fixed effect"
0.0150209,"Pooled mean (Fisher's Z)","Fixed effect"
-0.137408,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148961,"Pooled mean (Fisher's Z)","Fixed effect"
-0.118288,"Pooled mean (Fisher's Z)","Fixed effect"
-0.217643,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0639927,"Pooled mean (Fisher's Z)","Fixed effect"
-0.101131,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0870763,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0859751,"Pooled mean (Fisher's Z)","Fixed effect"
-0.306845,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0391821,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148815,"Pooled mean (Fisher's Z)","Fixed effect"
-0.109171,"Pooled mean (Fisher's Z)","Fixed effect"
0.0557517,"Pooled mean (Fisher's Z)","Fixed effect"
0.0405946,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0817116,"Pooled mean (Fisher's Z)","Fixed effect"
-0.16077,"Pooled mean (Fisher's Z)","Fixed effect"
-0.395016,"Pooled mean (Fisher's Z)","Fixed effect"
-0.161352,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0835577,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0647363,"Pooled mean (Fisher's Z)","Fixed effect"
0.17922,"Pooled mean (Fisher's Z)","Fixed effect"
-0.336954,"Pooled mean (Fisher's Z)","Fixed effect"
-0.362423,"Pooled mean (Fisher's Z)","Fixed effect"
-0.256559,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0250368,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0448672,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0732435,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0472439,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0986776,"Pooled mean (Fisher's Z)","Fixed effect"
-0.239649,"Pooled mean (Fisher's Z)","Fixed effect"
-0.405825,"Pooled mean (Fisher's Z)","Fixed effect"
-0.327414,"Pooled mean (Fisher's Z)","Fixed effect"
0.0581226,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0636315,"Pooled mean (Fisher's Z)","Fixed effect"
-0.170273,"Pooled mean (Fisher's Z)","Fixed effect"
-0.129078,"Pooled mean (Fisher's Z)","Fixed effect"
-0.177923,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0958584,"Pooled mean (Fisher's Z)","Fixed effect"
-0.108391,"Pooled mean (Fisher's Z)","Fixed effect"
-0.141025,"Pooled mean (Fisher's Z)","Fixed effect"
-0.063555,"Pooled mean (Fisher's Z)","Fixed effect"
-0.173491,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119913,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0353159,"Pooled mean (Fisher's Z)","Fixed effect"
-0.158362,"Pooled mean (Fisher's Z)","Fixed effect"
-0.123917,"Pooled mean (Fisher's Z)","Fixed effect"
-0.132611,"Pooled mean (Fisher's Z)","Fixed effect"
-0.166654,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0434164,"Pooled mean (Fisher's Z)","Fixed effect"
-0.154738,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0978165,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0534412,"Pooled mean (Fisher's Z)","Fixed effect"
-0.184034,"Pooled mean (Fisher's Z)","Fixed effect"
0.117626,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0048837,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0922924,"Pooled mean (Fisher's Z)","Fixed effect"
0.0155909,"Pooled mean (Fisher's Z)","Fixed effect"
-0.167125,"Pooled mean (Fisher's Z)","Fixed effect"
-0.279536,"Pooled mean (Fisher's Z)","Fixed effect"
-0.273816,"Pooled mean (Fisher's Z)","Fixed effect"
-0.120508,"Pooled mean (Fisher's Z)","Fixed effect"
-0.208566,"Pooled mean (Fisher's Z)","Fixed effect"
0.0247194,"Pooled mean (Fisher's Z)","Fixed effect"
0.019601,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0232064,"Pooled mean (Fisher's Z)","Fixed effect"
0.0637616,"Pooled mean (Fisher's Z)","Fixed effect"
0.129839,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0990705,"Pooled mean (Fisher's Z)","Fixed effect"
-0.168105,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0854252,"Pooled mean (Fisher's Z)","Fixed effect"
-0.132289,"Pooled mean (Fisher's Z)","Fixed effect"
-0.183403,"Pooled mean (Fisher's Z)","Fixed effect"
-0.143401,"Pooled mean (Fisher's Z)","Fixed effect"
-0.175169,"Pooled mean (Fisher's Z)","Fixed effect"
-0.116489,"Pooled mean (Fisher's Z)","Fixed effect"
-0.257831,"Pooled mean (Fisher's Z)","Fixed effect"
-0.292936,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0594379,"Pooled mean (Fisher's Z)","Fixed effect"
-0.367989,"Pooled mean (Fisher's Z)","Fixed effect"
-0.22268,"Pooled mean (Fisher's Z)","Fixed effect"
0.0994808,"Pooled mean (Fisher's Z)","Fixed effect"
-0.294469,"Pooled mean (Fisher's Z)","Fixed effect"
-0.278971,"Pooled mean (Fisher's Z)","Fixed effect"
-0.287628,"Pooled mean (Fisher's Z)","Fixed effect"
-0.140473,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0575425,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0910194,"Pooled mean (Fisher's Z)","Fixed effect"
0.0186066,"Pooled mean (Fisher's Z)","Fixed effect"
0.0168231,"Pooled mean (Fisher's Z)","Fixed effect"
-0.199548,"Pooled mean (Fisher's Z)","Fixed effect"
-0.134517,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0773225,"Pooled mean (Fisher's Z)","Fixed effect"
0.0481519,"Pooled mean (Fisher's Z)","Fixed effect"
-0.176361,"Pooled mean (Fisher's Z)","Fixed effect"
-0.179906,"Pooled mean (Fisher's Z)","Fixed effect"
-0.160676,"Pooled mean (Fisher's Z)","Fixed effect"
0.127664,"Pooled mean (Fisher's Z)","Fixed effect"
0.028501,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0722437,"Pooled mean (Fisher's Z)","Fixed effect"
0.156664,"Pooled mean (Fisher's Z)","Fixed effect"
-0.124752,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0917157,"Pooled mean (Fisher's Z)","Fixed effect"
-0.112516,"Pooled mean (Fisher's Z)","Fixed effect"
-0.139191,"Pooled mean (Fisher's Z)","Fixed effect"
-0.196884,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0577702,"Pooled mean (Fisher's Z)","Fixed effect"
-0.199286,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0191849,"Pooled mean (Fisher's Z)","Fixed effect"
-0.170303,"Pooled mean (Fisher's Z)","Fixed effect"
-0.11601,"Pooled mean (Fisher's Z)","Fixed effect"
-0.16495,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148966,"Pooled mean (Fisher's Z)","Fixed effect"
-0.173678,"Pooled mean (Fisher's Z)","Fixed effect"
-0.254437,"Pooled mean (Fisher's Z)","Fixed effect"
-0.294619,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0361163,"Pooled mean (Fisher's Z)","Fixed effect"
-0.438064,"Pooled mean (Fisher's Z)","Fixed effect"
-0.237662,"Pooled mean (Fisher's Z)","Fixed effect"
-0.134049,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0325214,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0414685,"Pooled mean (Fisher's Z)","Fixed effect"
-0.122761,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0162759,"Pooled mean (Fisher's Z)","Fixed effect"
-0.17412,"Pooled mean (Fisher's Z)","Fixed effect"
-0.118063,"Pooled mean (Fisher's Z)","Fixed effect"
-0.250137,"Pooled mean (Fisher's Z)","Fixed effect"
-0.196599,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0299126,"Pooled mean (Fisher's Z)","Fixed effect"
-0.17985,"Pooled mean (Fisher's Z)","Fixed effect"
-0.142786,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0739367,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0766932,"Pooled mean (Fisher's Z)","Fixed effect"
0.0397957,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0422203,"Pooled mean (Fisher's Z)","Fixed effect"
-0.21947,"Pooled mean (Fisher's Z)","Fixed effect"
-0.19956,"Pooled mean (Fisher's Z)","Fixed effect"
-0.181056,"Pooled mean (Fisher's Z)","Fixed effect"
-0.183867,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0268741,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0763917,"Pooled mean (Fisher's Z)","Fixed effect"
-0.220777,"Pooled mean (Fisher's Z)","Fixed effect"
-0.171447,"Pooled mean (Fisher's Z)","Fixed effect"
-0.177855,"Pooled mean (Fisher's Z)","Fixed effect"
-0.156376,"Pooled mean (Fisher's Z)","Fixed effect"
-0.037195,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0995402,"Pooled mean (Fisher's Z)","Fixed effect"
-0.135687,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0392329,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0220125,"Pooled mean (Fisher's Z)","Fixed effect"
-0.138885,"Pooled mean (Fisher's Z)","Fixed effect"
0.0774566,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150741,"Pooled mean (Fisher's Z)","Fixed effect"
-0.199315,"Pooled mean (Fisher's Z)","Fixed effect"
-0.145672,"Pooled mean (Fisher's Z)","Fixed effect"
-0.042694,"Pooled mean (Fisher's Z)","Fixed effect"
-0.172047,"Pooled mean (Fisher's Z)","Fixed effect"
-0.15771,"Pooled mean (Fisher's Z)","Fixed effect"
-0.111077,"Pooled mean (Fisher's Z)","Fixed effect"
0.0147885,"Pooled mean (Fisher's Z)","Fixed effect"
-0.069717,"Pooled mean (Fisher's Z)","Fixed effect"
-0.135657,"Pooled mean (Fisher's Z)","Fixed effect"
-0.11061,"Pooled mean (Fisher's Z)","Fixed effect"
