"value","parameter","panel"
0.39508,"Pooled mean (Fisher's Z)","Fixed effect"
0.323095,"Pooled mean (Fisher's Z)","Fixed effect"
0.396416,"Pooled mean (Fisher's Z)","Fixed effect"
0.498472,"Pooled mean (Fisher's Z)","Fixed effect"
0.258572,"Pooled mean (Fisher's Z)","Fixed effect"
0.409691,"Pooled mean (Fisher's Z)","Fixed effect"
0.600994,"Pooled mean (Fisher's Z)","Fixed effect"
0.443225,"Pooled mean (Fisher's Z)","Fixed effect"
0.530037,"Pooled mean (Fisher's Z)","Fixed effect"
0.449407,"Pooled mean (Fisher's Z)","Fixed effect"
0.227673,"Pooled mean (Fisher's Z)","Fixed effect"
0.39435,"Pooled mean (Fisher's Z)","Fixed effect"
0.255077,"Pooled mean (Fisher's Z)","Fixed effect"
0.163069,"Pooled mean (Fisher's Z)","Fixed effect"
0.191736,"Pooled mean (Fisher's Z)","Fixed effect"
0.274135,"Pooled mean (Fisher's Z)","Fixed effect"
0.345605,"Pooled mean (Fisher's Z)","Fixed effect"
0.357814,"Pooled mean (Fisher's Z)","Fixed effect"
0.419755,"Pooled mean (Fisher's Z)","Fixed effect"
0.449128,"Pooled mean (Fisher's Z)","Fixed effect"
0.399285,"Pooled mean (Fisher's Z)","Fixed effect"
0.306792,"Pooled mean (Fisher's Z)","Fixed effect"
0.260165,"Pooled mean (Fisher's Z)","Fixed effect"
0.40493,"Pooled mean (Fisher's Z)","Fixed effect"
0.314857,"Pooled mean (Fisher's Z)","Fixed effect"
0.301418,"Pooled mean (Fisher's Z)","Fixed effect"
0.377182,"Pooled mean (Fisher's Z)","Fixed effect"
0.472051,"Pooled mean (Fisher's Z)","Fixed effect"
0.423439,"Pooled mean (Fisher's Z)","Fixed effect"
0.239103,"Pooled mean (Fisher's Z)","Fixed effect"
0.249563,"Pooled mean (Fisher's Z)","Fixed effect"
0.3599,"Pooled mean (Fisher's Z)","Fixed effect"
0.147046,"Pooled mean (Fisher's Z)","Fixed effect"
0.221897,"Pooled mean (Fisher's Z)","Fixed effect"
0.666095,"Pooled mean (Fisher's Z)","Fixed effect"
0.5792,"Pooled mean (Fisher's Z)","Fixed effect"
0.541673,"Pooled mean (Fisher's Z)","Fixed effect"
0.28461,"Pooled mean (Fisher's Z)","Fixed effect"
0.286948,"Pooled mean (Fisher's Z)","Fixed effect"
0.370472,"Pooled mean (Fisher's Z)","Fixed effect"
0.370078,"Pooled mean (Fisher's Z)","Fixed effect"
0.52378,"Pooled mean (Fisher's Z)","Fixed effect"
0.410573,"Pooled mean (Fisher's Z)","Fixed effect"
0.417559,"Pooled mean (Fisher's Z)","Fixed effect"
0.127725,"Pooled mean (Fisher's Z)","Fixed effect"
0.460498,"Pooled mean (Fisher's Z)","Fixed effect"
0.272706,"Pooled mean (Fisher's Z)","Fixed effect"
0.347643,"Pooled mean (Fisher's Z)","Fixed effect"
0.204579,"Pooled mean (Fisher's Z)","Fixed effect"
0.28046,"Pooled mean (Fisher's Z)","Fixed effect"
0.172001,"Pooled mean (Fisher's Z)","Fixed effect"
0.247918,"Pooled mean (Fisher's Z)","Fixed effect"
0.153067,"Pooled mean (Fisher's Z)","Fixed effect"
0.107931,"Pooled mean (Fisher's Z)","Fixed effect"
0.186769,"Pooled mean (Fisher's Z)","Fixed effect"
0.179232,"Pooled mean (Fisher's Z)","Fixed effect"
0.0865156,"Pooled mean (Fisher's Z)","Fixed effect"
0.249777,"Pooled mean (Fisher's Z)","Fixed effect"
0.305177,"Pooled mean (Fisher's Z)","Fixed effect"
0.382971,"Pooled mean (Fisher's Z)","Fixed effect"
0.564132,"Pooled mean (Fisher's Z)","Fixed effect"
0.469092,"Pooled mean (Fisher's Z)","Fixed effect"
0.445466,"Pooled mean (Fisher's Z)","Fixed effect"
0.0209618,"Pooled mean (Fisher's Z)","Fixed effect"
0.0735462,"Pooled mean (Fisher's Z)","Fixed effect"
0.255772,"Pooled mean (Fisher's Z)","Fixed effect"
0.255755,"Pooled mean (Fisher's Z)","Fixed effect"
0.402244,"Pooled mean (Fisher's Z)","Fixed effect"
0.334122,"Pooled mean (Fisher's Z)","Fixed effect"
0.370157,"Pooled mean (Fisher's Z)","Fixed effect"
0.363765,"Pooled mean (Fisher's Z)","Fixed effect"
0.410086,"Pooled mean (Fisher's Z)","Fixed effect"
0.381539,"Pooled mean (Fisher's Z)","Fixed effect"
0.399212,"Pooled mean (Fisher's Z)","Fixed effect"
0.169837,"Pooled mean (Fisher's Z)","Fixed effect"
0.345306,"Pooled mean (Fisher's Z)","Fixed effect"
0.21507,"Pooled mean (Fisher's Z)","Fixed effect"
0.176043,"Pooled mean (Fisher's Z)","Fixed effect"
0.469283,"Pooled mean (Fisher's Z)","Fixed effect"
0.632193,"Pooled mean (Fisher's Z)","Fixed effect"
0.537299,"Pooled mean (Fisher's Z)","Fixed effect"
0.413203,"Pooled mean (Fisher's Z)","Fixed effect"
0.557809,"Pooled mean (Fisher's Z)","Fixed effect"
0.491156,"Pooled mean (Fisher's Z)","Fixed effect"
0.344873,"Pooled mean (Fisher's Z)","Fixed effect"
0.240165,"Pooled mean (Fisher's Z)","Fixed effect"
0.316798,"Pooled mean (Fisher's Z)","Fixed effect"
0.322881,"Pooled mean (Fisher's Z)","Fixed effect"
0.571801,"Pooled mean (Fisher's Z)","Fixed effect"
0.413325,"Pooled mean (Fisher's Z)","Fixed effect"
0.377399,"Pooled mean (Fisher's Z)","Fixed effect"
0.256623,"Pooled mean (Fisher's Z)","Fixed effect"
0.324701,"Pooled mean (Fisher's Z)","Fixed effect"
0.40749,"Pooled mean (Fisher's Z)","Fixed effect"
0.32514,"Pooled mean (Fisher's Z)","Fixed effect"
0.388658,"Pooled mean (Fisher's Z)","Fixed effect"
0.244296,"Pooled mean (Fisher's Z)","Fixed effect"
0.29027,"Pooled mean (Fisher's Z)","Fixed effect"
0.430758,"Pooled mean (Fisher's Z)","Fixed effect"
0.425335,"Pooled mean (Fisher's Z)","Fixed effect"
0.36583,"Pooled mean (Fisher's Z)","Fixed effect"
0.383838,"Pooled mean (Fisher's Z)","Fixed effect"
0.324489,"Pooled mean (Fisher's Z)","Fixed effect"
0.233384,"Pooled mean (Fisher's Z)","Fixed effect"
0.185321,"Pooled mean (Fisher's Z)","Fixed effect"
0.14718,"Pooled mean (Fisher's Z)","Fixed effect"
0.462946,"Pooled mean (Fisher's Z)","Fixed effect"
0.344064,"Pooled mean (Fisher's Z)","Fixed effect"
0.00301052,"Pooled mean (Fisher's Z)","Fixed effect"
0.168587,"Pooled mean (Fisher's Z)","Fixed effect"
0.19491,"Pooled mean (Fisher's Z)","Fixed effect"
0.33852,"Pooled mean (Fisher's Z)","Fixed effect"
0.270427,"Pooled mean (Fisher's Z)","Fixed effect"
0.271668,"Pooled mean (Fisher's Z)","Fixed effect"
0.344146,"Pooled mean (Fisher's Z)","Fixed effect"
0.323069,"Pooled mean (Fisher's Z)","Fixed effect"
0.342328,"Pooled mean (Fisher's Z)","Fixed effect"
0.195795,"Pooled mean (Fisher's Z)","Fixed effect"
0.186074,"Pooled mean (Fisher's Z)","Fixed effect"
0.209586,"Pooled mean (Fisher's Z)","Fixed effect"
0.275727,"Pooled mean (Fisher's Z)","Fixed effect"
0.287756,"Pooled mean (Fisher's Z)","Fixed effect"
0.412851,"Pooled mean (Fisher's Z)","Fixed effect"
0.373983,"Pooled mean (Fisher's Z)","Fixed effect"
0.472148,"Pooled mean (Fisher's Z)","Fixed effect"
0.288191,"Pooled mean (Fisher's Z)","Fixed effect"
0.45938,"Pooled mean (Fisher's Z)","Fixed effect"
0.491794,"Pooled mean (Fisher's Z)","Fixed effect"
0.544621,"Pooled mean (Fisher's Z)","Fixed effect"
0.52513,"Pooled mean (Fisher's Z)","Fixed effect"
0.454176,"Pooled mean (Fisher's Z)","Fixed effect"
0.555402,"Pooled mean (Fisher's Z)","Fixed effect"
0.361814,"Pooled mean (Fisher's Z)","Fixed effect"
0.412003,"Pooled mean (Fisher's Z)","Fixed effect"
0.517221,"Pooled mean (Fisher's Z)","Fixed effect"
0.517803,"Pooled mean (Fisher's Z)","Fixed effect"
0.426323,"Pooled mean (Fisher's Z)","Fixed effect"
0.167677,"Pooled mean (Fisher's Z)","Fixed effect"
0.190291,"Pooled mean (Fisher's Z)","Fixed effect"
0.425818,"Pooled mean (Fisher's Z)","Fixed effect"
0.412153,"Pooled mean (Fisher's Z)","Fixed effect"
0.420642,"Pooled mean (Fisher's Z)","Fixed effect"
0.477504,"Pooled mean (Fisher's Z)","Fixed effect"
0.53457,"Pooled mean (Fisher's Z)","Fixed effect"
0.578517,"Pooled mean (Fisher's Z)","Fixed effect"
0.271494,"Pooled mean (Fisher's Z)","Fixed effect"
0.393349,"Pooled mean (Fisher's Z)","Fixed effect"
0.532736,"Pooled mean (Fisher's Z)","Fixed effect"
0.38688,"Pooled mean (Fisher's Z)","Fixed effect"
0.275625,"Pooled mean (Fisher's Z)","Fixed effect"
0.254299,"Pooled mean (Fisher's Z)","Fixed effect"
0.175073,"Pooled mean (Fisher's Z)","Fixed effect"
0.209904,"Pooled mean (Fisher's Z)","Fixed effect"
0.121795,"Pooled mean (Fisher's Z)","Fixed effect"
0.306754,"Pooled mean (Fisher's Z)","Fixed effect"
0.342389,"Pooled mean (Fisher's Z)","Fixed effect"
0.426297,"Pooled mean (Fisher's Z)","Fixed effect"
0.227622,"Pooled mean (Fisher's Z)","Fixed effect"
0.330005,"Pooled mean (Fisher's Z)","Fixed effect"
0.399306,"Pooled mean (Fisher's Z)","Fixed effect"
0.314869,"Pooled mean (Fisher's Z)","Fixed effect"
0.499265,"Pooled mean (Fisher's Z)","Fixed effect"
0.311876,"Pooled mean (Fisher's Z)","Fixed effect"
0.405108,"Pooled mean (Fisher's Z)","Fixed effect"
0.685074,"Pooled mean (Fisher's Z)","Fixed effect"
0.626993,"Pooled mean (Fisher's Z)","Fixed effect"
0.562378,"Pooled mean (Fisher's Z)","Fixed effect"
0.404264,"Pooled mean (Fisher's Z)","Fixed effect"
0.426126,"Pooled mean (Fisher's Z)","Fixed effect"
0.383445,"Pooled mean (Fisher's Z)","Fixed effect"
0.322499,"Pooled mean (Fisher's Z)","Fixed effect"
0.575235,"Pooled mean (Fisher's Z)","Fixed effect"
0.321648,"Pooled mean (Fisher's Z)","Fixed effect"
0.28823,"Pooled mean (Fisher's Z)","Fixed effect"
0.293243,"Pooled mean (Fisher's Z)","Fixed effect"
0.327567,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00271409,"Pooled mean (Fisher's Z)","Fixed effect"
0.184218,"Pooled mean (Fisher's Z)","Fixed effect"
0.218772,"Pooled mean (Fisher's Z)","Fixed effect"
0.426458,"Pooled mean (Fisher's Z)","Fixed effect"
0.372202,"Pooled mean (Fisher's Z)","Fixed effect"
0.460101,"Pooled mean (Fisher's Z)","Fixed effect"
0.271029,"Pooled mean (Fisher's Z)","Fixed effect"
0.417543,"Pooled mean (Fisher's Z)","Fixed effect"
0.511578,"Pooled mean (Fisher's Z)","Fixed effect"
0.579305,"Pooled mean (Fisher's Z)","Fixed effect"
0.423348,"Pooled mean (Fisher's Z)","Fixed effect"
0.429101,"Pooled mean (Fisher's Z)","Fixed effect"
0.520811,"Pooled mean (Fisher's Z)","Fixed effect"
0.498662,"Pooled mean (Fisher's Z)","Fixed effect"
0.421925,"Pooled mean (Fisher's Z)","Fixed effect"
0.57342,"Pooled mean (Fisher's Z)","Fixed effect"
0.604143,"Pooled mean (Fisher's Z)","Fixed effect"
0.615835,"Pooled mean (Fisher's Z)","Fixed effect"
0.645309,"Pooled mean (Fisher's Z)","Fixed effect"
0.573373,"Pooled mean (Fisher's Z)","Fixed effect"
0.522916,"Pooled mean (Fisher's Z)","Fixed effect"
0.338859,"Pooled mean (Fisher's Z)","Fixed effect"
0.0626623,"Pooled mean (Fisher's Z)","Fixed effect"
0.157754,"Pooled mean (Fisher's Z)","Fixed effect"
0.124267,"Pooled mean (Fisher's Z)","Fixed effect"
0.141158,"Pooled mean (Fisher's Z)","Fixed effect"
0.342422,"Pooled mean (Fisher's Z)","Fixed effect"
0.507976,"Pooled mean (Fisher's Z)","Fixed effect"
0.390902,"Pooled mean (Fisher's Z)","Fixed effect"
0.262011,"Pooled mean (Fisher's Z)","Fixed effect"
0.212925,"Pooled mean (Fisher's Z)","Fixed effect"
0.468905,"Pooled mean (Fisher's Z)","Fixed effect"
0.43287,"Pooled mean (Fisher's Z)","Fixed effect"
0.504236,"Pooled mean (Fisher's Z)","Fixed effect"
0.656494,"Pooled mean (Fisher's Z)","Fixed effect"
0.535539,"Pooled mean (Fisher's Z)","Fixed effect"
0.602173,"Pooled mean (Fisher's Z)","Fixed effect"
0.457525,"Pooled mean (Fisher's Z)","Fixed effect"
0.499527,"Pooled mean (Fisher's Z)","Fixed effect"
0.342707,"Pooled mean (Fisher's Z)","Fixed effect"
0.532185,"Pooled mean (Fisher's Z)","Fixed effect"
0.481126,"Pooled mean (Fisher's Z)","Fixed effect"
0.3155,"Pooled mean (Fisher's Z)","Fixed effect"
0.335196,"Pooled mean (Fisher's Z)","Fixed effect"
0.303557,"Pooled mean (Fisher's Z)","Fixed effect"
0.292382,"Pooled mean (Fisher's Z)","Fixed effect"
0.369835,"Pooled mean (Fisher's Z)","Fixed effect"
0.37501,"Pooled mean (Fisher's Z)","Fixed effect"
0.465693,"Pooled mean (Fisher's Z)","Fixed effect"
0.267255,"Pooled mean (Fisher's Z)","Fixed effect"
0.386473,"Pooled mean (Fisher's Z)","Fixed effect"
0.394862,"Pooled mean (Fisher's Z)","Fixed effect"
0.318368,"Pooled mean (Fisher's Z)","Fixed effect"
0.248514,"Pooled mean (Fisher's Z)","Fixed effect"
0.182851,"Pooled mean (Fisher's Z)","Fixed effect"
0.280105,"Pooled mean (Fisher's Z)","Fixed effect"
0.352609,"Pooled mean (Fisher's Z)","Fixed effect"
0.297752,"Pooled mean (Fisher's Z)","Fixed effect"
0.383151,"Pooled mean (Fisher's Z)","Fixed effect"
0.128092,"Pooled mean (Fisher's Z)","Fixed effect"
0.306193,"Pooled mean (Fisher's Z)","Fixed effect"
0.303182,"Pooled mean (Fisher's Z)","Fixed effect"
0.163982,"Pooled mean (Fisher's Z)","Fixed effect"
0.498349,"Pooled mean (Fisher's Z)","Fixed effect"
0.303018,"Pooled mean (Fisher's Z)","Fixed effect"
0.000422608,"Pooled mean (Fisher's Z)","Fixed effect"
0.179996,"Pooled mean (Fisher's Z)","Fixed effect"
0.147904,"Pooled mean (Fisher's Z)","Fixed effect"
0.184501,"Pooled mean (Fisher's Z)","Fixed effect"
0.302028,"Pooled mean (Fisher's Z)","Fixed effect"
0.39751,"Pooled mean (Fisher's Z)","Fixed effect"
0.408983,"Pooled mean (Fisher's Z)","Fixed effect"
0.433241,"Pooled mean (Fisher's Z)","Fixed effect"
0.653744,"Pooled mean (Fisher's Z)","Fixed effect"
0.418014,"Pooled mean (Fisher's Z)","Fixed effect"
0.366189,"Pooled mean (Fisher's Z)","Fixed effect"
0.396898,"Pooled mean (Fisher's Z)","Fixed effect"
0.306177,"Pooled mean (Fisher's Z)","Fixed effect"
0.334741,"Pooled mean (Fisher's Z)","Fixed effect"
0.329066,"Pooled mean (Fisher's Z)","Fixed effect"
0.370348,"Pooled mean (Fisher's Z)","Fixed effect"
0.413908,"Pooled mean (Fisher's Z)","Fixed effect"
0.415462,"Pooled mean (Fisher's Z)","Fixed effect"
0.517964,"Pooled mean (Fisher's Z)","Fixed effect"
0.352887,"Pooled mean (Fisher's Z)","Fixed effect"
0.431323,"Pooled mean (Fisher's Z)","Fixed effect"
0.316875,"Pooled mean (Fisher's Z)","Fixed effect"
0.0858421,"Pooled mean (Fisher's Z)","Fixed effect"
0.107188,"Pooled mean (Fisher's Z)","Fixed effect"
0.323126,"Pooled mean (Fisher's Z)","Fixed effect"
0.302821,"Pooled mean (Fisher's Z)","Fixed effect"
