"parameter","rhat","ess_bulk","ess_tail"
"r_species.id[Chauliognathus_scutellaris_ott3413954,Intercept]",1.00106071385244,11845.5140597737,11487.3650299576
"r_species.id[Chauliognathus_werneri_ott3413957,Intercept]",1.00027099780833,23455.5474323299,11999.6316319019
"r_species.id[Chionoecetes_opilio_ott604254,Intercept]",1.00061255672098,6728.25173923823,7815.92188211867
"r_species.id[Chlidonias_hybridus_ott915886,Intercept]",1.0001244488609,11600.209972047,12035.1292970491
"r_species.id[Chlidonias_niger_ott234666,Intercept]",0.999995793485955,14459.3574058796,12992.8642912939
"r_species.id[Chroicocephalus_ridibundus_ridibundus_ott4947414,Intercept]",1.00009757844989,11310.2509792986,11662.2202605017
"r_species.id[Chrysolina_aurichalcea_ott368836,Intercept]",1.00043911049928,8711.81561376275,11134.0614941699
"r_species.id[Cicindela_marutha_ott766400,Intercept]",1.00062930343493,12862.3492166273,12226.6614633418
"r_species.id[Colias_eurytheme_ott940001,Intercept]",0.999990172277107,14854.9405896771,13023.5142827112
"r_species.id[Columba_livia_ott938416,Intercept]",1.00031345311738,12319.5926702049,11969.7615686358
"r_species.id[Copidosoma_bakeri_ott3314851,Intercept]",1.00015799461225,22463.3338619193,13068.8296795785
"r_species.id[Coracias_garrulus_ott372551,Intercept]",1.00005540990839,14462.5864859067,11575.938145797
"r_species.id[Cyanistes_caeruleus_caeruleus_ott744585,Intercept]",1.00037805616313,9536.36367875904,12042.3957373154
"r_species.id[Cyclargus_thomasi_bethunebakeri_ott349949,Intercept]",1.00047499780252,17606.7519971697,13085.466425987
"r_species.id[Cygnus_olor_ott140314,Intercept]",1.00020175134749,8973.90465055092,10972.6124155813
"r_species.id[Danaus_plexippus_plexippus_ott532411,Intercept]",1.0002690496938,13772.345807464,11184.7106939545
"r_species.id[Deinacrida_rugosa_ott3493058,Intercept]",1.0000391668528,10858.3086917811,12650.6103066348
"r_species.id[Dendroctonus_ponderosae_ott1017374,Intercept]",1.00054447112951,12647.3239794412,11877.8768820422
"r_species.id[Dendropsophus_elegans_ott108403,Intercept]",1.0002008179054,15143.05120869,12582.411124334
"r_species.id[Dendropsophus_marmoratus_ott108390,Intercept]",1.00009083043821,22247.6047416309,12344.5099535242
"r_species.id[Diabrotica_virgifera_virgifera_ott670133,Intercept]",1.00011283262348,15453.0586250755,12510.5673356038
"r_species.id[Diaprepes_abbreviatus_ott713695,Intercept]",1.00007431452126,6998.58813189898,10287.0572200866
"r_species.id[Dikerogammarus_villosus_ott735765,Intercept]",1.00001236982873,13269.0280477705,12748.3958450515
"r_species.id[Diogenes_nitidimanus_ott5089777,Intercept]",1.00001965580664,21529.2396190093,12739.726479973
"r_species.id[Drosophila_buzzatii_ott607957,Intercept]",1.00034450437305,7828.58576728687,10903.7082219435
"r_species.id[Drosophila_malerkotliana_malerkotliana_ott848708,Intercept]",1.00055548090525,8325.84927917687,10981.3548596267
"r_species.id[Drosophila_melanogaster_ott505714,Intercept]",1.00030026074312,9127.6785681961,11918.7247698479
"r_species.id[Drosophila_pseudoobscura_pseudoobscura_ott820906,Intercept]",1.00026233880981,8889.75695757302,11443.5670186441
"r_species.id[Dryomyza_anilis_ott130145,Intercept]",1.00006577203651,16171.8078633511,13192.5275773553
"r_species.id[Dugesia_gonocephala_ott807701,Intercept]",1.00034453520008,11773.6217064779,12319.4931061318
"r_species.id[Dugesia_sp_06_MR-2009_ott859610,Intercept]",1.00023190892244,16326.1680515397,12123.1439297531
"r_species.id[Duttaphrynus_melanostictus_ott962265,Intercept]",1.00017355243906,9976.55604121713,11910.6032908448
"r_species.id[Echinogammarus_margalefi_ott2982674,Intercept]",1.00029377594549,10809.2008196983,11485.1190060323
"r_species.id[Echinolittorina_radiata_ott480056,Intercept]",0.99994897158103,12822.5811293471,12879.19544724
"r_species.id[Eisenia_fetida_ott316451,Intercept]",1.00034550844744,12841.6933069667,12332.1790589779
"r_species.id[Elaphrothrips_tuberculatus_ott788825,Intercept]",1.0002218146631,11023.8629383261,12038.4203058151
"r_species.id[Engystomops_pustulatus_ott262685,Intercept]",0.999963665914055,13140.6868087804,11991.7187020193
"r_species.id[Eogammarus_oclairi_ott38845,Intercept]",0.999870081363723,13086.0564466092,11256.3902680082
"r_species.id[Epicauta_ochrea_ott3356895,Intercept]",1.00015540979994,18918.8010865303,12316.6579483774
"r_species.id[Epicauta_pensylvanica_ott926635,Intercept]",1.00021094832437,13042.6302264452,11617.6146840691
"r_species.id[Epidalea_calamita_ott436364,Intercept]",1.00077633021572,20463.708505308,12639.1379426441
"r_species.id[Eretmodus_cyanostictus_ott102583,Intercept]",0.999865853000885,12648.1432824735,11370.3393385515
"r_species.id[Espadarana_prosoblepon_ott226407,Intercept]",0.999951649827285,21924.9503494312,11054.5533511318
"r_species.id[Eumomota_superciliosa_ott1079770,Intercept]",0.999971457392494,14794.5455332925,12432.3610055575
"r_species.id[Eurema_hecabe_hecabe_ott5266867,Intercept]",1.00002901506362,13873.1396868181,12531.4767814795
"r_species.id[Falco_berigora_ott877343,Intercept]",1.0001102286194,16747.9556641835,12305.3885435696
"r_species.id[Falco_cenchroides_cenchroides_ott432111,Intercept]",1.00001295446417,16959.7526798259,12543.008198864
"r_species.id[Falco_columbarius_columbarius_ott928167,Intercept]",1.00025639758761,12089.5715735896,11640.2110571795
"r_species.id[Falco_peregrinus_japonensis_ott773044,Intercept]",1.00014311575843,20683.9219397653,11305.2737062934
"r_species.id[Falco_sparverius_sparverius_ott775460,Intercept]",1.00031452375247,11107.1337985577,11965.4964263893
"r_species.id[Felimare_zebra_ott2875381,Intercept]",1.00025685457321,11727.6035471465,12059.1858542863
"r_species.id[Ficedula_albicollis_ott107840,Intercept]",1.0005628278919,8007.12389148252,10610.156180547
"r_species.id[Ficedula_hypoleuca_ott22300,Intercept]",1.00008741029686,11355.7149344525,11433.9198657419
"r_species.id[Fratercula_arctica_grabae_ott5560393,Intercept]",1.00012734564233,15137.1385403164,12925.0715492773
"r_species.id[Furnarius_rufus_ott799151,Intercept]",1.00063611435654,12854.4510308449,12038.4277257423
"r_species.id[Gammarus_aequicauda_ott604840,Intercept]",1.00013729854061,16429.2167751662,12930.9322300167
"r_species.id[Gammarus_duebeni_duebeni_ott184777,Intercept]",0.999909958254271,14224.1641818783,12934.269764583
"r_species.id[Gammarus_fasciatus_ott585520,Intercept]",1.00037590394417,9845.3004786931,10968.4191390553
"r_species.id[Gammarus_fossarum_ott596815,Intercept]",1.00012452565128,10553.900474167,10992.6407042982
"r_species.id[Gammarus_insensibilis_ott2982554,Intercept]",1.00014221030614,8399.5382459567,10454.5587326472
"r_species.id[Gammarus_lacustris_ott596813,Intercept]",1.00011483620665,11744.910326596,11563.2987923541
"r_species.id[Gammarus_leopoliensis_ott944476,Intercept]",1.00038401173265,6544.68614269425,11339.2058852919
"r_species.id[Gammarus_locusta_ott846200,Intercept]",1.00045877545761,4228.42258909313,6898.79327113926
"r_species.id[Gammarus_pulex_gallicus_ott1024016,Intercept]",0.99994938498442,7619.3703682444,9203.9775717965
"r_species.id[Gammarus_zaddachi_ott232763,Intercept]",1.0002050903595,11588.173921245,12248.7651118153
"r_species.id[Garrulax_davidi_davidi_ott632992,Intercept]",1.00007364752634,12740.6182362039,13030.5719358386
"r_species.id[Garrulax_elliotii_elliotii_ott632991,Intercept]",1.00005723977903,12154.5537884188,13232.2666732832
"r_species.id[Gasterosteus_aculeatus_aculeatus_ott111122,Intercept]",1.00012397958556,14822.7076648645,12252.4501392449
"r_species.id[Geospiza_fortis_ott589951,Intercept]",1.00026495403011,7669.47996582441,10430.6155693186
"r_species.id[Geospiza_fuliginosa_ott589956,Intercept]",1.00013550067465,16883.4999080937,11839.2494657382
"r_species.id[Geospiza_scandens_ott589959,Intercept]",1.00055905666065,8697.84622717947,11654.5139856489
"r_species.id[Gerris_buenoi_ott706417,Intercept]",1.00015305537473,8759.24397720231,11865.5721358788
"r_species.id[Gerris_comatus_ott859177,Intercept]",0.99992601668025,13567.6194850919,11766.7264940218
"r_species.id[Gerris_gracilicornis_ott890302,Intercept]",1.00015892472885,11868.7753047121,13026.8018553427
"r_species.id[Gerris_lacustris_ott543700,Intercept]",1.00023271574821,15377.7413246259,12357.2096082563
"r_species.id[Gerris_lateralis_ott782398,Intercept]",1.00052241762585,12093.9329835211,11868.9292092551
"r_species.id[Gerris_odontogaster_ott494591,Intercept]",1.00022530247902,7931.79392302035,10971.8699990941
"r_species.id[Gymnorhinus_cyanocephalus_ott979211,Intercept]",1.00003388790031,11703.6513927483,11750.3547577595
"r_species.id[Halobates_robustus_ott219408,Intercept]",1.00020272755827,20692.3095623954,11295.7383521978
"r_species.id[Heliconius_charithonia_ott259142,Intercept]",1.0001024231883,20191.2676563799,12110.7258028502
"r_species.id[Heliconius_melpomene_melpomene_ott372028,Intercept]",1.00034579508154,18528.0290125526,12167.3885167098
"r_species.id[Helix_pomatia_ott349693,Intercept]",1.0004498512742,13783.0281561921,11420.9402667338
"r_species.id[Hippocampus_subelongatus_ott57117,Intercept]",0.999940244092056,17864.3380427675,12506.4447852157
"r_species.id[Hippocampus_whitei_ott57111,Intercept]",1.00011039194631,21148.8107013537,11640.2057489605
"r_species.id[Hirundo_rustica_rustica_ott628817,Intercept]",1.00013551939021,15854.4973864198,13170.5224637668
"r_species.id[Homarus_gammarus_ott28244,Intercept]",1.00020580417757,18260.0419652979,12785.106981273
"r_species.id[Homo_sapiens_ott770315,Intercept]",1.00032370572528,8386.12113266129,10270.5698695511
"r_species.id[Hyalella_azteca_ott648347,Intercept]",1.0004671167427,5690.44333787516,9328.77895002181
"r_species.id[Hyalella_castroi_ott2983743,Intercept]",1.00005772829836,15553.6029431549,12190.9687858454
"r_species.id[Hyalella_longistilus_ott2983719,Intercept]",1.00123259944972,2114.10065514672,2809.43758582604
"r_species.id[Hyalella_pleoacuta_ott2983724,Intercept]",1.00078743677776,14373.3549539294,12744.0526567286
"r_species.id[Hydrobates_melitensis_ott3595637,Intercept]",0.999948714635326,12361.34879504,12712.0322236854
"r_species.id[Hyla_arborea_ott677266,Intercept]",1.00013544921131,7586.35320367912,11865.7095396543
"r_species.id[Hyla_chrysoscelis_ott1050749,Intercept]",1.00031173879809,13834.7345382903,11749.9707722901
"r_species.id[Hyla_cinerea_ott1062211,Intercept]",1.00023703366042,11324.2342921078,12205.3839692071
"r_species.id[Hyla_versicolor_ott386095,Intercept]",1.00027300575223,24094.4465332714,12854.3863826051
"r_species.id[Hyperolius_marmoratus_ott441372,Intercept]",1.0004409853054,11598.9691482317,12084.9982920232
"r_species.id[Hypsophrys_nematopus_ott416862,Intercept]",1.00040343081674,6976.52328948138,11028.9328852239
"r_species.id[Hypsophrys_nicaraguensis_ott221911,Intercept]",1.00004692355905,13104.1415384513,11508.4141723554
"r_species.id[Idotea_baltica_ott788883,Intercept]",1.00044349879708,11564.2720170341,12350.5514076581
"r_species.id[Ilyograpsus_nodulosus_ott4666517,Intercept]",1.00057938815802,8763.14300117092,11386.8009094024
"r_species.id[Inachus_phalangium_ott2979756,Intercept]",1.00028010379909,11872.594491095,12712.1543514435
"r_species.id[Incilius_periglenes_ott4133413,Intercept]",1.00054919178497,16050.6181053059,13108.6225654307
"r_species.id[Incilius_valliceps_ott937819,Intercept]",1.00018055766714,10787.4143291153,12063.9421612991
"r_species.id[Ips_pini_ott1084161,Intercept]",1.00032590685047,13752.1101522697,12979.7880221234
"r_species.id[Jaera_albifrons_ott907479,Intercept]",1.00007655648057,13986.5661730464,11824.8108730323
"r_species.id[Jaera_ischiosetosa_ott2999326,Intercept]",1.00029928547058,11899.3816996003,11778.0907322169
"r_species.id[Jaera_istri_ott2999332,Intercept]",1.00008188734069,11177.592759792,11085.2352048863
"r_species.id[Jaera_italica_ott2999323,Intercept]",1.00023438998114,9495.81104464578,12319.5750319803
"r_species.id[Jaera_nordmanni_ott619333,Intercept]",1.00034236255275,18079.436669278,11894.4434288393
"r_species.id[Jesogammarus_suwaensis_ott716982,Intercept]",0.999965338591207,12828.233774687,12182.5817029393
"r_species.id[Julidochromis_ornatus_ott97293,Intercept]",1.00060514856155,14482.4948574001,12444.5754419992
"r_species.id[Krobia_sp_Smith2008_ott684090,Intercept]",1.00053702232452,11266.526868251,11055.1064857594
"r_species.id[Krobia_sp_Xingu_ott687201,Intercept]",1.00030615799551,8592.97748183123,11445.4453067165
"r_species.id[Lacerta_agilis_agilis_ott188787,Intercept]",1.00009559895566,14305.999919614,12519.01888295
"r_species.id[Lanius_collurio_collurio_ott11462,Intercept]",1.00002468743953,13950.4496412644,13563.3204652112
"r_species.id[Lanius_collurioides_ott105682,Intercept]",1.00028843044898,16325.6659130372,12410.0832921323
"r_species.id[Larus_michahellis_michahellis_ott425206,Intercept]",1.00015162915936,13855.7279964731,13146.1452644792
"r_species.id[Limnadia_badia_ott746551,Intercept]",1.00025115302852,20924.8500077078,12480.0744568962
"r_species.id[Limosa_limosa_islandica_ott279299,Intercept]",1.00020871839452,9906.76640307801,11917.3225261287
"r_species.id[Limulus_polyphemus_ott511973,Intercept]",1.00117187917811,7497.63749410686,10906.7074286618
"r_species.id[Littoraria_ardouiniana_ott343155,Intercept]",1.0001378201835,11863.8999979295,12281.7683205397
"r_species.id[Littoraria_flava_ott343147,Intercept]",1.00037606863723,15208.6954221963,12969.6245128806
"r_species.id[Littoraria_melanostoma_ott867812,Intercept]",1.00019498202296,14835.7242029952,12576.3038483608
"r_species.id[Littorina_littorea_ott622242,Intercept]",1.000096783404,13515.1707281624,12253.5402837949
"r_species.id[Littorina_saxatilis_ott182096,Intercept]",1.0003536614041,10353.6606721975,11448.9956706626
"r_species.id[Locustella_ochotensis_ott326781,Intercept]",0.999973196776691,17534.6616574308,12946.4780465703
"r_species.id[Loxia_curvirostra_curvirostra_ott438240,Intercept]",1.00040843989221,3952.2862170983,6004.71424931839
"r_species.id[Lumbricus_terrestris_ott316441,Intercept]",1.00078005148299,7417.85595678696,10746.0965074523
"r_species.id[Lymnaea_stagnalis_ott844828,Intercept]",1.00016691590578,9558.68475351139,12212.6965195176
"r_species.id[Lytta_magister_ott3356974,Intercept]",1.00061561101471,10215.7761964313,11377.4929152819
"r_species.id[Lytta_vulnerata_ott3356957,Intercept]",1.00010231810992,13722.240532155,12233.5386983082
"r_species.id[Macrotis_lagotis_ott940704,Intercept]",1.00099451696639,20893.9920743271,12697.9987083578
"r_species.id[Magicicada_cassini_ott435888,Intercept]",1.00018724117736,11918.8788043513,12856.0092673902
"r_species.id[Magicicada_septendecim_ott427477,Intercept]",1.00004114340793,11798.6056009415,12219.9646541473
"r_species.id[Manogea_porracea_ott3571931,Intercept]",1.00010308711056,17923.2666617129,13792.2440213211
"r_species.id[Megaptera_novaeangliae_ott226198,Intercept]",1.00059123132241,13408.4537597027,12869.8209403575
"r_species.id[Merops_apiaster_ott755107,Intercept]",0.999886511150672,12148.2795621815,12846.4607670709
"r_species.id[Metellina_segmentata_ott1043563,Intercept]",1.00031224875366,16034.7095451681,12151.9205137871
"r_species.id[Micrarchus_hystriculeus_ott649254,Intercept]",1.00026707640665,16595.5637950552,12772.9911402218
"r_species.id[Microvelia_longipes_ott5225100,Intercept]",1.00040073905492,2898.74965632393,4141.41705084869
"r_species.id[Montifringilla_taczanowskii_ott96150,Intercept]",0.999837624340538,13385.9782759264,13025.5607032555
"r_species.id[Mycteria_leucocephala_ott848605,Intercept]",1.00049170083076,6493.45742212398,10789.0082198312
"r_species.id[Mystacides_azureus_ott816747,Intercept]",1.00016659360894,12343.2661746204,12940.3655940171
"r_species.id[Nanorana_parkeri_ott899043,Intercept]",1.00019007557152,12641.961941634,12350.9141472094
"r_species.id[Neacoryphus_bicrucis_ott3470406,Intercept]",1.0001862622494,10606.1251202414,10881.7706178472
"r_species.id[Necrophila_americana_ott422617,Intercept]",1.00174770039047,1857.16875219342,2804.21182933456
"r_species.id[Neolamprologus_pulcher_--Daffodil--_ott311695,Intercept]",1.00022919294222,11462.2987059127,12078.1589942281
"r_species.id[Nephila_clavata_ott997305,Intercept]",1.00063052850234,11036.6334371125,12062.3117183249
"r_species.id[Onymacris_bicolor_ott4618928,Intercept]",1.0000331001973,13861.1149989127,13024.065051459
"r_species.id[Ophioblennius_atlanticus_ott282319,Intercept]",1.00009270239067,12541.9323767497,12269.7474996311
"r_species.id[Ovis_aries_musimon_ott540228,Intercept]",1.00054779071481,15592.7209799164,12932.3693782931
"r_species.id[Oxymonacanthus_longirostris_ott333706,Intercept]",1.00035400834252,17996.7663030359,13358.3024753097
"r_species.id[Pachycheles_rudis_ott1027301,Intercept]",1.00110142883578,2331.81970883307,3202.34221017168
"r_species.id[Paguritta_harmsi_ott2975403,Intercept]",1.00012911292842,18748.6751953987,12676.831918532
"r_species.id[Paracalliope_fluviatilis_ott17810,Intercept]",1.00035111693714,13296.9486100276,12884.1841233744
"r_species.id[Paranchistus_pycnodontae_ott5090016,Intercept]",1.0001890346657,15488.5260557452,12612.0768468393
"r_species.id[Parus_major_kapustini_ott84656,Intercept]",1.00040817048272,16272.7051434724,11735.315801087
"r_species.id[Passer_domesticus_bactrianus_ott320920,Intercept]",0.999910334639049,15849.5031617641,11838.7880991642
"r_species.id[Pelobates_cultripes_ott703772,Intercept]",1.00046074206279,23111.9176755273,11236.2443069573
"r_species.id[Pelobates_syriacus_balcanicus_ott47787,Intercept]",1.00024648708178,12428.7825866814,13486.8377917896
"r_species.id[Phaethon_rubricauda_ott509057,Intercept]",1.00036169150679,13793.7302982801,12864.5590126425
"r_species.id[Phanaeus_difformis_ott3332070,Intercept]",1.0004899962625,13376.5548939792,12359.5409920436
"r_species.id[Phascolarctos_cinereus_victor_ott985451,Intercept]",1.00045070054997,14671.7251763728,11919.0899966882
"r_species.id[Phidippus_clarus_ott670208,Intercept]",1.00011223892993,15982.5755620603,13272.5978400834
"r_species.id[Phloeosinus_armatus_ott3409670,Intercept]",0.999844195411083,16598.3679616644,13089.8300635377
"r_species.id[Phoracantha_semipunctata_ott87035,Intercept]",0.999975836013162,17384.467389951,13400.1724693491
"r_species.id[Phorticella_flavipennis_ott4420733,Intercept]",1.00055249533477,9959.4282140973,11647.5568430331
"r_species.id[Phyllobius_maculicornis_ott3411280,Intercept]",1.00006614505453,13252.6075089821,12742.6212740596
"r_species.id[Phyllomedusa_iheringii_ott979521,Intercept]",1.00003412601932,18238.280220725,11198.7117386727
"r_species.id[Phyllomedusa_rohdei_ott364552,Intercept]",1.00065661654108,12155.0257118039,12824.5173423499
"r_species.id[Phymata_americana_ott3475650,Intercept]",1.00022101845868,12326.2414925205,12191.5882179637
"r_species.id[Phymata_fasciata_ott3475652,Intercept]",1.00000060262997,12515.1499841812,11148.5910490986
"r_species.id[Phymata_salicis_ott3475649,Intercept]",1.00048558597855,10916.1643480121,11646.9925094356
