"value","parameter","panel"
-0.125073,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0754246,"Pooled mean (Fisher's Z)","Fixed effect"
0.0391893,"Pooled mean (Fisher's Z)","Fixed effect"
-0.267853,"Pooled mean (Fisher's Z)","Fixed effect"
-0.219256,"Pooled mean (Fisher's Z)","Fixed effect"
0.0247541,"Pooled mean (Fisher's Z)","Fixed effect"
-0.172801,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0664574,"Pooled mean (Fisher's Z)","Fixed effect"
-0.278418,"Pooled mean (Fisher's Z)","Fixed effect"
-0.219084,"Pooled mean (Fisher's Z)","Fixed effect"
-0.172402,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0674111,"Pooled mean (Fisher's Z)","Fixed effect"
-0.173384,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00138373,"Pooled mean (Fisher's Z)","Fixed effect"
-0.32253,"Pooled mean (Fisher's Z)","Fixed effect"
-0.303962,"Pooled mean (Fisher's Z)","Fixed effect"
-0.630563,"Pooled mean (Fisher's Z)","Fixed effect"
-0.8767,"Pooled mean (Fisher's Z)","Fixed effect"
-0.85987,"Pooled mean (Fisher's Z)","Fixed effect"
-0.874251,"Pooled mean (Fisher's Z)","Fixed effect"
-0.857384,"Pooled mean (Fisher's Z)","Fixed effect"
-0.853116,"Pooled mean (Fisher's Z)","Fixed effect"
-0.817247,"Pooled mean (Fisher's Z)","Fixed effect"
-0.738706,"Pooled mean (Fisher's Z)","Fixed effect"
-0.568442,"Pooled mean (Fisher's Z)","Fixed effect"
0.0777183,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0780024,"Pooled mean (Fisher's Z)","Fixed effect"
-0.231911,"Pooled mean (Fisher's Z)","Fixed effect"
-0.15414,"Pooled mean (Fisher's Z)","Fixed effect"
-0.192213,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0795579,"Pooled mean (Fisher's Z)","Fixed effect"
-0.151915,"Pooled mean (Fisher's Z)","Fixed effect"
-0.298622,"Pooled mean (Fisher's Z)","Fixed effect"
-0.131196,"Pooled mean (Fisher's Z)","Fixed effect"
-0.153372,"Pooled mean (Fisher's Z)","Fixed effect"
-0.163639,"Pooled mean (Fisher's Z)","Fixed effect"
-0.125055,"Pooled mean (Fisher's Z)","Fixed effect"
-0.317947,"Pooled mean (Fisher's Z)","Fixed effect"
-0.189083,"Pooled mean (Fisher's Z)","Fixed effect"
-0.19774,"Pooled mean (Fisher's Z)","Fixed effect"
-0.176908,"Pooled mean (Fisher's Z)","Fixed effect"
0.0470297,"Pooled mean (Fisher's Z)","Fixed effect"
-0.126367,"Pooled mean (Fisher's Z)","Fixed effect"
-0.152565,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0721737,"Pooled mean (Fisher's Z)","Fixed effect"
-0.293951,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0153773,"Pooled mean (Fisher's Z)","Fixed effect"
-0.191491,"Pooled mean (Fisher's Z)","Fixed effect"
-0.27898,"Pooled mean (Fisher's Z)","Fixed effect"
0.0256394,"Pooled mean (Fisher's Z)","Fixed effect"
0.0564335,"Pooled mean (Fisher's Z)","Fixed effect"
0.0358386,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0391561,"Pooled mean (Fisher's Z)","Fixed effect"
0.173212,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0794736,"Pooled mean (Fisher's Z)","Fixed effect"
0.0477598,"Pooled mean (Fisher's Z)","Fixed effect"
0.212006,"Pooled mean (Fisher's Z)","Fixed effect"
-0.225025,"Pooled mean (Fisher's Z)","Fixed effect"
-0.178946,"Pooled mean (Fisher's Z)","Fixed effect"
-0.13192,"Pooled mean (Fisher's Z)","Fixed effect"
-0.141545,"Pooled mean (Fisher's Z)","Fixed effect"
-0.462176,"Pooled mean (Fisher's Z)","Fixed effect"
-0.179769,"Pooled mean (Fisher's Z)","Fixed effect"
-0.184561,"Pooled mean (Fisher's Z)","Fixed effect"
-0.224094,"Pooled mean (Fisher's Z)","Fixed effect"
0.0762382,"Pooled mean (Fisher's Z)","Fixed effect"
0.302873,"Pooled mean (Fisher's Z)","Fixed effect"
-0.601262,"Pooled mean (Fisher's Z)","Fixed effect"
-0.342886,"Pooled mean (Fisher's Z)","Fixed effect"
-0.180446,"Pooled mean (Fisher's Z)","Fixed effect"
-0.308696,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0712705,"Pooled mean (Fisher's Z)","Fixed effect"
-0.291143,"Pooled mean (Fisher's Z)","Fixed effect"
-0.141525,"Pooled mean (Fisher's Z)","Fixed effect"
-0.152228,"Pooled mean (Fisher's Z)","Fixed effect"
-0.108699,"Pooled mean (Fisher's Z)","Fixed effect"
-0.40715,"Pooled mean (Fisher's Z)","Fixed effect"
0.192187,"Pooled mean (Fisher's Z)","Fixed effect"
-0.519031,"Pooled mean (Fisher's Z)","Fixed effect"
-0.343929,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0326855,"Pooled mean (Fisher's Z)","Fixed effect"
0.141278,"Pooled mean (Fisher's Z)","Fixed effect"
-0.213191,"Pooled mean (Fisher's Z)","Fixed effect"
-0.137874,"Pooled mean (Fisher's Z)","Fixed effect"
0.083761,"Pooled mean (Fisher's Z)","Fixed effect"
-0.25812,"Pooled mean (Fisher's Z)","Fixed effect"
-0.305506,"Pooled mean (Fisher's Z)","Fixed effect"
-0.167716,"Pooled mean (Fisher's Z)","Fixed effect"
-0.195596,"Pooled mean (Fisher's Z)","Fixed effect"
-0.173044,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00487426,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0334629,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0778424,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0481582,"Pooled mean (Fisher's Z)","Fixed effect"
0.0118656,"Pooled mean (Fisher's Z)","Fixed effect"
-0.141975,"Pooled mean (Fisher's Z)","Fixed effect"
-0.178615,"Pooled mean (Fisher's Z)","Fixed effect"
-0.16757,"Pooled mean (Fisher's Z)","Fixed effect"
-0.187124,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0969714,"Pooled mean (Fisher's Z)","Fixed effect"
-0.651802,"Pooled mean (Fisher's Z)","Fixed effect"
0.0596045,"Pooled mean (Fisher's Z)","Fixed effect"
-0.347244,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00461237,"Pooled mean (Fisher's Z)","Fixed effect"
-0.178301,"Pooled mean (Fisher's Z)","Fixed effect"
0.00437187,"Pooled mean (Fisher's Z)","Fixed effect"
-0.195047,"Pooled mean (Fisher's Z)","Fixed effect"
-0.000334593,"Pooled mean (Fisher's Z)","Fixed effect"
-0.202151,"Pooled mean (Fisher's Z)","Fixed effect"
-0.477153,"Pooled mean (Fisher's Z)","Fixed effect"
-0.157096,"Pooled mean (Fisher's Z)","Fixed effect"
0.197556,"Pooled mean (Fisher's Z)","Fixed effect"
-0.118192,"Pooled mean (Fisher's Z)","Fixed effect"
-0.158992,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0320555,"Pooled mean (Fisher's Z)","Fixed effect"
-0.146653,"Pooled mean (Fisher's Z)","Fixed effect"
-0.170313,"Pooled mean (Fisher's Z)","Fixed effect"
-0.230265,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0823028,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0715277,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0477356,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00575883,"Pooled mean (Fisher's Z)","Fixed effect"
0.0903264,"Pooled mean (Fisher's Z)","Fixed effect"
-0.132903,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0195149,"Pooled mean (Fisher's Z)","Fixed effect"
0.0153562,"Pooled mean (Fisher's Z)","Fixed effect"
0.0391791,"Pooled mean (Fisher's Z)","Fixed effect"
0.0697069,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0158873,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0460603,"Pooled mean (Fisher's Z)","Fixed effect"
-0.143257,"Pooled mean (Fisher's Z)","Fixed effect"
0.0628657,"Pooled mean (Fisher's Z)","Fixed effect"
-0.371686,"Pooled mean (Fisher's Z)","Fixed effect"
-0.121719,"Pooled mean (Fisher's Z)","Fixed effect"
-0.16684,"Pooled mean (Fisher's Z)","Fixed effect"
-0.139304,"Pooled mean (Fisher's Z)","Fixed effect"
-0.186824,"Pooled mean (Fisher's Z)","Fixed effect"
-0.343853,"Pooled mean (Fisher's Z)","Fixed effect"
-0.312234,"Pooled mean (Fisher's Z)","Fixed effect"
0.0235534,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0389494,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0358567,"Pooled mean (Fisher's Z)","Fixed effect"
-0.142346,"Pooled mean (Fisher's Z)","Fixed effect"
-0.187034,"Pooled mean (Fisher's Z)","Fixed effect"
-0.265184,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0512624,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0295541,"Pooled mean (Fisher's Z)","Fixed effect"
0.0779755,"Pooled mean (Fisher's Z)","Fixed effect"
0.0409982,"Pooled mean (Fisher's Z)","Fixed effect"
-0.311073,"Pooled mean (Fisher's Z)","Fixed effect"
-0.079323,"Pooled mean (Fisher's Z)","Fixed effect"
-0.205516,"Pooled mean (Fisher's Z)","Fixed effect"
-0.182339,"Pooled mean (Fisher's Z)","Fixed effect"
-0.120512,"Pooled mean (Fisher's Z)","Fixed effect"
0.148906,"Pooled mean (Fisher's Z)","Fixed effect"
0.139485,"Pooled mean (Fisher's Z)","Fixed effect"
-0.134004,"Pooled mean (Fisher's Z)","Fixed effect"
0.0475679,"Pooled mean (Fisher's Z)","Fixed effect"
0.0298947,"Pooled mean (Fisher's Z)","Fixed effect"
0.248845,"Pooled mean (Fisher's Z)","Fixed effect"
0.00737545,"Pooled mean (Fisher's Z)","Fixed effect"
-0.266142,"Pooled mean (Fisher's Z)","Fixed effect"
0.245647,"Pooled mean (Fisher's Z)","Fixed effect"
0.163666,"Pooled mean (Fisher's Z)","Fixed effect"
0.184657,"Pooled mean (Fisher's Z)","Fixed effect"
0.070555,"Pooled mean (Fisher's Z)","Fixed effect"
0.144586,"Pooled mean (Fisher's Z)","Fixed effect"
-0.203868,"Pooled mean (Fisher's Z)","Fixed effect"
-0.485169,"Pooled mean (Fisher's Z)","Fixed effect"
-0.111608,"Pooled mean (Fisher's Z)","Fixed effect"
0.271828,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00425176,"Pooled mean (Fisher's Z)","Fixed effect"
-0.215417,"Pooled mean (Fisher's Z)","Fixed effect"
-0.143762,"Pooled mean (Fisher's Z)","Fixed effect"
-0.153107,"Pooled mean (Fisher's Z)","Fixed effect"
-0.11226,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119869,"Pooled mean (Fisher's Z)","Fixed effect"
-0.139757,"Pooled mean (Fisher's Z)","Fixed effect"
-0.134807,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0840959,"Pooled mean (Fisher's Z)","Fixed effect"
-0.279995,"Pooled mean (Fisher's Z)","Fixed effect"
-0.1123,"Pooled mean (Fisher's Z)","Fixed effect"
-0.249176,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0831718,"Pooled mean (Fisher's Z)","Fixed effect"
-0.112877,"Pooled mean (Fisher's Z)","Fixed effect"
-0.052431,"Pooled mean (Fisher's Z)","Fixed effect"
0.0310763,"Pooled mean (Fisher's Z)","Fixed effect"
0.0829685,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0276476,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0858524,"Pooled mean (Fisher's Z)","Fixed effect"
0.0180446,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0248446,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119726,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0406053,"Pooled mean (Fisher's Z)","Fixed effect"
-0.252995,"Pooled mean (Fisher's Z)","Fixed effect"
0.0244123,"Pooled mean (Fisher's Z)","Fixed effect"
-0.122438,"Pooled mean (Fisher's Z)","Fixed effect"
-0.276398,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0427162,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0613233,"Pooled mean (Fisher's Z)","Fixed effect"
-0.278706,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0159915,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119156,"Pooled mean (Fisher's Z)","Fixed effect"
0.0181964,"Pooled mean (Fisher's Z)","Fixed effect"
0.0133911,"Pooled mean (Fisher's Z)","Fixed effect"
-0.14032,"Pooled mean (Fisher's Z)","Fixed effect"
0.0699329,"Pooled mean (Fisher's Z)","Fixed effect"
0.0393277,"Pooled mean (Fisher's Z)","Fixed effect"
-0.371931,"Pooled mean (Fisher's Z)","Fixed effect"
-0.201912,"Pooled mean (Fisher's Z)","Fixed effect"
-0.173358,"Pooled mean (Fisher's Z)","Fixed effect"
-0.146431,"Pooled mean (Fisher's Z)","Fixed effect"
-0.127854,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148085,"Pooled mean (Fisher's Z)","Fixed effect"
-0.102333,"Pooled mean (Fisher's Z)","Fixed effect"
-0.164213,"Pooled mean (Fisher's Z)","Fixed effect"
-0.277279,"Pooled mean (Fisher's Z)","Fixed effect"
-0.189789,"Pooled mean (Fisher's Z)","Fixed effect"
-0.297368,"Pooled mean (Fisher's Z)","Fixed effect"
-0.29421,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0512894,"Pooled mean (Fisher's Z)","Fixed effect"
-0.303594,"Pooled mean (Fisher's Z)","Fixed effect"
-0.061776,"Pooled mean (Fisher's Z)","Fixed effect"
-0.118263,"Pooled mean (Fisher's Z)","Fixed effect"
-0.122842,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0808613,"Pooled mean (Fisher's Z)","Fixed effect"
-0.178276,"Pooled mean (Fisher's Z)","Fixed effect"
-0.191252,"Pooled mean (Fisher's Z)","Fixed effect"
-0.217778,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0412971,"Pooled mean (Fisher's Z)","Fixed effect"
0.0535817,"Pooled mean (Fisher's Z)","Fixed effect"
-0.305112,"Pooled mean (Fisher's Z)","Fixed effect"
-0.21999,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119056,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0406109,"Pooled mean (Fisher's Z)","Fixed effect"
-0.469626,"Pooled mean (Fisher's Z)","Fixed effect"
0.069589,"Pooled mean (Fisher's Z)","Fixed effect"
0.0645667,"Pooled mean (Fisher's Z)","Fixed effect"
-0.234263,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0628477,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155357,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0533265,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0765261,"Pooled mean (Fisher's Z)","Fixed effect"
0.101843,"Pooled mean (Fisher's Z)","Fixed effect"
-0.347868,"Pooled mean (Fisher's Z)","Fixed effect"
-0.186628,"Pooled mean (Fisher's Z)","Fixed effect"
-0.186673,"Pooled mean (Fisher's Z)","Fixed effect"
-0.193488,"Pooled mean (Fisher's Z)","Fixed effect"
-0.383806,"Pooled mean (Fisher's Z)","Fixed effect"
-0.139514,"Pooled mean (Fisher's Z)","Fixed effect"
-0.081942,"Pooled mean (Fisher's Z)","Fixed effect"
-0.277379,"Pooled mean (Fisher's Z)","Fixed effect"
-0.200732,"Pooled mean (Fisher's Z)","Fixed effect"
-0.120345,"Pooled mean (Fisher's Z)","Fixed effect"
-0.233905,"Pooled mean (Fisher's Z)","Fixed effect"
0.00115198,"Pooled mean (Fisher's Z)","Fixed effect"
-0.180794,"Pooled mean (Fisher's Z)","Fixed effect"
0.363329,"Pooled mean (Fisher's Z)","Fixed effect"
0.320959,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00719652,"Pooled mean (Fisher's Z)","Fixed effect"
-0.331015,"Pooled mean (Fisher's Z)","Fixed effect"
-0.294809,"Pooled mean (Fisher's Z)","Fixed effect"
0.0998595,"Pooled mean (Fisher's Z)","Fixed effect"
0.0674588,"Pooled mean (Fisher's Z)","Fixed effect"
-0.178106,"Pooled mean (Fisher's Z)","Fixed effect"
-0.187186,"Pooled mean (Fisher's Z)","Fixed effect"
-0.21164,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155917,"Pooled mean (Fisher's Z)","Fixed effect"
-0.388513,"Pooled mean (Fisher's Z)","Fixed effect"
0.0184044,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0561567,"Pooled mean (Fisher's Z)","Fixed effect"
-0.115825,"Pooled mean (Fisher's Z)","Fixed effect"
-0.328451,"Pooled mean (Fisher's Z)","Fixed effect"
0.0320302,"Pooled mean (Fisher's Z)","Fixed effect"
-0.218032,"Pooled mean (Fisher's Z)","Fixed effect"
-0.427448,"Pooled mean (Fisher's Z)","Fixed effect"
-0.446231,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0634425,"Pooled mean (Fisher's Z)","Fixed effect"
0.0093416,"Pooled mean (Fisher's Z)","Fixed effect"
-0.2046,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150252,"Pooled mean (Fisher's Z)","Fixed effect"
-0.184169,"Pooled mean (Fisher's Z)","Fixed effect"
0.00981179,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0941261,"Pooled mean (Fisher's Z)","Fixed effect"
-0.12076,"Pooled mean (Fisher's Z)","Fixed effect"
-0.208165,"Pooled mean (Fisher's Z)","Fixed effect"
-0.159385,"Pooled mean (Fisher's Z)","Fixed effect"
-0.193131,"Pooled mean (Fisher's Z)","Fixed effect"
-0.303746,"Pooled mean (Fisher's Z)","Fixed effect"
-0.368095,"Pooled mean (Fisher's Z)","Fixed effect"
0.058241,"Pooled mean (Fisher's Z)","Fixed effect"
-0.133586,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0744848,"Pooled mean (Fisher's Z)","Fixed effect"
-0.233956,"Pooled mean (Fisher's Z)","Fixed effect"
-0.426944,"Pooled mean (Fisher's Z)","Fixed effect"
-0.309763,"Pooled mean (Fisher's Z)","Fixed effect"
0.215696,"Pooled mean (Fisher's Z)","Fixed effect"
0.0888633,"Pooled mean (Fisher's Z)","Fixed effect"
0.0035247,"Pooled mean (Fisher's Z)","Fixed effect"
-0.285626,"Pooled mean (Fisher's Z)","Fixed effect"
-0.402827,"Pooled mean (Fisher's Z)","Fixed effect"
-0.241926,"Pooled mean (Fisher's Z)","Fixed effect"
-0.194931,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0896064,"Pooled mean (Fisher's Z)","Fixed effect"
0.0366184,"Pooled mean (Fisher's Z)","Fixed effect"
-0.105127,"Pooled mean (Fisher's Z)","Fixed effect"
-0.266005,"Pooled mean (Fisher's Z)","Fixed effect"
-0.306361,"Pooled mean (Fisher's Z)","Fixed effect"
-0.32878,"Pooled mean (Fisher's Z)","Fixed effect"
-0.510545,"Pooled mean (Fisher's Z)","Fixed effect"
-0.468827,"Pooled mean (Fisher's Z)","Fixed effect"
-0.594395,"Pooled mean (Fisher's Z)","Fixed effect"
-0.423629,"Pooled mean (Fisher's Z)","Fixed effect"
-0.343155,"Pooled mean (Fisher's Z)","Fixed effect"
-0.264174,"Pooled mean (Fisher's Z)","Fixed effect"
-0.120522,"Pooled mean (Fisher's Z)","Fixed effect"
-0.138498,"Pooled mean (Fisher's Z)","Fixed effect"
-0.128415,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0920434,"Pooled mean (Fisher's Z)","Fixed effect"
0.0175793,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0784215,"Pooled mean (Fisher's Z)","Fixed effect"
0.208047,"Pooled mean (Fisher's Z)","Fixed effect"
-0.318419,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00651091,"Pooled mean (Fisher's Z)","Fixed effect"
0.153726,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00950596,"Pooled mean (Fisher's Z)","Fixed effect"
0.00660875,"Pooled mean (Fisher's Z)","Fixed effect"
-0.107503,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0873343,"Pooled mean (Fisher's Z)","Fixed effect"
-0.319296,"Pooled mean (Fisher's Z)","Fixed effect"
-0.130418,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150914,"Pooled mean (Fisher's Z)","Fixed effect"
0.280899,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0631007,"Pooled mean (Fisher's Z)","Fixed effect"
-0.241014,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0542359,"Pooled mean (Fisher's Z)","Fixed effect"
-0.227953,"Pooled mean (Fisher's Z)","Fixed effect"
-0.349158,"Pooled mean (Fisher's Z)","Fixed effect"
0.0210969,"Pooled mean (Fisher's Z)","Fixed effect"
-0.238383,"Pooled mean (Fisher's Z)","Fixed effect"
-0.112267,"Pooled mean (Fisher's Z)","Fixed effect"
0.0126238,"Pooled mean (Fisher's Z)","Fixed effect"
0.0148256,"Pooled mean (Fisher's Z)","Fixed effect"
-0.112564,"Pooled mean (Fisher's Z)","Fixed effect"
-0.262992,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0703683,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0139684,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0561197,"Pooled mean (Fisher's Z)","Fixed effect"
-0.168655,"Pooled mean (Fisher's Z)","Fixed effect"
-0.243324,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0425225,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0359169,"Pooled mean (Fisher's Z)","Fixed effect"
-0.210575,"Pooled mean (Fisher's Z)","Fixed effect"
-0.288873,"Pooled mean (Fisher's Z)","Fixed effect"
0.0127542,"Pooled mean (Fisher's Z)","Fixed effect"
-0.147897,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0944547,"Pooled mean (Fisher's Z)","Fixed effect"
0.271227,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0501327,"Pooled mean (Fisher's Z)","Fixed effect"
-0.149152,"Pooled mean (Fisher's Z)","Fixed effect"
-0.154109,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0890395,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0918488,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0782163,"Pooled mean (Fisher's Z)","Fixed effect"
-0.13128,"Pooled mean (Fisher's Z)","Fixed effect"
-0.051163,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0856634,"Pooled mean (Fisher's Z)","Fixed effect"
-0.110155,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150975,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0977919,"Pooled mean (Fisher's Z)","Fixed effect"
-0.265945,"Pooled mean (Fisher's Z)","Fixed effect"
-0.478831,"Pooled mean (Fisher's Z)","Fixed effect"
-0.176311,"Pooled mean (Fisher's Z)","Fixed effect"
-0.181076,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0681574,"Pooled mean (Fisher's Z)","Fixed effect"
-0.192286,"Pooled mean (Fisher's Z)","Fixed effect"
-0.278636,"Pooled mean (Fisher's Z)","Fixed effect"
0.045278,"Pooled mean (Fisher's Z)","Fixed effect"
-0.158354,"Pooled mean (Fisher's Z)","Fixed effect"
-0.19148,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0873305,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0965663,"Pooled mean (Fisher's Z)","Fixed effect"
-0.171695,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0483944,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0454885,"Pooled mean (Fisher's Z)","Fixed effect"
-0.181621,"Pooled mean (Fisher's Z)","Fixed effect"
-0.305271,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0979096,"Pooled mean (Fisher's Z)","Fixed effect"
-0.169829,"Pooled mean (Fisher's Z)","Fixed effect"
-0.265821,"Pooled mean (Fisher's Z)","Fixed effect"
-0.056832,"Pooled mean (Fisher's Z)","Fixed effect"
0.103669,"Pooled mean (Fisher's Z)","Fixed effect"
0.0563549,"Pooled mean (Fisher's Z)","Fixed effect"
0.0533015,"Pooled mean (Fisher's Z)","Fixed effect"
0.0302398,"Pooled mean (Fisher's Z)","Fixed effect"
-0.361441,"Pooled mean (Fisher's Z)","Fixed effect"
