"value","parameter","panel"
-0.137545,"Intercept (Fisher's Z)","Fixed effect"
0.00140993,"Intercept (Fisher's Z)","Fixed effect"
-0.199356,"Intercept (Fisher's Z)","Fixed effect"
-0.108825,"Intercept (Fisher's Z)","Fixed effect"
-0.116492,"Intercept (Fisher's Z)","Fixed effect"
-0.365978,"Intercept (Fisher's Z)","Fixed effect"
-0.0498568,"Intercept (Fisher's Z)","Fixed effect"
-0.0722751,"Intercept (Fisher's Z)","Fixed effect"
-0.293167,"Intercept (Fisher's Z)","Fixed effect"
7.11858e-05,"Intercept (Fisher's Z)","Fixed effect"
-0.239862,"Intercept (Fisher's Z)","Fixed effect"
-0.223857,"Intercept (Fisher's Z)","Fixed effect"
-0.097664,"Intercept (Fisher's Z)","Fixed effect"
-0.28061,"Intercept (Fisher's Z)","Fixed effect"
-0.109007,"Intercept (Fisher's Z)","Fixed effect"
-0.237265,"Intercept (Fisher's Z)","Fixed effect"
-0.186434,"Intercept (Fisher's Z)","Fixed effect"
-0.29041,"Intercept (Fisher's Z)","Fixed effect"
-0.11422,"Intercept (Fisher's Z)","Fixed effect"
-0.0199841,"Intercept (Fisher's Z)","Fixed effect"
-0.0563102,"Intercept (Fisher's Z)","Fixed effect"
-0.225929,"Intercept (Fisher's Z)","Fixed effect"
-0.083828,"Intercept (Fisher's Z)","Fixed effect"
-0.227276,"Intercept (Fisher's Z)","Fixed effect"
-0.176431,"Intercept (Fisher's Z)","Fixed effect"
-0.0191508,"Intercept (Fisher's Z)","Fixed effect"
-0.223841,"Intercept (Fisher's Z)","Fixed effect"
-0.497661,"Intercept (Fisher's Z)","Fixed effect"
-0.26523,"Intercept (Fisher's Z)","Fixed effect"
-0.336324,"Intercept (Fisher's Z)","Fixed effect"
-0.174007,"Intercept (Fisher's Z)","Fixed effect"
-0.423576,"Intercept (Fisher's Z)","Fixed effect"
0.00920248,"Intercept (Fisher's Z)","Fixed effect"
0.0693673,"Intercept (Fisher's Z)","Fixed effect"
-0.303027,"Intercept (Fisher's Z)","Fixed effect"
-0.138179,"Intercept (Fisher's Z)","Fixed effect"
-0.103147,"Intercept (Fisher's Z)","Fixed effect"
0.0577548,"Intercept (Fisher's Z)","Fixed effect"
-0.312361,"Intercept (Fisher's Z)","Fixed effect"
0.053699,"Intercept (Fisher's Z)","Fixed effect"
-0.12723,"Intercept (Fisher's Z)","Fixed effect"
-0.11448,"Intercept (Fisher's Z)","Fixed effect"
-0.0672987,"Intercept (Fisher's Z)","Fixed effect"
-0.20189,"Intercept (Fisher's Z)","Fixed effect"
-0.169356,"Intercept (Fisher's Z)","Fixed effect"
-0.331134,"Intercept (Fisher's Z)","Fixed effect"
0.00591199,"Intercept (Fisher's Z)","Fixed effect"
-0.0732895,"Intercept (Fisher's Z)","Fixed effect"
-0.442555,"Intercept (Fisher's Z)","Fixed effect"
0.00138435,"Intercept (Fisher's Z)","Fixed effect"
-0.346041,"Intercept (Fisher's Z)","Fixed effect"
-0.303525,"Intercept (Fisher's Z)","Fixed effect"
-0.312349,"Intercept (Fisher's Z)","Fixed effect"
-0.378292,"Intercept (Fisher's Z)","Fixed effect"
-0.407727,"Intercept (Fisher's Z)","Fixed effect"
-0.164657,"Intercept (Fisher's Z)","Fixed effect"
-0.111492,"Intercept (Fisher's Z)","Fixed effect"
-0.376657,"Intercept (Fisher's Z)","Fixed effect"
-0.126148,"Intercept (Fisher's Z)","Fixed effect"
0.00978873,"Intercept (Fisher's Z)","Fixed effect"
-0.229977,"Intercept (Fisher's Z)","Fixed effect"
-0.0278556,"Intercept (Fisher's Z)","Fixed effect"
0.0302195,"Intercept (Fisher's Z)","Fixed effect"
-0.0825663,"Intercept (Fisher's Z)","Fixed effect"
0.0212329,"Intercept (Fisher's Z)","Fixed effect"
-0.334848,"Intercept (Fisher's Z)","Fixed effect"
0.0333798,"Intercept (Fisher's Z)","Fixed effect"
-0.0177215,"Intercept (Fisher's Z)","Fixed effect"
-0.274452,"Intercept (Fisher's Z)","Fixed effect"
-0.151821,"Intercept (Fisher's Z)","Fixed effect"
-0.302366,"Intercept (Fisher's Z)","Fixed effect"
-0.159822,"Intercept (Fisher's Z)","Fixed effect"
-0.176692,"Intercept (Fisher's Z)","Fixed effect"
-0.169868,"Intercept (Fisher's Z)","Fixed effect"
-0.21659,"Intercept (Fisher's Z)","Fixed effect"
-0.177081,"Intercept (Fisher's Z)","Fixed effect"
-0.053129,"Intercept (Fisher's Z)","Fixed effect"
-0.229154,"Intercept (Fisher's Z)","Fixed effect"
-0.262461,"Intercept (Fisher's Z)","Fixed effect"
-0.022788,"Intercept (Fisher's Z)","Fixed effect"
-0.201335,"Intercept (Fisher's Z)","Fixed effect"
-0.132211,"Intercept (Fisher's Z)","Fixed effect"
-0.0648699,"Intercept (Fisher's Z)","Fixed effect"
-0.236184,"Intercept (Fisher's Z)","Fixed effect"
-0.213177,"Intercept (Fisher's Z)","Fixed effect"
-0.318994,"Intercept (Fisher's Z)","Fixed effect"
-0.0670464,"Intercept (Fisher's Z)","Fixed effect"
-0.0201894,"Intercept (Fisher's Z)","Fixed effect"
-0.285204,"Intercept (Fisher's Z)","Fixed effect"
-0.266771,"Intercept (Fisher's Z)","Fixed effect"
-0.0693637,"Intercept (Fisher's Z)","Fixed effect"
-0.323203,"Intercept (Fisher's Z)","Fixed effect"
0.0630173,"Intercept (Fisher's Z)","Fixed effect"
-0.118052,"Intercept (Fisher's Z)","Fixed effect"
-0.0295071,"Intercept (Fisher's Z)","Fixed effect"
-0.18864,"Intercept (Fisher's Z)","Fixed effect"
0.0593345,"Intercept (Fisher's Z)","Fixed effect"
-0.106832,"Intercept (Fisher's Z)","Fixed effect"
-0.213363,"Intercept (Fisher's Z)","Fixed effect"
-0.0632498,"Intercept (Fisher's Z)","Fixed effect"
-0.144035,"Intercept (Fisher's Z)","Fixed effect"
-0.118042,"Intercept (Fisher's Z)","Fixed effect"
-0.203509,"Intercept (Fisher's Z)","Fixed effect"
-0.210428,"Intercept (Fisher's Z)","Fixed effect"
-0.19178,"Intercept (Fisher's Z)","Fixed effect"
-0.169855,"Intercept (Fisher's Z)","Fixed effect"
-0.282564,"Intercept (Fisher's Z)","Fixed effect"
-0.296181,"Intercept (Fisher's Z)","Fixed effect"
-0.280289,"Intercept (Fisher's Z)","Fixed effect"
-0.377849,"Intercept (Fisher's Z)","Fixed effect"
-0.0545756,"Intercept (Fisher's Z)","Fixed effect"
-0.074165,"Intercept (Fisher's Z)","Fixed effect"
-0.24477,"Intercept (Fisher's Z)","Fixed effect"
-0.029769,"Intercept (Fisher's Z)","Fixed effect"
-0.125387,"Intercept (Fisher's Z)","Fixed effect"
-0.228545,"Intercept (Fisher's Z)","Fixed effect"
-0.152395,"Intercept (Fisher's Z)","Fixed effect"
-0.183452,"Intercept (Fisher's Z)","Fixed effect"
-0.144431,"Intercept (Fisher's Z)","Fixed effect"
0.0331962,"Intercept (Fisher's Z)","Fixed effect"
-0.220543,"Intercept (Fisher's Z)","Fixed effect"
-0.0490551,"Intercept (Fisher's Z)","Fixed effect"
-0.133295,"Intercept (Fisher's Z)","Fixed effect"
-0.0526394,"Intercept (Fisher's Z)","Fixed effect"
-0.228794,"Intercept (Fisher's Z)","Fixed effect"
0.0543992,"Intercept (Fisher's Z)","Fixed effect"
-0.106126,"Intercept (Fisher's Z)","Fixed effect"
-0.147369,"Intercept (Fisher's Z)","Fixed effect"
-0.184802,"Intercept (Fisher's Z)","Fixed effect"
-0.269699,"Intercept (Fisher's Z)","Fixed effect"
-0.0878152,"Intercept (Fisher's Z)","Fixed effect"
-0.228665,"Intercept (Fisher's Z)","Fixed effect"
-0.107541,"Intercept (Fisher's Z)","Fixed effect"
-0.0682564,"Intercept (Fisher's Z)","Fixed effect"
-0.178254,"Intercept (Fisher's Z)","Fixed effect"
-0.0369663,"Intercept (Fisher's Z)","Fixed effect"
-0.528992,"Intercept (Fisher's Z)","Fixed effect"
-0.143481,"Intercept (Fisher's Z)","Fixed effect"
-0.193721,"Intercept (Fisher's Z)","Fixed effect"
-0.115152,"Intercept (Fisher's Z)","Fixed effect"
0.00754201,"Intercept (Fisher's Z)","Fixed effect"
-0.0315798,"Intercept (Fisher's Z)","Fixed effect"
-0.143718,"Intercept (Fisher's Z)","Fixed effect"
-0.189124,"Intercept (Fisher's Z)","Fixed effect"
-0.0743973,"Intercept (Fisher's Z)","Fixed effect"
-0.0809673,"Intercept (Fisher's Z)","Fixed effect"
-0.106792,"Intercept (Fisher's Z)","Fixed effect"
-0.149067,"Intercept (Fisher's Z)","Fixed effect"
-0.0121694,"Intercept (Fisher's Z)","Fixed effect"
0.0550189,"Intercept (Fisher's Z)","Fixed effect"
-0.215146,"Intercept (Fisher's Z)","Fixed effect"
0.005537,"Intercept (Fisher's Z)","Fixed effect"
-0.255529,"Intercept (Fisher's Z)","Fixed effect"
-0.135148,"Intercept (Fisher's Z)","Fixed effect"
0.0175863,"Intercept (Fisher's Z)","Fixed effect"
0.224877,"Intercept (Fisher's Z)","Fixed effect"
-0.250748,"Intercept (Fisher's Z)","Fixed effect"
-0.312836,"Intercept (Fisher's Z)","Fixed effect"
-0.0338324,"Intercept (Fisher's Z)","Fixed effect"
-0.200847,"Intercept (Fisher's Z)","Fixed effect"
-0.136866,"Intercept (Fisher's Z)","Fixed effect"
-0.215572,"Intercept (Fisher's Z)","Fixed effect"
