"value","parameter","panel"
-0.0747577,"Pooled mean (Fisher's Z)","Fixed effect"
-0.12344,"Pooled mean (Fisher's Z)","Fixed effect"
0.126561,"Pooled mean (Fisher's Z)","Fixed effect"
-0.226075,"Pooled mean (Fisher's Z)","Fixed effect"
-0.233597,"Pooled mean (Fisher's Z)","Fixed effect"
-0.249765,"Pooled mean (Fisher's Z)","Fixed effect"
-0.050157,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0510357,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0210916,"Pooled mean (Fisher's Z)","Fixed effect"
-0.153419,"Pooled mean (Fisher's Z)","Fixed effect"
-0.161277,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0847846,"Pooled mean (Fisher's Z)","Fixed effect"
-0.129813,"Pooled mean (Fisher's Z)","Fixed effect"
-0.052131,"Pooled mean (Fisher's Z)","Fixed effect"
-0.105682,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119924,"Pooled mean (Fisher's Z)","Fixed effect"
-0.105919,"Pooled mean (Fisher's Z)","Fixed effect"
-0.109601,"Pooled mean (Fisher's Z)","Fixed effect"
-0.205161,"Pooled mean (Fisher's Z)","Fixed effect"
-0.220942,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0975837,"Pooled mean (Fisher's Z)","Fixed effect"
0.177985,"Pooled mean (Fisher's Z)","Fixed effect"
0.104581,"Pooled mean (Fisher's Z)","Fixed effect"
-0.050511,"Pooled mean (Fisher's Z)","Fixed effect"
-0.258597,"Pooled mean (Fisher's Z)","Fixed effect"
-0.20397,"Pooled mean (Fisher's Z)","Fixed effect"
-0.211028,"Pooled mean (Fisher's Z)","Fixed effect"
0.113959,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150294,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00791101,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0457657,"Pooled mean (Fisher's Z)","Fixed effect"
-0.175453,"Pooled mean (Fisher's Z)","Fixed effect"
-0.101499,"Pooled mean (Fisher's Z)","Fixed effect"
-0.151362,"Pooled mean (Fisher's Z)","Fixed effect"
-0.077519,"Pooled mean (Fisher's Z)","Fixed effect"
-0.111715,"Pooled mean (Fisher's Z)","Fixed effect"
-0.174042,"Pooled mean (Fisher's Z)","Fixed effect"
-0.206725,"Pooled mean (Fisher's Z)","Fixed effect"
-0.166647,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0225754,"Pooled mean (Fisher's Z)","Fixed effect"
-0.149866,"Pooled mean (Fisher's Z)","Fixed effect"
-0.14163,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119198,"Pooled mean (Fisher's Z)","Fixed effect"
0.0143088,"Pooled mean (Fisher's Z)","Fixed effect"
0.0410934,"Pooled mean (Fisher's Z)","Fixed effect"
0.0142861,"Pooled mean (Fisher's Z)","Fixed effect"
-0.410096,"Pooled mean (Fisher's Z)","Fixed effect"
-0.164259,"Pooled mean (Fisher's Z)","Fixed effect"
0.00697143,"Pooled mean (Fisher's Z)","Fixed effect"
0.00693872,"Pooled mean (Fisher's Z)","Fixed effect"
0.0392671,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0883833,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0825824,"Pooled mean (Fisher's Z)","Fixed effect"
-0.206468,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0745173,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0147708,"Pooled mean (Fisher's Z)","Fixed effect"
-0.009953,"Pooled mean (Fisher's Z)","Fixed effect"
0.0368133,"Pooled mean (Fisher's Z)","Fixed effect"
0.195277,"Pooled mean (Fisher's Z)","Fixed effect"
-0.100259,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155514,"Pooled mean (Fisher's Z)","Fixed effect"
-0.127085,"Pooled mean (Fisher's Z)","Fixed effect"
-0.124774,"Pooled mean (Fisher's Z)","Fixed effect"
-0.207192,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0514586,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0800113,"Pooled mean (Fisher's Z)","Fixed effect"
0.122981,"Pooled mean (Fisher's Z)","Fixed effect"
0.0259163,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0273502,"Pooled mean (Fisher's Z)","Fixed effect"
-0.204511,"Pooled mean (Fisher's Z)","Fixed effect"
-0.172161,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0395861,"Pooled mean (Fisher's Z)","Fixed effect"
-0.137712,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00765552,"Pooled mean (Fisher's Z)","Fixed effect"
0.149349,"Pooled mean (Fisher's Z)","Fixed effect"
-0.156619,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0971776,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0577448,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148172,"Pooled mean (Fisher's Z)","Fixed effect"
-0.251609,"Pooled mean (Fisher's Z)","Fixed effect"
-0.10436,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0788919,"Pooled mean (Fisher's Z)","Fixed effect"
0.0406135,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0594745,"Pooled mean (Fisher's Z)","Fixed effect"
-0.10239,"Pooled mean (Fisher's Z)","Fixed effect"
0.0743422,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0104955,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0620009,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0297467,"Pooled mean (Fisher's Z)","Fixed effect"
-0.213108,"Pooled mean (Fisher's Z)","Fixed effect"
-0.22978,"Pooled mean (Fisher's Z)","Fixed effect"
-0.213871,"Pooled mean (Fisher's Z)","Fixed effect"
-0.319835,"Pooled mean (Fisher's Z)","Fixed effect"
-0.190628,"Pooled mean (Fisher's Z)","Fixed effect"
-0.115191,"Pooled mean (Fisher's Z)","Fixed effect"
-0.082844,"Pooled mean (Fisher's Z)","Fixed effect"
-0.12042,"Pooled mean (Fisher's Z)","Fixed effect"
-0.284986,"Pooled mean (Fisher's Z)","Fixed effect"
-0.357353,"Pooled mean (Fisher's Z)","Fixed effect"
-0.190965,"Pooled mean (Fisher's Z)","Fixed effect"
-0.222896,"Pooled mean (Fisher's Z)","Fixed effect"
-0.253661,"Pooled mean (Fisher's Z)","Fixed effect"
-0.175009,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0844391,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0577066,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0615314,"Pooled mean (Fisher's Z)","Fixed effect"
-0.181275,"Pooled mean (Fisher's Z)","Fixed effect"
-0.087523,"Pooled mean (Fisher's Z)","Fixed effect"
-0.274997,"Pooled mean (Fisher's Z)","Fixed effect"
-0.100825,"Pooled mean (Fisher's Z)","Fixed effect"
-0.356201,"Pooled mean (Fisher's Z)","Fixed effect"
-0.27122,"Pooled mean (Fisher's Z)","Fixed effect"
-0.251392,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0622829,"Pooled mean (Fisher's Z)","Fixed effect"
-0.5078,"Pooled mean (Fisher's Z)","Fixed effect"
-0.493107,"Pooled mean (Fisher's Z)","Fixed effect"
-0.121536,"Pooled mean (Fisher's Z)","Fixed effect"
-0.234869,"Pooled mean (Fisher's Z)","Fixed effect"
-0.300736,"Pooled mean (Fisher's Z)","Fixed effect"
0.030358,"Pooled mean (Fisher's Z)","Fixed effect"
0.0948519,"Pooled mean (Fisher's Z)","Fixed effect"
-0.154631,"Pooled mean (Fisher's Z)","Fixed effect"
0.104664,"Pooled mean (Fisher's Z)","Fixed effect"
-0.19932,"Pooled mean (Fisher's Z)","Fixed effect"
0.121065,"Pooled mean (Fisher's Z)","Fixed effect"
0.114714,"Pooled mean (Fisher's Z)","Fixed effect"
0.0542182,"Pooled mean (Fisher's Z)","Fixed effect"
0.0179991,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0653937,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0814254,"Pooled mean (Fisher's Z)","Fixed effect"
-0.169735,"Pooled mean (Fisher's Z)","Fixed effect"
-0.140301,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0635878,"Pooled mean (Fisher's Z)","Fixed effect"
-0.101747,"Pooled mean (Fisher's Z)","Fixed effect"
-0.17985,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0327043,"Pooled mean (Fisher's Z)","Fixed effect"
0.0379388,"Pooled mean (Fisher's Z)","Fixed effect"
-0.104945,"Pooled mean (Fisher's Z)","Fixed effect"
-0.238758,"Pooled mean (Fisher's Z)","Fixed effect"
-0.19149,"Pooled mean (Fisher's Z)","Fixed effect"
-0.374029,"Pooled mean (Fisher's Z)","Fixed effect"
-0.236968,"Pooled mean (Fisher's Z)","Fixed effect"
-0.322759,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0865888,"Pooled mean (Fisher's Z)","Fixed effect"
-0.176644,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119437,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0867514,"Pooled mean (Fisher's Z)","Fixed effect"
-0.203184,"Pooled mean (Fisher's Z)","Fixed effect"
0.217405,"Pooled mean (Fisher's Z)","Fixed effect"
0.0829503,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0735771,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148271,"Pooled mean (Fisher's Z)","Fixed effect"
-0.337907,"Pooled mean (Fisher's Z)","Fixed effect"
-0.380348,"Pooled mean (Fisher's Z)","Fixed effect"
-0.153699,"Pooled mean (Fisher's Z)","Fixed effect"
-0.212577,"Pooled mean (Fisher's Z)","Fixed effect"
-0.216928,"Pooled mean (Fisher's Z)","Fixed effect"
-0.168326,"Pooled mean (Fisher's Z)","Fixed effect"
-0.132931,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0864164,"Pooled mean (Fisher's Z)","Fixed effect"
-0.194792,"Pooled mean (Fisher's Z)","Fixed effect"
-0.214098,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0224653,"Pooled mean (Fisher's Z)","Fixed effect"
-0.104316,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0800413,"Pooled mean (Fisher's Z)","Fixed effect"
-0.198837,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0104125,"Pooled mean (Fisher's Z)","Fixed effect"
0.0215458,"Pooled mean (Fisher's Z)","Fixed effect"
0.179295,"Pooled mean (Fisher's Z)","Fixed effect"
-0.112643,"Pooled mean (Fisher's Z)","Fixed effect"
-0.048753,"Pooled mean (Fisher's Z)","Fixed effect"
-0.235882,"Pooled mean (Fisher's Z)","Fixed effect"
-0.298936,"Pooled mean (Fisher's Z)","Fixed effect"
-0.261981,"Pooled mean (Fisher's Z)","Fixed effect"
-0.28472,"Pooled mean (Fisher's Z)","Fixed effect"
-0.311559,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0919643,"Pooled mean (Fisher's Z)","Fixed effect"
0.0433268,"Pooled mean (Fisher's Z)","Fixed effect"
-0.207152,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0173947,"Pooled mean (Fisher's Z)","Fixed effect"
0.0223912,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150986,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0846654,"Pooled mean (Fisher's Z)","Fixed effect"
-0.275124,"Pooled mean (Fisher's Z)","Fixed effect"
-0.343758,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0413948,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0973985,"Pooled mean (Fisher's Z)","Fixed effect"
-0.100522,"Pooled mean (Fisher's Z)","Fixed effect"
0.00016419,"Pooled mean (Fisher's Z)","Fixed effect"
-0.127321,"Pooled mean (Fisher's Z)","Fixed effect"
0.0260757,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0985848,"Pooled mean (Fisher's Z)","Fixed effect"
-0.292546,"Pooled mean (Fisher's Z)","Fixed effect"
-0.14975,"Pooled mean (Fisher's Z)","Fixed effect"
-0.213111,"Pooled mean (Fisher's Z)","Fixed effect"
-0.142662,"Pooled mean (Fisher's Z)","Fixed effect"
-0.215231,"Pooled mean (Fisher's Z)","Fixed effect"
0.000209762,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0380072,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0837286,"Pooled mean (Fisher's Z)","Fixed effect"
-0.162742,"Pooled mean (Fisher's Z)","Fixed effect"
0.0101561,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0754211,"Pooled mean (Fisher's Z)","Fixed effect"
-0.164042,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00927551,"Pooled mean (Fisher's Z)","Fixed effect"
-0.186879,"Pooled mean (Fisher's Z)","Fixed effect"
-0.300073,"Pooled mean (Fisher's Z)","Fixed effect"
-0.277485,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0243687,"Pooled mean (Fisher's Z)","Fixed effect"
0.0309756,"Pooled mean (Fisher's Z)","Fixed effect"
-0.263885,"Pooled mean (Fisher's Z)","Fixed effect"
-0.220309,"Pooled mean (Fisher's Z)","Fixed effect"
-0.301601,"Pooled mean (Fisher's Z)","Fixed effect"
-0.193433,"Pooled mean (Fisher's Z)","Fixed effect"
-0.13616,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0872716,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0389136,"Pooled mean (Fisher's Z)","Fixed effect"
-0.310801,"Pooled mean (Fisher's Z)","Fixed effect"
0.0443143,"Pooled mean (Fisher's Z)","Fixed effect"
-0.010496,"Pooled mean (Fisher's Z)","Fixed effect"
-0.188966,"Pooled mean (Fisher's Z)","Fixed effect"
-0.201383,"Pooled mean (Fisher's Z)","Fixed effect"
-0.148234,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0943993,"Pooled mean (Fisher's Z)","Fixed effect"
-0.379223,"Pooled mean (Fisher's Z)","Fixed effect"
-0.198657,"Pooled mean (Fisher's Z)","Fixed effect"
-0.270714,"Pooled mean (Fisher's Z)","Fixed effect"
-0.271093,"Pooled mean (Fisher's Z)","Fixed effect"
0.155578,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0618411,"Pooled mean (Fisher's Z)","Fixed effect"
-0.000927995,"Pooled mean (Fisher's Z)","Fixed effect"
-0.2403,"Pooled mean (Fisher's Z)","Fixed effect"
-0.240722,"Pooled mean (Fisher's Z)","Fixed effect"
-0.19454,"Pooled mean (Fisher's Z)","Fixed effect"
-0.198734,"Pooled mean (Fisher's Z)","Fixed effect"
-0.274361,"Pooled mean (Fisher's Z)","Fixed effect"
-0.381088,"Pooled mean (Fisher's Z)","Fixed effect"
-0.23838,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119661,"Pooled mean (Fisher's Z)","Fixed effect"
-0.171019,"Pooled mean (Fisher's Z)","Fixed effect"
0.0825662,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0514576,"Pooled mean (Fisher's Z)","Fixed effect"
0.0431431,"Pooled mean (Fisher's Z)","Fixed effect"
-0.086457,"Pooled mean (Fisher's Z)","Fixed effect"
-0.116016,"Pooled mean (Fisher's Z)","Fixed effect"
0.0260299,"Pooled mean (Fisher's Z)","Fixed effect"
0.0352123,"Pooled mean (Fisher's Z)","Fixed effect"
0.123127,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0525585,"Pooled mean (Fisher's Z)","Fixed effect"
-0.139319,"Pooled mean (Fisher's Z)","Fixed effect"
-0.105397,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0993639,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0267495,"Pooled mean (Fisher's Z)","Fixed effect"
-0.15638,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0999676,"Pooled mean (Fisher's Z)","Fixed effect"
-0.201867,"Pooled mean (Fisher's Z)","Fixed effect"
-0.200662,"Pooled mean (Fisher's Z)","Fixed effect"
0.0910303,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0421349,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119522,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0937745,"Pooled mean (Fisher's Z)","Fixed effect"
-0.13071,"Pooled mean (Fisher's Z)","Fixed effect"
-0.234088,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0944892,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0863602,"Pooled mean (Fisher's Z)","Fixed effect"
-0.108181,"Pooled mean (Fisher's Z)","Fixed effect"
-0.120705,"Pooled mean (Fisher's Z)","Fixed effect"
-0.107992,"Pooled mean (Fisher's Z)","Fixed effect"
-0.151254,"Pooled mean (Fisher's Z)","Fixed effect"
-0.17294,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0320119,"Pooled mean (Fisher's Z)","Fixed effect"
0.0122265,"Pooled mean (Fisher's Z)","Fixed effect"
0.0723356,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0810395,"Pooled mean (Fisher's Z)","Fixed effect"
-0.166276,"Pooled mean (Fisher's Z)","Fixed effect"
-0.203001,"Pooled mean (Fisher's Z)","Fixed effect"
-0.118458,"Pooled mean (Fisher's Z)","Fixed effect"
-0.421199,"Pooled mean (Fisher's Z)","Fixed effect"
-0.124623,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0339235,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155342,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150721,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0647764,"Pooled mean (Fisher's Z)","Fixed effect"
0.0256169,"Pooled mean (Fisher's Z)","Fixed effect"
-0.179589,"Pooled mean (Fisher's Z)","Fixed effect"
-0.305852,"Pooled mean (Fisher's Z)","Fixed effect"
-0.292804,"Pooled mean (Fisher's Z)","Fixed effect"
-0.31626,"Pooled mean (Fisher's Z)","Fixed effect"
-0.242038,"Pooled mean (Fisher's Z)","Fixed effect"
-0.243855,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0788378,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0923947,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0858971,"Pooled mean (Fisher's Z)","Fixed effect"
-0.104596,"Pooled mean (Fisher's Z)","Fixed effect"
-0.123979,"Pooled mean (Fisher's Z)","Fixed effect"
-0.149576,"Pooled mean (Fisher's Z)","Fixed effect"
-0.229961,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0615565,"Pooled mean (Fisher's Z)","Fixed effect"
-0.175168,"Pooled mean (Fisher's Z)","Fixed effect"
-0.497985,"Pooled mean (Fisher's Z)","Fixed effect"
-0.26967,"Pooled mean (Fisher's Z)","Fixed effect"
-0.229097,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0550564,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0447421,"Pooled mean (Fisher's Z)","Fixed effect"
-0.112144,"Pooled mean (Fisher's Z)","Fixed effect"
-0.199027,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0679636,"Pooled mean (Fisher's Z)","Fixed effect"
0.394046,"Pooled mean (Fisher's Z)","Fixed effect"
8.40541e-05,"Pooled mean (Fisher's Z)","Fixed effect"
0.0478224,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00573853,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0145057,"Pooled mean (Fisher's Z)","Fixed effect"
-0.188967,"Pooled mean (Fisher's Z)","Fixed effect"
0.0419405,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0536116,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119311,"Pooled mean (Fisher's Z)","Fixed effect"
-0.140179,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00189705,"Pooled mean (Fisher's Z)","Fixed effect"
-0.31471,"Pooled mean (Fisher's Z)","Fixed effect"
-0.400649,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0222553,"Pooled mean (Fisher's Z)","Fixed effect"
-0.16749,"Pooled mean (Fisher's Z)","Fixed effect"
-0.196333,"Pooled mean (Fisher's Z)","Fixed effect"
-0.159636,"Pooled mean (Fisher's Z)","Fixed effect"
0.194901,"Pooled mean (Fisher's Z)","Fixed effect"
-0.067949,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0892123,"Pooled mean (Fisher's Z)","Fixed effect"
-0.169803,"Pooled mean (Fisher's Z)","Fixed effect"
-0.35759,"Pooled mean (Fisher's Z)","Fixed effect"
-0.280063,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0944971,"Pooled mean (Fisher's Z)","Fixed effect"
-0.143916,"Pooled mean (Fisher's Z)","Fixed effect"
-0.108757,"Pooled mean (Fisher's Z)","Fixed effect"
-0.108193,"Pooled mean (Fisher's Z)","Fixed effect"
-0.123122,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0390961,"Pooled mean (Fisher's Z)","Fixed effect"
0.0638866,"Pooled mean (Fisher's Z)","Fixed effect"
-0.333642,"Pooled mean (Fisher's Z)","Fixed effect"
0.131511,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00411439,"Pooled mean (Fisher's Z)","Fixed effect"
0.0876638,"Pooled mean (Fisher's Z)","Fixed effect"
-0.12995,"Pooled mean (Fisher's Z)","Fixed effect"
-0.177268,"Pooled mean (Fisher's Z)","Fixed effect"
-0.228828,"Pooled mean (Fisher's Z)","Fixed effect"
-0.306909,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0722634,"Pooled mean (Fisher's Z)","Fixed effect"
-0.202718,"Pooled mean (Fisher's Z)","Fixed effect"
-0.147466,"Pooled mean (Fisher's Z)","Fixed effect"
-0.143763,"Pooled mean (Fisher's Z)","Fixed effect"
0.00710097,"Pooled mean (Fisher's Z)","Fixed effect"
0.0578041,"Pooled mean (Fisher's Z)","Fixed effect"
0.0497299,"Pooled mean (Fisher's Z)","Fixed effect"
0.201296,"Pooled mean (Fisher's Z)","Fixed effect"
0.235845,"Pooled mean (Fisher's Z)","Fixed effect"
-0.181012,"Pooled mean (Fisher's Z)","Fixed effect"
-0.149754,"Pooled mean (Fisher's Z)","Fixed effect"
0.015871,"Pooled mean (Fisher's Z)","Fixed effect"
0.132106,"Pooled mean (Fisher's Z)","Fixed effect"
-0.397478,"Pooled mean (Fisher's Z)","Fixed effect"
-0.352662,"Pooled mean (Fisher's Z)","Fixed effect"
-0.288781,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150348,"Pooled mean (Fisher's Z)","Fixed effect"
-0.136165,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0921633,"Pooled mean (Fisher's Z)","Fixed effect"
0.063537,"Pooled mean (Fisher's Z)","Fixed effect"
-0.196303,"Pooled mean (Fisher's Z)","Fixed effect"
-0.108561,"Pooled mean (Fisher's Z)","Fixed effect"
-0.2748,"Pooled mean (Fisher's Z)","Fixed effect"
-0.28676,"Pooled mean (Fisher's Z)","Fixed effect"
-0.125272,"Pooled mean (Fisher's Z)","Fixed effect"
-0.163913,"Pooled mean (Fisher's Z)","Fixed effect"
-0.305746,"Pooled mean (Fisher's Z)","Fixed effect"
-0.319003,"Pooled mean (Fisher's Z)","Fixed effect"
-0.317036,"Pooled mean (Fisher's Z)","Fixed effect"
-0.216982,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155179,"Pooled mean (Fisher's Z)","Fixed effect"
0.00515073,"Pooled mean (Fisher's Z)","Fixed effect"
0.0844481,"Pooled mean (Fisher's Z)","Fixed effect"
0.176502,"Pooled mean (Fisher's Z)","Fixed effect"
0.235439,"Pooled mean (Fisher's Z)","Fixed effect"
0.0307274,"Pooled mean (Fisher's Z)","Fixed effect"
-0.103615,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00175204,"Pooled mean (Fisher's Z)","Fixed effect"
-0.175303,"Pooled mean (Fisher's Z)","Fixed effect"
-0.125728,"Pooled mean (Fisher's Z)","Fixed effect"
-0.883179,"Pooled mean (Fisher's Z)","Fixed effect"
-0.261576,"Pooled mean (Fisher's Z)","Fixed effect"
-0.182026,"Pooled mean (Fisher's Z)","Fixed effect"
-0.177163,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0747804,"Pooled mean (Fisher's Z)","Fixed effect"
-0.141131,"Pooled mean (Fisher's Z)","Fixed effect"
-0.133788,"Pooled mean (Fisher's Z)","Fixed effect"
-0.284713,"Pooled mean (Fisher's Z)","Fixed effect"
-0.132049,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0478526,"Pooled mean (Fisher's Z)","Fixed effect"
-0.305242,"Pooled mean (Fisher's Z)","Fixed effect"
-0.24452,"Pooled mean (Fisher's Z)","Fixed effect"
-0.193259,"Pooled mean (Fisher's Z)","Fixed effect"
-0.267584,"Pooled mean (Fisher's Z)","Fixed effect"
-0.141153,"Pooled mean (Fisher's Z)","Fixed effect"
-0.123957,"Pooled mean (Fisher's Z)","Fixed effect"
-0.219991,"Pooled mean (Fisher's Z)","Fixed effect"
-0.182293,"Pooled mean (Fisher's Z)","Fixed effect"
-0.330704,"Pooled mean (Fisher's Z)","Fixed effect"
-0.278399,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0724689,"Pooled mean (Fisher's Z)","Fixed effect"
-0.171735,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0416852,"Pooled mean (Fisher's Z)","Fixed effect"
-0.090938,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0167041,"Pooled mean (Fisher's Z)","Fixed effect"
-0.213572,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00673792,"Pooled mean (Fisher's Z)","Fixed effect"
-0.163599,"Pooled mean (Fisher's Z)","Fixed effect"
-0.169274,"Pooled mean (Fisher's Z)","Fixed effect"
-0.230348,"Pooled mean (Fisher's Z)","Fixed effect"
