"value","parameter","panel"
-0.0204252,"Intercept (Fisher's Z)","Fixed effect"
-0.2331,"Intercept (Fisher's Z)","Fixed effect"
-0.42384,"Intercept (Fisher's Z)","Fixed effect"
-0.341551,"Intercept (Fisher's Z)","Fixed effect"
-0.236392,"Intercept (Fisher's Z)","Fixed effect"
-0.00623252,"Intercept (Fisher's Z)","Fixed effect"
-0.244894,"Intercept (Fisher's Z)","Fixed effect"
-0.0825569,"Intercept (Fisher's Z)","Fixed effect"
-0.161105,"Intercept (Fisher's Z)","Fixed effect"
-0.272144,"Intercept (Fisher's Z)","Fixed effect"
0.221571,"Intercept (Fisher's Z)","Fixed effect"
0.184009,"Intercept (Fisher's Z)","Fixed effect"
0.0661626,"Intercept (Fisher's Z)","Fixed effect"
-0.126559,"Intercept (Fisher's Z)","Fixed effect"
-0.255031,"Intercept (Fisher's Z)","Fixed effect"
-0.145408,"Intercept (Fisher's Z)","Fixed effect"
-0.217797,"Intercept (Fisher's Z)","Fixed effect"
-0.220681,"Intercept (Fisher's Z)","Fixed effect"
-0.0889992,"Intercept (Fisher's Z)","Fixed effect"
-0.186182,"Intercept (Fisher's Z)","Fixed effect"
-0.079664,"Intercept (Fisher's Z)","Fixed effect"
-0.1729,"Intercept (Fisher's Z)","Fixed effect"
-0.22797,"Intercept (Fisher's Z)","Fixed effect"
-0.0775562,"Intercept (Fisher's Z)","Fixed effect"
0.107616,"Intercept (Fisher's Z)","Fixed effect"
-0.131937,"Intercept (Fisher's Z)","Fixed effect"
-0.154913,"Intercept (Fisher's Z)","Fixed effect"
-0.250744,"Intercept (Fisher's Z)","Fixed effect"
-0.201227,"Intercept (Fisher's Z)","Fixed effect"
-0.231817,"Intercept (Fisher's Z)","Fixed effect"
-0.0225758,"Intercept (Fisher's Z)","Fixed effect"
-0.153039,"Intercept (Fisher's Z)","Fixed effect"
0.0624032,"Intercept (Fisher's Z)","Fixed effect"
-0.327012,"Intercept (Fisher's Z)","Fixed effect"
-0.0462224,"Intercept (Fisher's Z)","Fixed effect"
-0.0302381,"Intercept (Fisher's Z)","Fixed effect"
-0.148818,"Intercept (Fisher's Z)","Fixed effect"
-0.367356,"Intercept (Fisher's Z)","Fixed effect"
-0.123684,"Intercept (Fisher's Z)","Fixed effect"
-0.0962165,"Intercept (Fisher's Z)","Fixed effect"
0.0101774,"Intercept (Fisher's Z)","Fixed effect"
-0.0954248,"Intercept (Fisher's Z)","Fixed effect"
-0.133859,"Intercept (Fisher's Z)","Fixed effect"
-0.0699527,"Intercept (Fisher's Z)","Fixed effect"
-0.0433298,"Intercept (Fisher's Z)","Fixed effect"
-0.17857,"Intercept (Fisher's Z)","Fixed effect"
-0.0387813,"Intercept (Fisher's Z)","Fixed effect"
0.140046,"Intercept (Fisher's Z)","Fixed effect"
0.0709839,"Intercept (Fisher's Z)","Fixed effect"
-0.129292,"Intercept (Fisher's Z)","Fixed effect"
-0.154123,"Intercept (Fisher's Z)","Fixed effect"
-0.223853,"Intercept (Fisher's Z)","Fixed effect"
-0.174566,"Intercept (Fisher's Z)","Fixed effect"
-0.29814,"Intercept (Fisher's Z)","Fixed effect"
-0.206414,"Intercept (Fisher's Z)","Fixed effect"
-0.286004,"Intercept (Fisher's Z)","Fixed effect"
-0.261498,"Intercept (Fisher's Z)","Fixed effect"
-0.0671088,"Intercept (Fisher's Z)","Fixed effect"
-0.174706,"Intercept (Fisher's Z)","Fixed effect"
-0.0460883,"Intercept (Fisher's Z)","Fixed effect"
-0.0864176,"Intercept (Fisher's Z)","Fixed effect"
-0.193549,"Intercept (Fisher's Z)","Fixed effect"
-0.170024,"Intercept (Fisher's Z)","Fixed effect"
-0.197287,"Intercept (Fisher's Z)","Fixed effect"
-0.182732,"Intercept (Fisher's Z)","Fixed effect"
-0.144336,"Intercept (Fisher's Z)","Fixed effect"
-0.0660887,"Intercept (Fisher's Z)","Fixed effect"
-0.296071,"Intercept (Fisher's Z)","Fixed effect"
-0.151121,"Intercept (Fisher's Z)","Fixed effect"
-0.157415,"Intercept (Fisher's Z)","Fixed effect"
-0.119452,"Intercept (Fisher's Z)","Fixed effect"
0.049106,"Intercept (Fisher's Z)","Fixed effect"
-0.117254,"Intercept (Fisher's Z)","Fixed effect"
-0.19709,"Intercept (Fisher's Z)","Fixed effect"
-0.0791676,"Intercept (Fisher's Z)","Fixed effect"
-0.106516,"Intercept (Fisher's Z)","Fixed effect"
-0.0905778,"Intercept (Fisher's Z)","Fixed effect"
-0.0992741,"Intercept (Fisher's Z)","Fixed effect"
-0.0293852,"Intercept (Fisher's Z)","Fixed effect"
-0.0711441,"Intercept (Fisher's Z)","Fixed effect"
-0.0505478,"Intercept (Fisher's Z)","Fixed effect"
-0.146297,"Intercept (Fisher's Z)","Fixed effect"
-0.118069,"Intercept (Fisher's Z)","Fixed effect"
-0.0975335,"Intercept (Fisher's Z)","Fixed effect"
-0.146816,"Intercept (Fisher's Z)","Fixed effect"
-0.189667,"Intercept (Fisher's Z)","Fixed effect"
-0.277906,"Intercept (Fisher's Z)","Fixed effect"
0.0194493,"Intercept (Fisher's Z)","Fixed effect"
-0.304,"Intercept (Fisher's Z)","Fixed effect"
-0.063019,"Intercept (Fisher's Z)","Fixed effect"
-0.232146,"Intercept (Fisher's Z)","Fixed effect"
-0.271251,"Intercept (Fisher's Z)","Fixed effect"
-0.517659,"Intercept (Fisher's Z)","Fixed effect"
-0.23323,"Intercept (Fisher's Z)","Fixed effect"
-0.0749077,"Intercept (Fisher's Z)","Fixed effect"
-0.267158,"Intercept (Fisher's Z)","Fixed effect"
0.0604373,"Intercept (Fisher's Z)","Fixed effect"
-0.234711,"Intercept (Fisher's Z)","Fixed effect"
-0.262027,"Intercept (Fisher's Z)","Fixed effect"
-0.00241408,"Intercept (Fisher's Z)","Fixed effect"
-0.0573,"Intercept (Fisher's Z)","Fixed effect"
0.0014899,"Intercept (Fisher's Z)","Fixed effect"
-0.146617,"Intercept (Fisher's Z)","Fixed effect"
0.146702,"Intercept (Fisher's Z)","Fixed effect"
0.240813,"Intercept (Fisher's Z)","Fixed effect"
0.232347,"Intercept (Fisher's Z)","Fixed effect"
0.00378769,"Intercept (Fisher's Z)","Fixed effect"
-0.232463,"Intercept (Fisher's Z)","Fixed effect"
-0.142255,"Intercept (Fisher's Z)","Fixed effect"
-0.0488166,"Intercept (Fisher's Z)","Fixed effect"
-0.227555,"Intercept (Fisher's Z)","Fixed effect"
0.0144272,"Intercept (Fisher's Z)","Fixed effect"
-0.206723,"Intercept (Fisher's Z)","Fixed effect"
-0.0437383,"Intercept (Fisher's Z)","Fixed effect"
-0.0453255,"Intercept (Fisher's Z)","Fixed effect"
0.176517,"Intercept (Fisher's Z)","Fixed effect"
0.325632,"Intercept (Fisher's Z)","Fixed effect"
0.0376478,"Intercept (Fisher's Z)","Fixed effect"
-0.314549,"Intercept (Fisher's Z)","Fixed effect"
0.0180418,"Intercept (Fisher's Z)","Fixed effect"
-0.172977,"Intercept (Fisher's Z)","Fixed effect"
-0.293842,"Intercept (Fisher's Z)","Fixed effect"
0.0734949,"Intercept (Fisher's Z)","Fixed effect"
-0.249868,"Intercept (Fisher's Z)","Fixed effect"
-0.338271,"Intercept (Fisher's Z)","Fixed effect"
-0.105223,"Intercept (Fisher's Z)","Fixed effect"
-0.194327,"Intercept (Fisher's Z)","Fixed effect"
-0.0544271,"Intercept (Fisher's Z)","Fixed effect"
-0.126729,"Intercept (Fisher's Z)","Fixed effect"
0.0296505,"Intercept (Fisher's Z)","Fixed effect"
-0.317674,"Intercept (Fisher's Z)","Fixed effect"
-0.148344,"Intercept (Fisher's Z)","Fixed effect"
-0.200722,"Intercept (Fisher's Z)","Fixed effect"
-0.126076,"Intercept (Fisher's Z)","Fixed effect"
-0.0127525,"Intercept (Fisher's Z)","Fixed effect"
-0.0425379,"Intercept (Fisher's Z)","Fixed effect"
-0.302013,"Intercept (Fisher's Z)","Fixed effect"
-0.155121,"Intercept (Fisher's Z)","Fixed effect"
-0.202061,"Intercept (Fisher's Z)","Fixed effect"
-0.245465,"Intercept (Fisher's Z)","Fixed effect"
-0.182883,"Intercept (Fisher's Z)","Fixed effect"
-0.239704,"Intercept (Fisher's Z)","Fixed effect"
0.105653,"Intercept (Fisher's Z)","Fixed effect"
-0.127972,"Intercept (Fisher's Z)","Fixed effect"
-0.0322189,"Intercept (Fisher's Z)","Fixed effect"
-0.00718949,"Intercept (Fisher's Z)","Fixed effect"
-0.174799,"Intercept (Fisher's Z)","Fixed effect"
-0.294972,"Intercept (Fisher's Z)","Fixed effect"
-0.174582,"Intercept (Fisher's Z)","Fixed effect"
-0.185004,"Intercept (Fisher's Z)","Fixed effect"
-0.204861,"Intercept (Fisher's Z)","Fixed effect"
-0.135505,"Intercept (Fisher's Z)","Fixed effect"
-0.0136449,"Intercept (Fisher's Z)","Fixed effect"
-0.144573,"Intercept (Fisher's Z)","Fixed effect"
-0.164901,"Intercept (Fisher's Z)","Fixed effect"
-0.189149,"Intercept (Fisher's Z)","Fixed effect"
-0.17277,"Intercept (Fisher's Z)","Fixed effect"
-0.153864,"Intercept (Fisher's Z)","Fixed effect"
-0.215207,"Intercept (Fisher's Z)","Fixed effect"
-0.502673,"Intercept (Fisher's Z)","Fixed effect"
-0.442011,"Intercept (Fisher's Z)","Fixed effect"
0.240012,"Intercept (Fisher's Z)","Fixed effect"
0.178849,"Intercept (Fisher's Z)","Fixed effect"
-0.255148,"Intercept (Fisher's Z)","Fixed effect"
-0.167857,"Intercept (Fisher's Z)","Fixed effect"
-0.604713,"Intercept (Fisher's Z)","Fixed effect"
-0.440159,"Intercept (Fisher's Z)","Fixed effect"
-0.107046,"Intercept (Fisher's Z)","Fixed effect"
-0.161542,"Intercept (Fisher's Z)","Fixed effect"
-0.14871,"Intercept (Fisher's Z)","Fixed effect"
-0.220755,"Intercept (Fisher's Z)","Fixed effect"
-0.20504,"Intercept (Fisher's Z)","Fixed effect"
-0.203091,"Intercept (Fisher's Z)","Fixed effect"
-0.125318,"Intercept (Fisher's Z)","Fixed effect"
-0.0314344,"Intercept (Fisher's Z)","Fixed effect"
-0.258498,"Intercept (Fisher's Z)","Fixed effect"
-0.137534,"Intercept (Fisher's Z)","Fixed effect"
-0.0827053,"Intercept (Fisher's Z)","Fixed effect"
-0.229182,"Intercept (Fisher's Z)","Fixed effect"
-0.241575,"Intercept (Fisher's Z)","Fixed effect"
-0.0810398,"Intercept (Fisher's Z)","Fixed effect"
0.0257784,"Intercept (Fisher's Z)","Fixed effect"
-0.215739,"Intercept (Fisher's Z)","Fixed effect"
-0.0861593,"Intercept (Fisher's Z)","Fixed effect"
-0.247535,"Intercept (Fisher's Z)","Fixed effect"
-0.219339,"Intercept (Fisher's Z)","Fixed effect"
-0.100288,"Intercept (Fisher's Z)","Fixed effect"
0.00398161,"Intercept (Fisher's Z)","Fixed effect"
-0.113235,"Intercept (Fisher's Z)","Fixed effect"
-0.0867067,"Intercept (Fisher's Z)","Fixed effect"
-0.207678,"Intercept (Fisher's Z)","Fixed effect"
-0.172656,"Intercept (Fisher's Z)","Fixed effect"
-0.227111,"Intercept (Fisher's Z)","Fixed effect"
-0.238276,"Intercept (Fisher's Z)","Fixed effect"
-0.0225486,"Intercept (Fisher's Z)","Fixed effect"
-0.0630893,"Intercept (Fisher's Z)","Fixed effect"
-0.032135,"Intercept (Fisher's Z)","Fixed effect"
-0.0053738,"Intercept (Fisher's Z)","Fixed effect"
-0.144303,"Intercept (Fisher's Z)","Fixed effect"
-0.460244,"Intercept (Fisher's Z)","Fixed effect"
-0.32474,"Intercept (Fisher's Z)","Fixed effect"
-0.26949,"Intercept (Fisher's Z)","Fixed effect"
-0.216867,"Intercept (Fisher's Z)","Fixed effect"
-0.0931282,"Intercept (Fisher's Z)","Fixed effect"
-0.406475,"Intercept (Fisher's Z)","Fixed effect"
-0.155273,"Intercept (Fisher's Z)","Fixed effect"
0.0057085,"Intercept (Fisher's Z)","Fixed effect"
-0.0410616,"Intercept (Fisher's Z)","Fixed effect"
-0.0911499,"Intercept (Fisher's Z)","Fixed effect"
-0.162399,"Intercept (Fisher's Z)","Fixed effect"
-0.0907423,"Intercept (Fisher's Z)","Fixed effect"
-0.137244,"Intercept (Fisher's Z)","Fixed effect"
-0.0932376,"Intercept (Fisher's Z)","Fixed effect"
-0.115978,"Intercept (Fisher's Z)","Fixed effect"
-0.155946,"Intercept (Fisher's Z)","Fixed effect"
-0.169425,"Intercept (Fisher's Z)","Fixed effect"
0.0381269,"Intercept (Fisher's Z)","Fixed effect"
2.27735e-05,"Intercept (Fisher's Z)","Fixed effect"
0.0956042,"Intercept (Fisher's Z)","Fixed effect"
-0.276316,"Intercept (Fisher's Z)","Fixed effect"
-0.461137,"Intercept (Fisher's Z)","Fixed effect"
-0.20412,"Intercept (Fisher's Z)","Fixed effect"
-0.15007,"Intercept (Fisher's Z)","Fixed effect"
-0.138353,"Intercept (Fisher's Z)","Fixed effect"
-0.137108,"Intercept (Fisher's Z)","Fixed effect"
-0.094141,"Intercept (Fisher's Z)","Fixed effect"
-0.188833,"Intercept (Fisher's Z)","Fixed effect"
-0.270689,"Intercept (Fisher's Z)","Fixed effect"
-0.0706601,"Intercept (Fisher's Z)","Fixed effect"
-0.226612,"Intercept (Fisher's Z)","Fixed effect"
-0.264314,"Intercept (Fisher's Z)","Fixed effect"
-0.150181,"Intercept (Fisher's Z)","Fixed effect"
-0.133824,"Intercept (Fisher's Z)","Fixed effect"
-0.201555,"Intercept (Fisher's Z)","Fixed effect"
-0.00161045,"Intercept (Fisher's Z)","Fixed effect"
-0.267982,"Intercept (Fisher's Z)","Fixed effect"
0.0191949,"Intercept (Fisher's Z)","Fixed effect"
0.10242,"Intercept (Fisher's Z)","Fixed effect"
-0.198873,"Intercept (Fisher's Z)","Fixed effect"
-0.20912,"Intercept (Fisher's Z)","Fixed effect"
-0.12953,"Intercept (Fisher's Z)","Fixed effect"
-0.109245,"Intercept (Fisher's Z)","Fixed effect"
-0.185723,"Intercept (Fisher's Z)","Fixed effect"
-0.315273,"Intercept (Fisher's Z)","Fixed effect"
0.0613199,"Intercept (Fisher's Z)","Fixed effect"
-0.300522,"Intercept (Fisher's Z)","Fixed effect"
-0.221806,"Intercept (Fisher's Z)","Fixed effect"
-0.314238,"Intercept (Fisher's Z)","Fixed effect"
-0.0639114,"Intercept (Fisher's Z)","Fixed effect"
-0.0938327,"Intercept (Fisher's Z)","Fixed effect"
-0.0740049,"Intercept (Fisher's Z)","Fixed effect"
-0.0647753,"Intercept (Fisher's Z)","Fixed effect"
-0.110939,"Intercept (Fisher's Z)","Fixed effect"
-0.167443,"Intercept (Fisher's Z)","Fixed effect"
-0.0799346,"Intercept (Fisher's Z)","Fixed effect"
-0.028862,"Intercept (Fisher's Z)","Fixed effect"
-0.201345,"Intercept (Fisher's Z)","Fixed effect"
-0.090273,"Intercept (Fisher's Z)","Fixed effect"
-0.423039,"Intercept (Fisher's Z)","Fixed effect"
0.0848223,"Intercept (Fisher's Z)","Fixed effect"
-0.0991263,"Intercept (Fisher's Z)","Fixed effect"
-0.0650005,"Intercept (Fisher's Z)","Fixed effect"
-0.0136836,"Intercept (Fisher's Z)","Fixed effect"
-0.204734,"Intercept (Fisher's Z)","Fixed effect"
-0.233903,"Intercept (Fisher's Z)","Fixed effect"
0.0509875,"Intercept (Fisher's Z)","Fixed effect"
0.141185,"Intercept (Fisher's Z)","Fixed effect"
0.0510144,"Intercept (Fisher's Z)","Fixed effect"
0.0652002,"Intercept (Fisher's Z)","Fixed effect"
0.0171561,"Intercept (Fisher's Z)","Fixed effect"
-0.215397,"Intercept (Fisher's Z)","Fixed effect"
-0.0165856,"Intercept (Fisher's Z)","Fixed effect"
0.0186507,"Intercept (Fisher's Z)","Fixed effect"
-0.317098,"Intercept (Fisher's Z)","Fixed effect"
-0.0163269,"Intercept (Fisher's Z)","Fixed effect"
-0.320801,"Intercept (Fisher's Z)","Fixed effect"
0.221648,"Intercept (Fisher's Z)","Fixed effect"
-0.00649319,"Intercept (Fisher's Z)","Fixed effect"
-0.0391903,"Intercept (Fisher's Z)","Fixed effect"
-0.0932797,"Intercept (Fisher's Z)","Fixed effect"
-0.16536,"Intercept (Fisher's Z)","Fixed effect"
-0.124256,"Intercept (Fisher's Z)","Fixed effect"
-0.111994,"Intercept (Fisher's Z)","Fixed effect"
-0.089674,"Intercept (Fisher's Z)","Fixed effect"
0.0322942,"Intercept (Fisher's Z)","Fixed effect"
-0.0331523,"Intercept (Fisher's Z)","Fixed effect"
-0.0192777,"Intercept (Fisher's Z)","Fixed effect"
-0.0571928,"Intercept (Fisher's Z)","Fixed effect"
-0.352167,"Intercept (Fisher's Z)","Fixed effect"
-0.266073,"Intercept (Fisher's Z)","Fixed effect"
-0.00101763,"Intercept (Fisher's Z)","Fixed effect"
-0.0203865,"Intercept (Fisher's Z)","Fixed effect"
-0.0161365,"Intercept (Fisher's Z)","Fixed effect"
-0.307003,"Intercept (Fisher's Z)","Fixed effect"
-0.247059,"Intercept (Fisher's Z)","Fixed effect"
-0.251208,"Intercept (Fisher's Z)","Fixed effect"
-0.283708,"Intercept (Fisher's Z)","Fixed effect"
-0.0825981,"Intercept (Fisher's Z)","Fixed effect"
-0.188025,"Intercept (Fisher's Z)","Fixed effect"
-0.136231,"Intercept (Fisher's Z)","Fixed effect"
-0.158873,"Intercept (Fisher's Z)","Fixed effect"
-0.0842875,"Intercept (Fisher's Z)","Fixed effect"
-0.148912,"Intercept (Fisher's Z)","Fixed effect"
-0.143852,"Intercept (Fisher's Z)","Fixed effect"
-0.143338,"Intercept (Fisher's Z)","Fixed effect"
-0.200761,"Intercept (Fisher's Z)","Fixed effect"
-0.0740742,"Intercept (Fisher's Z)","Fixed effect"
-0.142661,"Intercept (Fisher's Z)","Fixed effect"
-0.165502,"Intercept (Fisher's Z)","Fixed effect"
-0.154706,"Intercept (Fisher's Z)","Fixed effect"
-0.239156,"Intercept (Fisher's Z)","Fixed effect"
-0.0350331,"Intercept (Fisher's Z)","Fixed effect"
-0.246669,"Intercept (Fisher's Z)","Fixed effect"
-0.305438,"Intercept (Fisher's Z)","Fixed effect"
-0.296174,"Intercept (Fisher's Z)","Fixed effect"
-0.584019,"Intercept (Fisher's Z)","Fixed effect"
-0.481227,"Intercept (Fisher's Z)","Fixed effect"
-0.516679,"Intercept (Fisher's Z)","Fixed effect"
-0.610592,"Intercept (Fisher's Z)","Fixed effect"
-0.648523,"Intercept (Fisher's Z)","Fixed effect"
-0.497562,"Intercept (Fisher's Z)","Fixed effect"
-0.457373,"Intercept (Fisher's Z)","Fixed effect"
-0.308212,"Intercept (Fisher's Z)","Fixed effect"
-0.112484,"Intercept (Fisher's Z)","Fixed effect"
-0.116984,"Intercept (Fisher's Z)","Fixed effect"
-0.291437,"Intercept (Fisher's Z)","Fixed effect"
-0.111097,"Intercept (Fisher's Z)","Fixed effect"
-0.129962,"Intercept (Fisher's Z)","Fixed effect"
-0.115946,"Intercept (Fisher's Z)","Fixed effect"
-0.0873758,"Intercept (Fisher's Z)","Fixed effect"
-0.0700411,"Intercept (Fisher's Z)","Fixed effect"
-0.179008,"Intercept (Fisher's Z)","Fixed effect"
-0.07255,"Intercept (Fisher's Z)","Fixed effect"
-0.229413,"Intercept (Fisher's Z)","Fixed effect"
-0.0861426,"Intercept (Fisher's Z)","Fixed effect"
-0.145609,"Intercept (Fisher's Z)","Fixed effect"
-0.233594,"Intercept (Fisher's Z)","Fixed effect"
-0.103482,"Intercept (Fisher's Z)","Fixed effect"
-0.0816372,"Intercept (Fisher's Z)","Fixed effect"
-0.100466,"Intercept (Fisher's Z)","Fixed effect"
-0.235946,"Intercept (Fisher's Z)","Fixed effect"
-0.269715,"Intercept (Fisher's Z)","Fixed effect"
-0.325052,"Intercept (Fisher's Z)","Fixed effect"
-0.0201239,"Intercept (Fisher's Z)","Fixed effect"
-0.227434,"Intercept (Fisher's Z)","Fixed effect"
-0.122168,"Intercept (Fisher's Z)","Fixed effect"
-0.184259,"Intercept (Fisher's Z)","Fixed effect"
-0.235409,"Intercept (Fisher's Z)","Fixed effect"
-0.149755,"Intercept (Fisher's Z)","Fixed effect"
-0.220408,"Intercept (Fisher's Z)","Fixed effect"
-0.112309,"Intercept (Fisher's Z)","Fixed effect"
-0.190588,"Intercept (Fisher's Z)","Fixed effect"
-0.201237,"Intercept (Fisher's Z)","Fixed effect"
0.0724478,"Intercept (Fisher's Z)","Fixed effect"
0.181907,"Intercept (Fisher's Z)","Fixed effect"
0.038237,"Intercept (Fisher's Z)","Fixed effect"
-0.304423,"Intercept (Fisher's Z)","Fixed effect"
-0.421457,"Intercept (Fisher's Z)","Fixed effect"
-0.506937,"Intercept (Fisher's Z)","Fixed effect"
0.0217616,"Intercept (Fisher's Z)","Fixed effect"
-0.0663863,"Intercept (Fisher's Z)","Fixed effect"
-0.204704,"Intercept (Fisher's Z)","Fixed effect"
-0.194097,"Intercept (Fisher's Z)","Fixed effect"
-0.133736,"Intercept (Fisher's Z)","Fixed effect"
-0.342956,"Intercept (Fisher's Z)","Fixed effect"
-0.100064,"Intercept (Fisher's Z)","Fixed effect"
-0.243945,"Intercept (Fisher's Z)","Fixed effect"
-0.0410335,"Intercept (Fisher's Z)","Fixed effect"
-0.121944,"Intercept (Fisher's Z)","Fixed effect"
-0.158885,"Intercept (Fisher's Z)","Fixed effect"
0.0143335,"Intercept (Fisher's Z)","Fixed effect"
0.0812831,"Intercept (Fisher's Z)","Fixed effect"
-0.115352,"Intercept (Fisher's Z)","Fixed effect"
0.00465565,"Intercept (Fisher's Z)","Fixed effect"
-0.0560944,"Intercept (Fisher's Z)","Fixed effect"
-0.180935,"Intercept (Fisher's Z)","Fixed effect"
-0.0558147,"Intercept (Fisher's Z)","Fixed effect"
-0.367374,"Intercept (Fisher's Z)","Fixed effect"
0.0640102,"Intercept (Fisher's Z)","Fixed effect"
-0.0643281,"Intercept (Fisher's Z)","Fixed effect"
-0.304896,"Intercept (Fisher's Z)","Fixed effect"
-0.0500167,"Intercept (Fisher's Z)","Fixed effect"
0.0100132,"Intercept (Fisher's Z)","Fixed effect"
-0.159402,"Intercept (Fisher's Z)","Fixed effect"
-0.364203,"Intercept (Fisher's Z)","Fixed effect"
-0.104974,"Intercept (Fisher's Z)","Fixed effect"
-0.056394,"Intercept (Fisher's Z)","Fixed effect"
-0.0688201,"Intercept (Fisher's Z)","Fixed effect"
-0.391783,"Intercept (Fisher's Z)","Fixed effect"
-0.412814,"Intercept (Fisher's Z)","Fixed effect"
0.085561,"Intercept (Fisher's Z)","Fixed effect"
0.00577421,"Intercept (Fisher's Z)","Fixed effect"
-0.199784,"Intercept (Fisher's Z)","Fixed effect"
-0.00553032,"Intercept (Fisher's Z)","Fixed effect"
-0.388311,"Intercept (Fisher's Z)","Fixed effect"
-0.239491,"Intercept (Fisher's Z)","Fixed effect"
-0.124793,"Intercept (Fisher's Z)","Fixed effect"
-0.109242,"Intercept (Fisher's Z)","Fixed effect"
0.148135,"Intercept (Fisher's Z)","Fixed effect"
-0.183264,"Intercept (Fisher's Z)","Fixed effect"
-0.0430614,"Intercept (Fisher's Z)","Fixed effect"
0.00448433,"Intercept (Fisher's Z)","Fixed effect"
-0.300144,"Intercept (Fisher's Z)","Fixed effect"
-0.0755148,"Intercept (Fisher's Z)","Fixed effect"
-0.0990254,"Intercept (Fisher's Z)","Fixed effect"
-0.197082,"Intercept (Fisher's Z)","Fixed effect"
-0.33024,"Intercept (Fisher's Z)","Fixed effect"
-0.255813,"Intercept (Fisher's Z)","Fixed effect"
-0.185529,"Intercept (Fisher's Z)","Fixed effect"
0.116601,"Intercept (Fisher's Z)","Fixed effect"
0.224539,"Intercept (Fisher's Z)","Fixed effect"
0.0894822,"Intercept (Fisher's Z)","Fixed effect"
0.0635789,"Intercept (Fisher's Z)","Fixed effect"
