"parameter","rhat","ess_bulk","ess_tail"
"r_id[126,Intercept]",1.00011243191629,26108.7543261012,12158.1590753429
"r_id[127,Intercept]",1.00009471248576,17736.7364688545,12505.2067476417
"r_id[128,Intercept]",1.00014415125481,28636.0488518597,12511.7916487185
"r_id[129,Intercept]",1.00051315790522,29547.3751304271,11543.5085576161
"r_id[130,Intercept]",1.00027482383561,32742.4570508542,12082.2728373928
"r_id[131,Intercept]",1.00022188102989,30614.8904223839,12100.8007880028
"r_id[132,Intercept]",1.00017114950007,22973.2710978332,11780.7214590438
"r_id[133,Intercept]",1.00044592935932,30679.0915717669,11853.7674373009
"r_id[134,Intercept]",1.00034168222591,14263.7429941098,12300.6409441762
"r_id[135,Intercept]",1.00042052533249,27797.9696039495,11869.7805853433
"r_id[136,Intercept]",1.00048192232744,10537.2685339095,10875.7284500629
"r_id[137,Intercept]",1.00011691322276,29920.9039570054,12181.5366742111
"r_id[138,Intercept]",0.999960769794324,31135.4507256748,11791.4531997751
"r_id[139,Intercept]",1.00025408236644,22904.0176339488,12957.5123796612
"r_id[140,Intercept]",1.00110863536004,24655.5947449231,12213.4905719008
"r_id[141,Intercept]",0.999922638257667,21284.9628833256,12463.7369391467
"r_id[142,Intercept]",1.00002285937716,24663.8884592052,11563.9244731774
"r_id[143,Intercept]",1.00054115952467,30642.5040925649,11223.8924313185
"r_id[144,Intercept]",1.00016922605375,31839.4364265259,12233.2713951104
"r_id[145,Intercept]",1.00007687058891,28337.0247789109,12718.8166586926
"r_id[146,Intercept]",1.00003389760812,16525.2457660762,12121.5633882063
"r_id[147,Intercept]",1.00014016403785,26382.6349231828,13207.7858334717
"r_id[148,Intercept]",1.00032461701595,29584.4764275358,11834.9893805459
"r_id[149,Intercept]",1.00008331113163,31797.7884922466,12136.1451002303
"r_id[150,Intercept]",1.00012714105388,31623.0034835376,11298.0327709624
"r_id[151,Intercept]",1.00014478586196,21629.2128001102,13338.6698618771
"r_id[152,Intercept]",1.00017502749343,32606.5954256364,11861.7437310024
"r_id[153,Intercept]",1.00100352689133,31948.0655040079,12067.3999269622
"r_id[154,Intercept]",0.999963372369526,25765.0269215906,12748.0916770423
"r_id[155,Intercept]",1.00120573493122,30118.9230217577,11622.6233854206
"r_id[156,Intercept]",1.00005039847539,21626.0468579591,12955.5957971171
"r_id[157,Intercept]",1.00020570372149,21822.4906208159,12263.9907360836
"r_id[158,Intercept]",1.00036588690886,26030.1884165618,12297.1618149456
"r_id[159,Intercept]",1.00023000431885,30294.782416746,11765.3840607921
"r_id[160,Intercept]",0.999989928490968,26282.7779531028,12525.7278296311
"r_id[161,Intercept]",1.0002617141072,22197.0480792024,12547.8388393537
"r_id[162,Intercept]",1.0005376081757,22852.3563011093,13147.1999099772
"r_id[163,Intercept]",1.00025485791571,25020.8093830636,12991.873206559
"r_id[164,Intercept]",1.00017870377574,25349.7150088789,12992.9918395161
"r_id[165,Intercept]",1.00035959510069,26206.3356842722,12677.4194008231
"r_id[166,Intercept]",1.000108795499,20211.0553380201,13435.7022302788
"r_id[167,Intercept]",1.00011915783647,20135.201249523,11212.9624121397
"r_id[168,Intercept]",1.0002604609367,24686.9592720107,12034.8574265198
"r_id[169,Intercept]",1.00015346240198,29009.3266069531,11602.2592440272
"r_id[170,Intercept]",1.00045543535135,31472.6210749094,12286.1947932941
"r_phy[Hogna_helluo,Intercept]",1.0007078157523,10217.833117417,9243.95969936779
"r_phy[Centruroides_vittatus,Intercept]",1.00058606196074,10330.9898323495,9495.41271714602
"r_phy[Chorthippus_brunneus,Intercept]",1.00060428725804,10433.2592978328,8604.83244749254
"r_phy[Prostephanus_truncatus,Intercept]",1.0004430148718,9990.45151125141,9309.0111908171
"r_phy[Nicrophorus_pustulatus,Intercept]",1.00045859142496,10100.1163470952,8974.66168094324
"r_phy[Copidosoma_bakeri,Intercept]",1.00079997038134,10410.5043453664,8767.81673963669
"r_phy[Wyeomyia_smithii,Intercept]",1.00084758217829,10757.9143684018,10028.0157301142
"r_phy[Araschnia_levana,Intercept]",1.000507161858,10577.5347013542,9926.55984668086
"r_phy[Bicyclus_anynana,Intercept]",1.00045415027441,10585.0329869124,9628.99959034317
"r_phy[Lernanthropus_cynoscicola,Intercept]",1.0010664777906,9057.32601347159,8151.59805238682
"r_phy[Daphnia_magna,Intercept]",1.00110332041064,8891.17014101033,8445.6674556731
"r_phy[Austropotamobius_italicus,Intercept]",1.00087918895401,9484.88957636378,8787.0513076255
"r_phy[Galaxias_pullus,Intercept]",1.00031227915571,7521.35919271349,8589.54260276489
"r_phy[Galaxias_eldoni,Intercept]",1.00045882340213,7505.55405621436,8540.1740336914
"r_phy[Galaxias_gollumoides,Intercept]",1.00037725196382,8562.42856299329,8735.56338387197
"r_phy[Galaxias_anomalus,Intercept]",1.00017933290462,8608.56896011341,8905.01537130096
"r_phy[Galaxias_depressiceps,Intercept]",1.00019844088076,8083.87666780987,8769.93479733014
"r_phy[Galaxias_southern,Intercept]",1.00032348462902,7803.84174693231,8463.77266139619
"r_phy[Galaxias_D.,Intercept]",1.00027308618659,7744.71720698995,8524.2128590112
"r_phy[Galaxias_vulgaris,Intercept]",1.00041555074957,8054.0141268251,8258.61620960717
"r_phy[Gambusia_geiseri,Intercept]",1.00051310820941,9491.31402513916,9115.63960380237
"r_phy[Gambusia_affinis,Intercept]",1.00072103247964,9444.61016742918,9856.42757039498
"r_phy[Gambusia_holbrooki,Intercept]",1.00061043284444,9541.45293494056,9285.44097772687
"r_phy[Neolamprologus_pulcher,Intercept]",1.00048066266824,9051.00594300055,9464.33645346396
"r_phy[Plethodon_albagula,Intercept]",0.999936269023695,6961.22074160179,8731.2163868553
"r_phy[Hynobius_retardatus,Intercept]",0.999950172232946,6892.09882783244,8524.94390176727
"r_phy[Alytes_obstetricans,Intercept]",1.00010577806726,8917.6547372755,9304.8332312882
"r_phy[Rana_arvalis,Intercept]",1.00010149321508,8124.867751777,9676.01682432113
"r_phy[Epidalea_calamita,Intercept]",1.00011412840027,8757.69923321992,9301.32401003084
"r_phy[Hyla_labialis,Intercept]",1.00005947895331,8279.65087714284,9288.85876544351
"r_phy[Cavia_aperea,Intercept]",1.0003642788942,4023.48016766115,5768.22504756246
"r_phy[Marmota_marmota,Intercept]",1.00045982787364,4094.60815222061,6057.92252985202
"r_phy[Urocitellus_columbianus,Intercept]",1.00045948897507,4169.33092966921,5888.16961207529
"r_phy[Urocitellus_richardsonii,Intercept]",1.00054562105475,4017.80247397922,6729.21323049692
"r_phy[Onychomys_leucogaster,Intercept]",1.00041109207346,4295.3424571362,6922.33143862567
"r_phy[Myodes_glareolus,Intercept]",1.00035067863301,4089.3604072031,5918.58066801993
"r_phy[Crocidura_russula,Intercept]",1.00044477763732,4266.45274470965,7564.5646503121
"r_phy[Canis_lupus,Intercept]",1.00045752760412,4325.28990102363,8025.53241957701
"r_phy[Carettochelys_insculpta,Intercept]",1.00048424426468,9121.37020589853,9386.21371308509
"r_phy[Apalone_ferox,Intercept]",1.0004438676831,9284.30815583968,9402.22125563823
"r_phy[Apalone_mutica,Intercept]",1.00048225041036,9277.01720367659,9288.09858981973
"r_phy[Dermochelys_coriacea,Intercept]",1.00041654448061,9692.33591231827,8969.00999721793
"r_phy[Sternotherus_odoratus,Intercept]",1.00035794691796,9661.33586767172,9077.28107172709
"r_phy[Kinosternon_subrubrum,Intercept]",1.00036036183577,9475.99082503178,8620.7549776258
"r_phy[Kinosternon_integrum,Intercept]",1.00025756146858,9643.25300478617,8360.71740795265
"r_phy[Kinosternon_hirtipes,Intercept]",1.00034271974775,9542.80605347336,8391.27528011857
"r_phy[Emydoidea_blandingii,Intercept]",1.00080004949422,8266.84754004239,10022.2251193901
"r_phy[Terrapene_ornata,Intercept]",1.00080679455121,8248.6977550522,9754.61310265763
"r_phy[Clemmys_insculpta,Intercept]",1.00095755274962,8184.04664801082,9227.35024831541
"r_phy[Chrysemys_picta,Intercept]",1.00063201407273,8699.51507344074,9813.67567930681
"r_phy[Pseudemys_floridana,Intercept]",1.00066692919795,8603.82219226077,10302.851756113
"r_phy[Malaclemys_terrapin,Intercept]",1.00076903173566,8569.31638463201,9092.51152279094
"r_phy[Caiman_crocodilus,Intercept]",1.00062587854707,8882.67193628489,8615.76681067143
"r_phy[Alectoris_rufa,Intercept]",1.00065275778523,7760.27566167398,8904.25311103738
"r_phy[Cygnus_olor,Intercept]",1.00065291253267,7771.44681836368,9510.80981406992
"r_phy[Cygnus_buccinator,Intercept]",1.0005961819817,7886.36481581924,9578.49272753044
"r_phy[Branta_bernicla,Intercept]",1.00059526926211,8345.83721781873,9895.59454141122
"r_phy[Branta_canadensis,Intercept]",1.00057862687348,8384.63081140468,9758.6398308116
"r_phy[Chen_canagica,Intercept]",1.00057500620427,8380.37111301463,9097.40751572856
"r_phy[Somateria_fischeri,Intercept]",1.00059505633227,8813.19533151528,9399.13707724309
"r_phy[Bucephala_clangula,Intercept]",1.00053909002993,8830.17577087305,9780.53989186482
"r_phy[Anas_platyrhynchos,Intercept]",1.00060079534615,8497.87719673305,9096.41315968489
"r_phy[Aythya_ferina,Intercept]",1.00060981276172,8597.52216134459,9578.58502463231
"r_phy[Fulica_atra,Intercept]",1.0005427345551,7676.1187636803,8752.83931044235
"r_phy[Porphyrio_porphyrio,Intercept]",1.00063857827277,7472.8859818536,9060.47590741257
"r_phy[Bubulcus_ibis,Intercept]",1.0006637541927,8237.97546232561,8613.37869642037
"r_phy[Ciconia_ciconia,Intercept]",1.00059447586758,8255.53654911187,8605.63587294568
"r_phy[Falco_tinnunculus,Intercept]",1.00028412908287,8967.05193586573,9411.49824647943
"r_phy[Aphrastura_spinicauda,Intercept]",1.00026350900502,9016.13127331908,9178.76296246377
"r_phy[Sayornis_phoebe,Intercept]",1.00020921191758,9145.00205078024,9428.59776407346
"r_phy[Petroica_australis,Intercept]",1.00035136062224,9723.43817999172,8835.33569418028
"r_phy[Parus_caeruleus,Intercept]",1.00021407182765,9218.98308449309,8224.83057136923
"r_phy[Parus_major,Intercept]",1.0001764190819,9191.30676879581,7819.95113426738
"r_phy[Hirundo_rustica,Intercept]",1.00017026149403,9333.46932009344,8018.18381281087
"r_phy[Tachycineta_bicolor,Intercept]",1.00013026658525,9223.25961339494,8555.66185983205
"r_phy[Sturnus_vulgaris,Intercept]",1.00056136470802,8145.55040897238,8440.71185628353
"r_phy[Phoenicurus_phoenicurus,Intercept]",1.00043010698035,8075.72639839178,8854.00445337244
"r_phy[Ficedula_hypoleuca,Intercept]",1.00045353626189,7818.07028634368,8676.88765654723
"r_phy[Taeniopygia_guttata,Intercept]",1.00035472981457,8483.07416769723,9513.24079374869
"r_phy[Protonotaria_citrea,Intercept]",1.0003084994018,8776.36244964417,9239.20476713082
"r_phy[Quiscalus_quiscula,Intercept]",1.00040873729542,8718.933193563,9679.31307765809
"r_phy[Sphenodon_punctatus,Intercept]",1.00040867730248,10677.6113691975,8799.87248761851
"r_phy[Eulamprus_tympanum,Intercept]",1.00049515982916,11853.2608195143,10551.9551618057
"r_phy[Psammodromus_algirus,Intercept]",1.00056965890712,9555.471265726,9487.42019130322
"r_phy[Zootoca_vivipara,Intercept]",1.00048113245181,9940.54371909788,8951.55086217103
"r_phy[Podarcis_atrata,Intercept]",1.00063649291913,9432.7439737421,8650.89507399194
"r_phy[Podarcis_melisellensis,Intercept]",1.00059617264798,9637.3402001347,9179.05505581279
"r_phy[Podarcis_milensis,Intercept]",1.0004213652432,9636.51696432612,8886.6229121049
"r_phy[Podarcis_muralis,Intercept]",1.00039995869427,9706.78994828494,9027.40587828492
"r_phy[Podarcis_lilfordi,Intercept]",1.00038917274621,9611.64477748377,9261.3207901639
"r_phy[Iberolacerta_monticola,Intercept]",1.00059565298358,9661.95635631154,9040.16563050289
"r_phy[Anguis_fragilis,Intercept]",1.00085937401178,4663.65974379933,5983.67593515935
"r_phy[Chamaeleo_montium,Intercept]",1.00046361258882,9288.70814783268,8829.59914012235
"r_phy[Leiolepis_reevesii,Intercept]",1.00039666522557,9481.53561653561,8799.53022899233
"r_phy[Rankinia_diemensis,Intercept]",1.00039358449733,9121.4509607396,8665.72733739315
"r_phy[Ctenophorus_fordi,Intercept]",1.0004039839469,9172.11983023805,8685.37914459169
"r_phy[Sitana_ponticeriana,Intercept]",1.0004270175599,9207.46249111662,8557.77978586611
"r_phy[Calotes_versicolor,Intercept]",1.00034668414269,9298.23219124537,8965.17510322955
"r_phy[Cyclura_cychlura,Intercept]",1.00070496107614,9078.10420776005,9459.28041646244
"r_phy[Ctenosaura_pectinata,Intercept]",1.00073908315772,8884.78434534352,9095.61175767963
"r_phy[Iguana_iguana,Intercept]",1.00085375421884,8814.6629465734,9567.91988509704
"r_phy[Uta_stansburiana,Intercept]",1.00047915900384,9542.45751924568,9241.00358618559
"r_phy[Sceloporus_spinosus,Intercept]",1.00049007062011,9413.10680938995,9461.31509826814
"r_phy[Sceloporus_virgatus,Intercept]",1.00057268693533,9292.48318084846,9324.20665756243
"r_phy[Oplurus_cuvieri,Intercept]",1.00067021315718,9756.07752428442,9214.47316160412
"r_phy[Eurolophosaurus_nanuzae,Intercept]",1.00067504607212,9799.79135461643,8962.02371122361
"r_phy[Ramphotyphlops_braminus,Intercept]",1.00031422384771,10407.3496253253,9105.76409662654
"r_phy[Vipera_aspis,Intercept]",1.00048612501495,9954.32762808254,9218.89364362349
"r_phy[Vipera_ursinii,Intercept]",1.0004854040226,9764.15741586973,8665.66005134181
"r_phy[Diadophis_punctatus,Intercept]",1.00075673260367,9921.04950010409,9279.59325783032
"r_phy[Natrix_natrix,Intercept]",1.00021888803632,9547.23893405444,8930.89860261036
"r_phy[Tropidonophis_mairii,Intercept]",1.00018889588019,9162.05972066517,8125.47322337831
"r_phy[Storeria_dekayi,Intercept]",1.00016621290967,8802.39508908289,7672.10562640454
"r_phy[Thamnophis_ordinoides,Intercept]",1.00020676363352,8992.59842129961,7860.45112836872
"r_phy[Nerodia_sipedon,Intercept]",1.00009542680496,9140.08688185917,7836.27396708995
"r_phy[Spalerosophis_diadema,Intercept]",1.00032644919296,9282.8218878551,8237.62961953755
"r_phy[Elaphe_quadrivirgata,Intercept]",0.999988195986342,8707.90936140115,7747.69217911522
"r_phy[Coronella_austriaca,Intercept]",1.00023438779998,9164.11622705545,8591.00319335169
"r_phy[Pituophis_catenifer,Intercept]",1.000166355796,8693.82305291097,7704.83312162445
"r_phy[Pantherophis_obsoletus,Intercept]",1.00010204048667,9131.12549239906,8082.8712721533
"r_species[Alectoris_rufa,Intercept]",1.00006137102688,7123.66070033152,10605.8531250927
"r_species[Alytes_obstetricans,Intercept]",1.00008611570672,16918.2317852427,12364.8170233601
"r_species[Anas_platyrhynchos,Intercept]",1.00042726958028,8543.19069953062,12597.9136004699
"r_species[Anguis_fragilis,Intercept]",1.00180370862175,1858.10217013262,3740.51116112435
"r_species[Apalone_ferox,Intercept]",1.00054354537039,23321.2118227875,13161.5266461728
"r_species[Apalone_mutica,Intercept]",1.00015058647405,16696.6219035617,12505.3266396944
"r_species[Aphrastura_spinicauda,Intercept]",1.00001296466618,10349.9583621871,11701.3400024649
"r_species[Araschnia_levana,Intercept]",1.00050441415172,6146.11720377284,12017.2952748601
"r_species[Austropotamobius_italicus,Intercept]",1.00076543394446,22757.8873215915,12955.1760009605
"r_species[Aythya_ferina,Intercept]",1.00001494345949,23672.26986793,12814.9565771104
"r_species[Bicyclus_anynana,Intercept]",1.00012874444274,22289.3852007241,12536.6061661048
"r_species[Branta_bernicla,Intercept]",0.999988108087059,16067.1432350469,12510.0371589353
"r_species[Branta_canadensis,Intercept]",0.999985240886982,25672.0748307836,12715.8944115029
"r_species[Bubulcus_ibis,Intercept]",1.00009297146282,16230.7014002626,12101.6116966848
"r_species[Bucephala_clangula,Intercept]",1.00038566578373,18056.7934635105,13371.5617616978
"r_species[Caiman_crocodilus,Intercept]",1.00021599390138,13487.5205841885,13383.5238022246
"r_species[Calotes_versicolor,Intercept]",1.00033225393847,10529.7876130711,13363.7724217989
"r_species[Canis_lupus,Intercept]",1.00047882907744,15018.325013688,11934.7257743918
"r_species[Carettochelys_insculpta,Intercept]",1.00009745942431,15494.1120072258,13304.1482411822
"r_species[Cavia_aperea,Intercept]",1.00036840737007,5754.34646047897,9855.28093209497
"r_species[Centruroides_vittatus,Intercept]",1.00060407079538,15203.5099546118,11906.5604274928
"r_species[Chamaeleo_montium,Intercept]",1.00026759025557,8244.53925423087,11505.4542069961
"r_species[Chen_canagica,Intercept]",1.00049935351364,26183.3427575559,12783.5145030327
"r_species[Chorthippus_brunneus,Intercept]",1.00008400137157,10144.5674060036,12860.7125471612
"r_species[Chrysemys_picta,Intercept]",0.999945269814778,22352.7821428398,12606.7217189875
"r_species[Ciconia_ciconia,Intercept]",1.00014261742175,17831.690253599,12724.643819998
"r_species[Clemmys_insculpta,Intercept]",1.00034044869923,8453.9146589829,11243.2503176394
"r_species[Copidosoma_bakeri,Intercept]",1.00091721781135,4407.32215736028,9125.06337118298
"r_species[Coronella_austriaca,Intercept]",1.00041278600307,7819.08222705392,11700.8815337048
"r_species[Crocidura_russula,Intercept]",1.00034112611835,7744.7626813206,10131.6972548432
"r_species[Ctenophorus_fordi,Intercept]",1.0000347836434,16034.835297299,10295.7591047104
"r_species[Ctenosaura_pectinata,Intercept]",1.00020947066351,8472.68141877779,11004.9022539198
"r_species[Cyclura_cychlura,Intercept]",1.00095651216652,24057.6735229528,12586.1757528282
"r_species[Cygnus_buccinator,Intercept]",1.00035293848011,18714.836157759,12970.4241606147
"r_species[Cygnus_olor,Intercept]",0.999987244369154,23165.7713772392,12101.839770514
"r_species[Daphnia_magna,Intercept]",1.0007622385774,4913.09235945384,8241.5937604425
"r_species[Dermochelys_coriacea,Intercept]",1.00023566420649,26351.2287008381,11950.7418682873
"r_species[Diadophis_punctatus,Intercept]",1.00010128428807,21487.4181516133,13018.483752874
"r_species[Elaphe_quadrivirgata,Intercept]",1.00059534821854,3387.26262458273,7085.76950092459
"r_species[Emydoidea_blandingii,Intercept]",1.00041727913519,16201.4523703823,12753.0083850392
