"parameter","rhat","ess_bulk","ess_tail"
"r_id[31,Intercept]",1.00016701842897,24048.2636390844,11881.0000837042
"r_id[32,Intercept]",1.00056877890802,17332.9178798615,12608.5660496368
"r_id[33,Intercept]",1.0000682788819,16808.8291897918,12642.3473799107
"r_id[34,Intercept]",1.00045062390259,21475.2522186015,12013.2864648049
"r_id[35,Intercept]",1.00065355043569,27792.9861129334,11601.2154299989
"r_id[36,Intercept]",1.00005815197508,32522.9929407914,11571.7247217877
"r_id[37,Intercept]",1.00033156692011,19065.617565014,12958.4814147145
"r_id[38,Intercept]",1.00000580053028,27093.541830172,12499.9084099608
"r_id[39,Intercept]",1.00040392777726,23321.7637664785,11489.1473183341
"r_id[40,Intercept]",1.00047991552169,22880.3397453508,12310.7747075478
"r_id[41,Intercept]",1.00046614384006,31607.7183671279,11458.7478919963
"r_id[42,Intercept]",1.00012475422744,27717.0721940574,11865.180819414
"r_id[43,Intercept]",1.00008620309692,23392.7043864812,11967.2431985637
"r_id[44,Intercept]",1.00027038561746,31666.2552256326,11358.4725296599
"r_id[45,Intercept]",1.00057105288186,27066.9797563207,11596.6471851561
"r_id[46,Intercept]",1.00005418852437,29508.7079587282,10851.2998038311
"r_id[47,Intercept]",1.00010704601629,30372.7700712613,10599.4369625408
"r_id[48,Intercept]",1.00117187359338,28894.9093356945,11080.0159937643
"r_id[49,Intercept]",1.00040162055613,20877.0445399403,11134.1130091894
"r_id[50,Intercept]",1.00032287976088,31306.5484476695,12381.2456921215
"r_id[51,Intercept]",1.00035073534231,31857.5062459628,12422.4160738072
"r_id[52,Intercept]",1.00030847502558,29493.9682671628,11014.0655567063
"r_id[53,Intercept]",1.00077715404714,25820.9400886475,12229.1631497761
"r_id[54,Intercept]",0.999941094839478,19680.2017946484,13178.4370646272
"r_id[55,Intercept]",1.00010800328514,22184.6985105737,12716.2498086689
"r_id[56,Intercept]",1.00028531865993,25855.0826582794,12947.7001958208
"r_id[57,Intercept]",1.0005720189978,29131.6203515549,12053.647728934
"r_id[58,Intercept]",1.00013000008381,24777.8513031566,12677.6574039377
"r_id[59,Intercept]",1.00037789478728,23550.2724306611,12321.7914773112
"r_id[60,Intercept]",1.00050952863356,19375.0825635356,12010.5068531928
"r_id[61,Intercept]",1.00032892942827,28398.4796940724,11391.1730517914
"r_id[62,Intercept]",1.00028859647906,24621.1607171259,10998.1995708029
"r_id[63,Intercept]",1.00041545224812,27292.3430111914,11287.4908321532
"r_id[64,Intercept]",1.0002991612764,24343.1516020412,12259.8554125671
"r_id[65,Intercept]",1.0000402934399,31667.8622149009,11591.4154850687
"r_id[66,Intercept]",1.00030269977172,29369.097279281,11488.381671191
"r_id[67,Intercept]",1.00013461204812,27261.6750716612,11434.3894579729
"r_id[68,Intercept]",1.00087547689525,25646.2389942192,10348.9453792386
"r_id[69,Intercept]",1.00008023754728,31036.757359605,11348.4355298049
"r_id[70,Intercept]",1.00041349513722,27618.7698234172,11112.1531578312
"r_id[71,Intercept]",0.999968864974918,23604.9028561034,11549.7095030528
"r_id[72,Intercept]",1.0000590747846,23298.5402176747,13437.4481713867
"r_id[73,Intercept]",1.00018143135194,26199.4320567148,12541.3641569243
"r_id[74,Intercept]",1.00016986190292,28160.6556162159,11853.7554696747
"r_id[75,Intercept]",1.00029911386227,25830.1803696923,11516.1111481496
"r_id[76,Intercept]",1.00028048911791,28918.8151709034,12002.0405087218
"r_id[77,Intercept]",1.00045752662559,20019.3329557637,11628.7809403551
"r_id[78,Intercept]",0.999928098544412,29293.8012517836,11813.385300673
"r_id[79,Intercept]",1.0002170239766,27962.7780382784,12093.4340968561
"r_id[80,Intercept]",1.00027127072153,28259.6276104351,11595.8236638042
"r_id[81,Intercept]",1.00007111845575,24440.0144968269,11805.2770438029
"r_id[82,Intercept]",0.999972069361345,18903.4444734615,13845.4047870977
"r_id[83,Intercept]",1.00028889598223,21734.2974932382,12396.6163286493
"r_id[84,Intercept]",1.00012980216792,31433.828627713,10510.4246427665
"r_id[85,Intercept]",1.00042265174495,24450.3858362766,11482.4267044461
"r_id[86,Intercept]",1.00033878890203,23753.3328975656,11932.5898233314
"r_id[87,Intercept]",1.00055707346509,25608.5781005615,11893.6299343681
"r_id[88,Intercept]",1.00086108133398,29731.0396851522,11539.344275922
"r_id[89,Intercept]",1.00020202254228,28848.6579787795,12973.9716166896
"r_id[90,Intercept]",1.00006155354895,24759.1792687833,12063.2016892203
"r_id[91,Intercept]",1.00032571365228,22864.0311865764,12894.8701026385
"r_id[92,Intercept]",0.999972989996044,30005.9325828321,11025.971478016
"r_id[93,Intercept]",1.00005414504155,26809.5804465018,11896.3048834713
"r_id[94,Intercept]",1.00062265492509,26070.5916801756,12162.9544100387
"r_id[95,Intercept]",1.00031730115586,26870.4185436832,12442.0709493733
"r_id[96,Intercept]",0.999960239125747,24553.8716476142,12329.6213811948
"r_id[97,Intercept]",1.00014068812411,29294.6867459199,11931.7210567656
"r_id[98,Intercept]",1.00004370295796,25756.7784642523,11630.8541424635
"r_id[99,Intercept]",1.00002465197735,30468.5618040312,12476.6279456958
"r_id[100,Intercept]",1.00044008809497,27524.5123400079,12514.0066130214
"r_id[101,Intercept]",1.00054710930084,27520.8221377227,12039.9992469566
"r_id[102,Intercept]",1.00033002737214,32124.9518609533,11412.2872964705
"r_id[103,Intercept]",1.00075952481071,27854.7218954735,12218.9556614553
"r_id[104,Intercept]",1.00022103276551,28240.1805413538,11981.0885309343
"r_id[105,Intercept]",1.0008868691172,29469.5533618913,11326.7287695222
"r_id[106,Intercept]",0.99999621531253,24882.2025272515,11874.9807275598
"r_id[107,Intercept]",1.00090399472281,24519.5351557439,11560.470959795
"r_id[108,Intercept]",1.00064750443612,28224.2844202013,12533.5247473879
"r_id[109,Intercept]",1.00015741019334,30731.2808844466,11854.0591152871
"r_id[110,Intercept]",1.00019147986127,9099.56329499802,10642.5930056149
"r_id[111,Intercept]",1.00017327173667,26026.5922210939,12399.2333637065
"r_id[112,Intercept]",1.00032949028186,27901.8899701702,11742.2703737306
"r_id[113,Intercept]",0.999925724373404,27291.8194876433,11022.4273777858
"r_id[114,Intercept]",1.00038839911723,30412.1931943643,11010.5312536892
"r_id[115,Intercept]",1.00095259552122,13946.8732669399,11114.0467603925
"r_id[116,Intercept]",1.0000090162227,20617.0447546182,11915.1029838673
"r_id[117,Intercept]",0.999983657774065,25456.7024404651,11749.9087057632
"r_id[118,Intercept]",1.00105686082254,25334.3876798898,11466.8165519007
"r_id[119,Intercept]",1.00015101545577,27967.423974704,12292.0238745102
"r_id[120,Intercept]",1.00025656543605,31501.7033079421,11513.5005643688
"r_id[121,Intercept]",1.00012409447245,30703.5602237322,10764.1601103133
"r_id[122,Intercept]",1.00002283850982,23989.3372527775,12096.967276754
"r_id[123,Intercept]",0.999994019987009,21106.90616672,12628.0385237612
"r_id[124,Intercept]",1.00012790723833,26033.648920743,11053.7906427505
"r_id[125,Intercept]",1.00057964099314,29886.7998960695,11346.3611992174
"r_id[126,Intercept]",1.00030229819612,28302.3891286877,11877.7234857511
"r_id[127,Intercept]",1.00022423148315,17556.1357425531,11329.3078647765
"r_id[128,Intercept]",1.00009956432747,29501.9489942079,11802.3911610576
"r_id[129,Intercept]",1.00051472369574,26065.981328701,11141.8097180158
"r_id[130,Intercept]",1.0005263362755,30591.5242748864,12130.1980855237
"r_id[131,Intercept]",1.00013767117362,29286.9788418302,10708.0085932066
"r_id[132,Intercept]",0.999895357706426,21137.7609235505,11502.4851950737
"r_id[133,Intercept]",1.00019749921152,28905.7790630209,9883.8803373405
"r_id[134,Intercept]",1.00055701394839,11106.5939973473,11621.5251081399
"r_id[135,Intercept]",1.00028507780677,31153.2399741284,12275.195101773
"r_id[136,Intercept]",0.999963924466495,12399.6172124818,10575.5150839822
"r_id[137,Intercept]",1.00010003114119,29511.4909738701,11247.5363579852
"r_id[138,Intercept]",1.00070579279441,29197.0522806716,10818.1737265339
"r_id[139,Intercept]",1.00010728034084,23465.7996175607,11691.7097544029
"r_id[140,Intercept]",1.00012474611784,26511.8411580171,12713.9656814065
"r_id[141,Intercept]",1.00028083835558,21634.7658735257,11978.5412275098
"r_id[142,Intercept]",1.00012087648342,23171.4488141426,11407.7147749176
"r_id[143,Intercept]",1.0000505951316,28180.7601635656,12032.8244781746
"r_id[144,Intercept]",1.00040107362335,27439.5073367635,11148.4144969943
"r_id[145,Intercept]",1.00017128200717,26442.6353281866,11653.7949909472
"r_id[146,Intercept]",1.00054056977585,18942.8989182408,12036.246891027
"r_id[147,Intercept]",1.00008627922454,26835.8557485906,12014.4813614464
"r_id[148,Intercept]",1.00026832250288,29604.3470413784,11320.8284017718
"r_id[149,Intercept]",1.00046837260367,29398.8040810365,10899.8299416362
"r_id[150,Intercept]",1.00069103060917,33220.4008105548,11360.6560203206
"r_id[151,Intercept]",1.00001833091223,19734.1188018241,12349.3722876248
"r_id[152,Intercept]",1.0006373859794,30097.5194216374,11937.3251607062
"r_id[153,Intercept]",1.00057638598265,27458.1558323845,11098.9746945315
"r_id[154,Intercept]",1.00037646886423,22831.3030563896,11691.8940408968
"r_id[155,Intercept]",1.00036202975003,27806.5357362455,11093.0458430366
"r_id[156,Intercept]",1.00015158945457,22034.6771589445,12200.2976882255
"r_id[157,Intercept]",1.0002944094453,21075.0279024049,10784.9893807795
"r_id[158,Intercept]",1.00008072805299,23947.5496296437,12096.7081453512
"r_id[159,Intercept]",1.00047710843986,30315.1664476467,12283.8774392194
"r_id[160,Intercept]",0.999999631421286,23363.9932212466,11859.7031793017
"r_id[161,Intercept]",1.00055560807187,24530.6895101607,11795.6768105773
"r_id[162,Intercept]",1.00050128305774,26567.7995453645,12304.4108877389
"r_id[163,Intercept]",1.00010582643568,22494.338942562,12347.9940118307
"r_id[164,Intercept]",1.00030532391962,23972.1321777985,12585.8382843807
"r_id[165,Intercept]",0.999947627773358,24366.1362497424,12531.1727850854
"r_id[166,Intercept]",0.999888316743305,19583.9101885309,12247.1789743857
"r_id[167,Intercept]",1.00022918435132,22317.5665643909,12241.6652941164
"r_id[168,Intercept]",1.00063222292226,26848.8307031532,12327.9921575663
"r_id[169,Intercept]",1.00056907277036,31515.0780294077,11529.3155200741
"r_id[170,Intercept]",1.00045922736132,31469.3447359132,10641.7170670729
"r_phy[Hogna_helluo,Intercept]",1.00089159816828,10911.6460027859,9759.07838597675
"r_phy[Centruroides_vittatus,Intercept]",1.00088235720406,10899.8547777163,9365.49306833094
"r_phy[Chorthippus_brunneus,Intercept]",1.0006604571503,11427.0151758547,10566.3400002489
"r_phy[Prostephanus_truncatus,Intercept]",1.00072663298839,11098.0855230288,10143.4426612037
"r_phy[Nicrophorus_pustulatus,Intercept]",1.00076104174721,10992.1623425394,10063.70969117
"r_phy[Copidosoma_bakeri,Intercept]",1.00062389270363,11173.5307276113,9827.7073330632
"r_phy[Wyeomyia_smithii,Intercept]",1.00062925877904,11278.3638668099,9906.40378993868
"r_phy[Araschnia_levana,Intercept]",1.00073398344619,11230.9589361379,10370.0529937136
"r_phy[Bicyclus_anynana,Intercept]",1.00068249806939,11218.0430687942,10166.947328379
"r_phy[Lernanthropus_cynoscicola,Intercept]",1.00072721514911,9442.90650722406,9096.40120132251
"r_phy[Daphnia_magna,Intercept]",1.00076761416514,9449.05830843441,9356.71372576759
"r_phy[Austropotamobius_italicus,Intercept]",1.00083973703352,9910.56186483944,9267.98945990248
"r_phy[Galaxias_pullus,Intercept]",1.00074929070881,9390.59094913661,9884.00903931495
"r_phy[Galaxias_eldoni,Intercept]",1.00059119884172,9468.68719981006,10049.7119031892
"r_phy[Galaxias_gollumoides,Intercept]",1.00056535327665,10429.8332681794,10170.704982981
"r_phy[Galaxias_anomalus,Intercept]",1.00052749399049,10485.3470363347,10381.0735755054
"r_phy[Galaxias_depressiceps,Intercept]",1.00066912169716,9945.19933706888,9708.31333434225
"r_phy[Galaxias_southern,Intercept]",1.00057562880851,9434.13401828019,9916.76934160094
"r_phy[Galaxias_D.,Intercept]",1.00059233027031,10043.671682766,9073.7140231214
"r_phy[Galaxias_vulgaris,Intercept]",1.00056565516624,10012.6896425143,9232.10797910083
"r_phy[Gambusia_geiseri,Intercept]",1.00068672697418,11592.3742689643,10731.7275078828
"r_phy[Gambusia_affinis,Intercept]",1.00067724889905,11583.4992764103,10830.6541345895
"r_phy[Gambusia_holbrooki,Intercept]",1.00067508141337,11636.6607807526,10685.7906522035
"r_phy[Neolamprologus_pulcher,Intercept]",1.0007256384667,11919.8429769175,10692.3991865088
"r_phy[Plethodon_albagula,Intercept]",1.00042340782704,9416.38512619556,9781.82962887049
"r_phy[Hynobius_retardatus,Intercept]",1.00053280417941,9362.30806552261,9551.32094924463
"r_phy[Alytes_obstetricans,Intercept]",1.00027140163563,10742.7111257339,10783.1477239821
"r_phy[Rana_arvalis,Intercept]",1.0003447547193,10548.3943323954,10595.0143442521
"r_phy[Epidalea_calamita,Intercept]",1.00023933778722,10732.7262582801,10772.1400799102
"r_phy[Hyla_labialis,Intercept]",1.00020958353627,10511.6186051591,10259.0297647564
"r_phy[Cavia_aperea,Intercept]",1.00024144790496,6134.1578841025,7220.09604162958
"r_phy[Marmota_marmota,Intercept]",1.00047560213675,6549.76045509675,7054.86040658999
"r_phy[Urocitellus_columbianus,Intercept]",1.00054215741832,6540.91682221423,6784.62321898027
"r_phy[Urocitellus_richardsonii,Intercept]",1.00035704602679,6439.62976499461,7128.55933329798
"r_phy[Onychomys_leucogaster,Intercept]",1.00044754999814,6752.57204404345,7288.54503617044
"r_phy[Myodes_glareolus,Intercept]",1.00037418264427,6406.55227900384,7347.12696534813
"r_phy[Crocidura_russula,Intercept]",1.00047550746738,6828.71898515394,7971.86143090474
"r_phy[Canis_lupus,Intercept]",1.00046257254954,6822.17810301431,7817.5264263659
"r_phy[Carettochelys_insculpta,Intercept]",1.00114541758245,10180.2002397595,8833.29847845082
"r_phy[Apalone_ferox,Intercept]",1.00114143837128,10547.8931189704,9476.13425494576
"r_phy[Apalone_mutica,Intercept]",1.00117972175865,10531.5490710657,9090.73815122065
"r_phy[Dermochelys_coriacea,Intercept]",1.00071839870158,11084.0013865786,9766.54272896653
"r_phy[Sternotherus_odoratus,Intercept]",1.00079697911884,11095.5062165193,10266.2666156698
"r_phy[Kinosternon_subrubrum,Intercept]",1.00087935981276,11202.3375013816,9949.66303014903
"r_phy[Kinosternon_integrum,Intercept]",1.00077698830143,11126.6144483991,9706.94478409155
"r_phy[Kinosternon_hirtipes,Intercept]",1.00075363452579,11250.048418822,9806.50213441631
"r_phy[Emydoidea_blandingii,Intercept]",1.00079375442085,10585.1822461863,9492.77382076756
"r_phy[Terrapene_ornata,Intercept]",1.00087033445429,10562.5754917517,9548.1833841379
"r_phy[Clemmys_insculpta,Intercept]",1.00093786282975,10431.5004153438,9113.93815282928
"r_phy[Chrysemys_picta,Intercept]",1.00072755175565,10566.4939401247,9214.76975416649
"r_phy[Pseudemys_floridana,Intercept]",1.00065519352863,10526.1898474681,9527.93136456512
"r_phy[Malaclemys_terrapin,Intercept]",1.00092105975038,10416.3034604919,9659.56744411669
"r_phy[Caiman_crocodilus,Intercept]",1.0009265345726,10667.7905246371,9870.1669548364
"r_phy[Alectoris_rufa,Intercept]",1.00103798153534,9630.90668664628,9759.10419235496
"r_phy[Cygnus_olor,Intercept]",1.0010646355909,10288.9593234286,10035.7825049713
"r_phy[Cygnus_buccinator,Intercept]",1.00115993157427,10403.731704891,10016.7313817864
"r_phy[Branta_bernicla,Intercept]",1.00113807125491,10194.818720919,9968.81733055613
"r_phy[Branta_canadensis,Intercept]",1.00100572563568,10228.1873445075,9718.51467072347
"r_phy[Chen_canagica,Intercept]",1.00105495185117,10364.5759879139,9852.3361707387
"r_phy[Somateria_fischeri,Intercept]",1.00110583994533,10525.8142133156,10202.1017643439
"r_phy[Bucephala_clangula,Intercept]",1.00104566952735,10504.4404767853,9905.688399882
"r_phy[Anas_platyrhynchos,Intercept]",1.00106595582412,10526.8322007696,9467.53960747232
"r_phy[Aythya_ferina,Intercept]",1.00097531075787,10633.8326655651,9775.35151873729
"r_phy[Fulica_atra,Intercept]",1.00066701557908,10072.8924276834,8841.79594643227
"r_phy[Porphyrio_porphyrio,Intercept]",1.00077959126367,9799.09495687568,9011.32512485962
"r_phy[Bubulcus_ibis,Intercept]",1.00044033416825,10643.5363988114,10142.8013696193
"r_phy[Ciconia_ciconia,Intercept]",1.00049084656062,10753.1602768631,10561.5823505187
"r_phy[Falco_tinnunculus,Intercept]",1.00108058743535,11116.7218144861,10125.5163865619
"r_phy[Aphrastura_spinicauda,Intercept]",1.00064728770356,10990.092828457,10166.6947831239
"r_phy[Sayornis_phoebe,Intercept]",1.00071218292182,11039.2292939095,10226.6759115517
"r_phy[Petroica_australis,Intercept]",1.00033091754712,11408.2642791074,9707.76635407409
"r_phy[Parus_caeruleus,Intercept]",1.00036226354065,10794.3396427555,8784.88301999841
"r_phy[Parus_major,Intercept]",1.00041454600822,10729.6506042552,8587.12686292125
"r_phy[Hirundo_rustica,Intercept]",1.00039785382536,10538.1121047032,9046.97760929667
"r_phy[Tachycineta_bicolor,Intercept]",1.00034847307273,10539.6203519921,8540.88448907874
"r_phy[Sturnus_vulgaris,Intercept]",1.00053112153769,9774.36472224376,8929.90980934657
"r_phy[Phoenicurus_phoenicurus,Intercept]",1.00046599907738,9743.83160636239,8812.42675626696
"r_phy[Ficedula_hypoleuca,Intercept]",1.00053972210164,9752.75235513268,8945.02024811114
"r_phy[Taeniopygia_guttata,Intercept]",1.00043823991656,9903.74266250745,9283.30934421892
"r_phy[Protonotaria_citrea,Intercept]",1.00045625899285,10096.9214059553,9354.16400405113
"r_phy[Quiscalus_quiscula,Intercept]",1.00046050272151,10112.5843834545,9465.34193553999
"r_phy[Sphenodon_punctatus,Intercept]",1.00021153550082,12624.2812036706,10552.1282625155
"r_phy[Eulamprus_tympanum,Intercept]",1.00037429284053,12907.6184528549,10327.3679831219
"r_phy[Psammodromus_algirus,Intercept]",1.00039194965596,11133.1058177174,10134.8932645221
"r_phy[Zootoca_vivipara,Intercept]",1.00061186592837,11532.9935991494,9290.20234156065
"r_phy[Podarcis_atrata,Intercept]",1.00040155733057,10911.804446158,10087.3938446724
"r_phy[Podarcis_melisellensis,Intercept]",1.00057135841803,10776.0871057572,9901.34733423476
"r_phy[Podarcis_milensis,Intercept]",1.0004790484054,10764.0630999683,10000.3898494436
"r_phy[Podarcis_muralis,Intercept]",1.00044105865246,11031.3343532675,9979.3240984327
"r_phy[Podarcis_lilfordi,Intercept]",1.00046053292915,10905.5513336221,9971.17641802689
"r_phy[Iberolacerta_monticola,Intercept]",1.00061580552542,10954.8915252309,10232.4010224298
"r_phy[Anguis_fragilis,Intercept]",1.00034666824366,5870.88552548661,6541.51703244467
"r_phy[Chamaeleo_montium,Intercept]",1.00043179401271,11265.8762583664,9627.31607717389
"r_phy[Leiolepis_reevesii,Intercept]",1.00052858137183,11475.3869463491,9563.20664377827
"r_phy[Rankinia_diemensis,Intercept]",1.00065386283341,11342.6906456475,9246.44669269479
"r_phy[Ctenophorus_fordi,Intercept]",1.00060289533628,11278.6311841864,8912.25789208477
"r_phy[Sitana_ponticeriana,Intercept]",1.00047324444281,11406.3548830166,9223.81154536551
"r_phy[Calotes_versicolor,Intercept]",1.00040369503627,11357.4702165187,9620.89975859583
"r_phy[Cyclura_cychlura,Intercept]",1.00060196898377,10392.2055451595,8994.78127036608
"r_phy[Ctenosaura_pectinata,Intercept]",1.000612225896,10343.5715176642,9198.8847955704
"r_phy[Iguana_iguana,Intercept]",1.00061672465593,10315.6007348333,9261.67447228187
"r_phy[Uta_stansburiana,Intercept]",1.00036006201579,10931.1318623475,8696.48837329262
"r_phy[Sceloporus_spinosus,Intercept]",1.00041237007109,10868.6778228748,9087.31738937897
"r_phy[Sceloporus_virgatus,Intercept]",1.00039211640077,11078.496712896,9344.74368906212
"r_phy[Oplurus_cuvieri,Intercept]",1.00050658765351,11235.3958341864,9283.8244865958
"r_phy[Eurolophosaurus_nanuzae,Intercept]",1.00049813312853,11330.0362588599,9513.02888222975
"r_phy[Ramphotyphlops_braminus,Intercept]",1.00026809745268,12376.7710823224,10421.9489247619
"r_phy[Vipera_aspis,Intercept]",1.00037302136044,11597.7960511302,9657.45735440111
"r_phy[Vipera_ursinii,Intercept]",1.00030049854591,11560.6060079791,8804.75489805135
"r_phy[Diadophis_punctatus,Intercept]",1.00024271858696,11931.1815659054,10084.9418784529
"r_phy[Natrix_natrix,Intercept]",1.00023898668793,11360.377664056,9784.1150845851
"r_phy[Tropidonophis_mairii,Intercept]",1.00008801288335,10888.004606431,9195.22792335072
"r_phy[Storeria_dekayi,Intercept]",1.00017789367125,10484.2551292741,9268.40790193822
"r_phy[Thamnophis_ordinoides,Intercept]",1.0001089589818,10726.8505961285,9535.13605513856
"r_phy[Nerodia_sipedon,Intercept]",1.00018836944128,10652.7084130726,9464.91530326108
"r_phy[Spalerosophis_diadema,Intercept]",1.00005841735558,11088.5271579362,9677.10209294483
"r_phy[Elaphe_quadrivirgata,Intercept]",1.00013728846643,10405.2045602614,8822.86388700165
"r_phy[Coronella_austriaca,Intercept]",1.00015644630571,11111.7304291081,9793.24706862808
"r_phy[Pituophis_catenifer,Intercept]",1.00013512404174,11017.5667226621,9895.17374690805
"r_phy[Pantherophis_obsoletus,Intercept]",1.00009090426854,11041.6040831486,9266.52634621036
"r_species[Alectoris_rufa,Intercept]",1.00018950159869,5992.51042766543,9461.85641501165
"r_species[Alytes_obstetricans,Intercept]",0.999911597037689,16403.9072780677,10484.0172474391
"r_species[Anas_platyrhynchos,Intercept]",1.00045294630014,8982.15764547337,10994.8821324269
"r_species[Anguis_fragilis,Intercept]",1.00114670943398,1709.03550794405,1928.50166110874
"r_species[Apalone_ferox,Intercept]",1.00026171431129,24195.6490884573,12263.8750492937
"r_species[Apalone_mutica,Intercept]",0.999957307805956,18164.6777282308,11678.0063111585
"r_species[Aphrastura_spinicauda,Intercept]",1.00032327892914,7382.41691455746,11298.3446267064
"r_species[Araschnia_levana,Intercept]",1.00049849738351,4701.85943803259,11494.5454563661
"r_species[Austropotamobius_italicus,Intercept]",1.00022796583269,25214.161670295,12194.4443860141
"r_species[Aythya_ferina,Intercept]",1.00048463628116,21201.0873189786,12807.1883169595
"r_species[Bicyclus_anynana,Intercept]",1.00034421806589,20962.0610140057,12047.3452620924
"r_species[Branta_bernicla,Intercept]",1.00012977857947,12862.4536615621,12036.9757883301
"r_species[Branta_canadensis,Intercept]",1.00050950116342,22112.5421559501,12582.4173339178
"r_species[Bubulcus_ibis,Intercept]",1.00010716079753,14334.6123168363,12633.7366181891
"r_species[Bucephala_clangula,Intercept]",1.00033571840712,16080.9798854252,9810.11272995535
"r_species[Caiman_crocodilus,Intercept]",1.0001401738428,10284.1466340271,11786.3199549938
"r_species[Calotes_versicolor,Intercept]",1.00037973987836,7486.31224839758,11904.3928715931
"r_species[Canis_lupus,Intercept]",1.00027515109409,15570.8306510906,11437.7365991679
"r_species[Carettochelys_insculpta,Intercept]",1.00000632224365,16086.1891477077,12560.1195832216
"r_species[Cavia_aperea,Intercept]",1.0002598193029,5986.84985479693,10456.977051311
"r_species[Centruroides_vittatus,Intercept]",1.00014096187515,13922.68155462,11344.9248057216
"r_species[Chamaeleo_montium,Intercept]",1.00009352593642,9330.90053941361,11078.9320610391
"r_species[Chen_canagica,Intercept]",1.00033254441251,23242.5753757071,12527.5656785646
"r_species[Chorthippus_brunneus,Intercept]",1.00056171289052,8326.86553324671,11793.5195851627
"r_species[Chrysemys_picta,Intercept]",1.00046154571899,21948.7349153479,12219.3578863478
"r_species[Ciconia_ciconia,Intercept]",0.999952313478688,15128.1932997133,12957.7617983483
"r_species[Clemmys_insculpta,Intercept]",1.00011103799132,6554.89428237986,10320.4370696715
"r_species[Copidosoma_bakeri,Intercept]",1.00041396044797,3476.73790056257,9328.64331784252
"r_species[Coronella_austriaca,Intercept]",1.00028648604776,5903.49495208211,10993.8404381247
"r_species[Crocidura_russula,Intercept]",1.00003645298905,7837.93502041456,9294.12644707096
"r_species[Ctenophorus_fordi,Intercept]",1.00031235702635,19006.5915815741,11612.7057034211
"r_species[Ctenosaura_pectinata,Intercept]",1.00060136083736,8033.1621088887,11267.6899982613
"r_species[Cyclura_cychlura,Intercept]",1.00040362782733,21486.7455540872,11795.3801375186
"r_species[Cygnus_buccinator,Intercept]",1.00002757488452,18546.0650796548,11748.4409856074
"r_species[Cygnus_olor,Intercept]",1.00071795986518,19247.9866715719,12016.772300578
"r_species[Daphnia_magna,Intercept]",1.00074323699953,3766.89092244805,6519.46811497467
"r_species[Dermochelys_coriacea,Intercept]",1.00017037182868,24174.3945744632,12012.4099936637
"r_species[Diadophis_punctatus,Intercept]",1.00109403883625,21723.164957332,11868.2563987275
"r_species[Elaphe_quadrivirgata,Intercept]",1.00094492869288,2587.66092221259,3343.67579179746
"r_species[Emydoidea_blandingii,Intercept]",1.0000324915261,14104.8618564545,11664.6952750381
"r_species[Epidalea_calamita,Intercept]",1.00073787942259,3531.95609266349,10173.2808643168
