"value","parameter","panel"
-0.103001,"Pooled mean (Fisher's Z)","Fixed effect"
-0.237524,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0631603,"Pooled mean (Fisher's Z)","Fixed effect"
-0.101276,"Pooled mean (Fisher's Z)","Fixed effect"
-0.2712,"Pooled mean (Fisher's Z)","Fixed effect"
0.042782,"Pooled mean (Fisher's Z)","Fixed effect"
-0.428648,"Pooled mean (Fisher's Z)","Fixed effect"
0.0196533,"Pooled mean (Fisher's Z)","Fixed effect"
-0.238653,"Pooled mean (Fisher's Z)","Fixed effect"
0.0202853,"Pooled mean (Fisher's Z)","Fixed effect"
0.118415,"Pooled mean (Fisher's Z)","Fixed effect"
-0.378894,"Pooled mean (Fisher's Z)","Fixed effect"
-0.491623,"Pooled mean (Fisher's Z)","Fixed effect"
-0.213122,"Pooled mean (Fisher's Z)","Fixed effect"
-0.147256,"Pooled mean (Fisher's Z)","Fixed effect"
-0.13695,"Pooled mean (Fisher's Z)","Fixed effect"
-0.254744,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0810141,"Pooled mean (Fisher's Z)","Fixed effect"
-0.068518,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155747,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0467436,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0365703,"Pooled mean (Fisher's Z)","Fixed effect"
-0.287514,"Pooled mean (Fisher's Z)","Fixed effect"
-0.332682,"Pooled mean (Fisher's Z)","Fixed effect"
-0.326246,"Pooled mean (Fisher's Z)","Fixed effect"
-0.19376,"Pooled mean (Fisher's Z)","Fixed effect"
-0.105154,"Pooled mean (Fisher's Z)","Fixed effect"
-0.164454,"Pooled mean (Fisher's Z)","Fixed effect"
-0.067447,"Pooled mean (Fisher's Z)","Fixed effect"
0.0748375,"Pooled mean (Fisher's Z)","Fixed effect"
-0.303696,"Pooled mean (Fisher's Z)","Fixed effect"
-0.144587,"Pooled mean (Fisher's Z)","Fixed effect"
-0.116709,"Pooled mean (Fisher's Z)","Fixed effect"
-0.200429,"Pooled mean (Fisher's Z)","Fixed effect"
-0.219814,"Pooled mean (Fisher's Z)","Fixed effect"
-0.115122,"Pooled mean (Fisher's Z)","Fixed effect"
-0.192982,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0749678,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0484758,"Pooled mean (Fisher's Z)","Fixed effect"
0.0286983,"Pooled mean (Fisher's Z)","Fixed effect"
-0.102418,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0555626,"Pooled mean (Fisher's Z)","Fixed effect"
-0.118013,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0857699,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0348533,"Pooled mean (Fisher's Z)","Fixed effect"
-0.201125,"Pooled mean (Fisher's Z)","Fixed effect"
-0.207852,"Pooled mean (Fisher's Z)","Fixed effect"
0.072278,"Pooled mean (Fisher's Z)","Fixed effect"
-0.269929,"Pooled mean (Fisher's Z)","Fixed effect"
0.185413,"Pooled mean (Fisher's Z)","Fixed effect"
-0.324192,"Pooled mean (Fisher's Z)","Fixed effect"
0.27217,"Pooled mean (Fisher's Z)","Fixed effect"
-0.348287,"Pooled mean (Fisher's Z)","Fixed effect"
-0.254071,"Pooled mean (Fisher's Z)","Fixed effect"
-0.460023,"Pooled mean (Fisher's Z)","Fixed effect"
-0.385621,"Pooled mean (Fisher's Z)","Fixed effect"
-0.365609,"Pooled mean (Fisher's Z)","Fixed effect"
-0.380259,"Pooled mean (Fisher's Z)","Fixed effect"
-0.142128,"Pooled mean (Fisher's Z)","Fixed effect"
-0.220957,"Pooled mean (Fisher's Z)","Fixed effect"
0.33272,"Pooled mean (Fisher's Z)","Fixed effect"
0.335696,"Pooled mean (Fisher's Z)","Fixed effect"
0.267782,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0658685,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0782508,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0214811,"Pooled mean (Fisher's Z)","Fixed effect"
-0.299006,"Pooled mean (Fisher's Z)","Fixed effect"
0.0170355,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0691436,"Pooled mean (Fisher's Z)","Fixed effect"
-0.173357,"Pooled mean (Fisher's Z)","Fixed effect"
-0.119556,"Pooled mean (Fisher's Z)","Fixed effect"
-0.176463,"Pooled mean (Fisher's Z)","Fixed effect"
-0.251283,"Pooled mean (Fisher's Z)","Fixed effect"
-0.139145,"Pooled mean (Fisher's Z)","Fixed effect"
-0.133581,"Pooled mean (Fisher's Z)","Fixed effect"
-0.168872,"Pooled mean (Fisher's Z)","Fixed effect"
-0.108309,"Pooled mean (Fisher's Z)","Fixed effect"
-0.160492,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0252045,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0787498,"Pooled mean (Fisher's Z)","Fixed effect"
0.0536463,"Pooled mean (Fisher's Z)","Fixed effect"
-0.208127,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0871252,"Pooled mean (Fisher's Z)","Fixed effect"
0.241464,"Pooled mean (Fisher's Z)","Fixed effect"
-0.175637,"Pooled mean (Fisher's Z)","Fixed effect"
-0.203075,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0240128,"Pooled mean (Fisher's Z)","Fixed effect"
-0.209894,"Pooled mean (Fisher's Z)","Fixed effect"
-0.301251,"Pooled mean (Fisher's Z)","Fixed effect"
0.0277015,"Pooled mean (Fisher's Z)","Fixed effect"
-0.243388,"Pooled mean (Fisher's Z)","Fixed effect"
-0.218789,"Pooled mean (Fisher's Z)","Fixed effect"
-0.121486,"Pooled mean (Fisher's Z)","Fixed effect"
-0.191532,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0197388,"Pooled mean (Fisher's Z)","Fixed effect"
-0.176657,"Pooled mean (Fisher's Z)","Fixed effect"
-0.174831,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0469505,"Pooled mean (Fisher's Z)","Fixed effect"
-0.27078,"Pooled mean (Fisher's Z)","Fixed effect"
0.00266709,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0654088,"Pooled mean (Fisher's Z)","Fixed effect"
-0.106034,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0776637,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0956763,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0194919,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0187326,"Pooled mean (Fisher's Z)","Fixed effect"
-0.31212,"Pooled mean (Fisher's Z)","Fixed effect"
-0.127954,"Pooled mean (Fisher's Z)","Fixed effect"
0.023487,"Pooled mean (Fisher's Z)","Fixed effect"
-0.114912,"Pooled mean (Fisher's Z)","Fixed effect"
0.0855248,"Pooled mean (Fisher's Z)","Fixed effect"
-0.133127,"Pooled mean (Fisher's Z)","Fixed effect"
-0.210811,"Pooled mean (Fisher's Z)","Fixed effect"
0.00459769,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0549495,"Pooled mean (Fisher's Z)","Fixed effect"
0.0518144,"Pooled mean (Fisher's Z)","Fixed effect"
-0.319493,"Pooled mean (Fisher's Z)","Fixed effect"
-0.000618457,"Pooled mean (Fisher's Z)","Fixed effect"
-0.26742,"Pooled mean (Fisher's Z)","Fixed effect"
-0.380641,"Pooled mean (Fisher's Z)","Fixed effect"
0.164323,"Pooled mean (Fisher's Z)","Fixed effect"
0.0749058,"Pooled mean (Fisher's Z)","Fixed effect"
-0.396689,"Pooled mean (Fisher's Z)","Fixed effect"
-0.103399,"Pooled mean (Fisher's Z)","Fixed effect"
-0.110673,"Pooled mean (Fisher's Z)","Fixed effect"
-0.127174,"Pooled mean (Fisher's Z)","Fixed effect"
0.144117,"Pooled mean (Fisher's Z)","Fixed effect"
0.264979,"Pooled mean (Fisher's Z)","Fixed effect"
-0.339489,"Pooled mean (Fisher's Z)","Fixed effect"
0.11357,"Pooled mean (Fisher's Z)","Fixed effect"
-0.157781,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0124553,"Pooled mean (Fisher's Z)","Fixed effect"
-0.13654,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0832322,"Pooled mean (Fisher's Z)","Fixed effect"
-0.149232,"Pooled mean (Fisher's Z)","Fixed effect"
-0.12643,"Pooled mean (Fisher's Z)","Fixed effect"
-0.185992,"Pooled mean (Fisher's Z)","Fixed effect"
-0.214218,"Pooled mean (Fisher's Z)","Fixed effect"
-0.177419,"Pooled mean (Fisher's Z)","Fixed effect"
-0.154295,"Pooled mean (Fisher's Z)","Fixed effect"
0.0594323,"Pooled mean (Fisher's Z)","Fixed effect"
-0.310695,"Pooled mean (Fisher's Z)","Fixed effect"
-0.237968,"Pooled mean (Fisher's Z)","Fixed effect"
-0.252775,"Pooled mean (Fisher's Z)","Fixed effect"
-0.257366,"Pooled mean (Fisher's Z)","Fixed effect"
-0.402546,"Pooled mean (Fisher's Z)","Fixed effect"
-0.216064,"Pooled mean (Fisher's Z)","Fixed effect"
-0.33679,"Pooled mean (Fisher's Z)","Fixed effect"
-0.293177,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00804012,"Pooled mean (Fisher's Z)","Fixed effect"
-0.141495,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0117081,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0354081,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150042,"Pooled mean (Fisher's Z)","Fixed effect"
-0.152832,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0545554,"Pooled mean (Fisher's Z)","Fixed effect"
-0.250386,"Pooled mean (Fisher's Z)","Fixed effect"
0.00677474,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0755897,"Pooled mean (Fisher's Z)","Fixed effect"
-0.104569,"Pooled mean (Fisher's Z)","Fixed effect"
-0.128437,"Pooled mean (Fisher's Z)","Fixed effect"
-0.195521,"Pooled mean (Fisher's Z)","Fixed effect"
-0.169488,"Pooled mean (Fisher's Z)","Fixed effect"
-0.197476,"Pooled mean (Fisher's Z)","Fixed effect"
-0.201724,"Pooled mean (Fisher's Z)","Fixed effect"
0.0637152,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0611301,"Pooled mean (Fisher's Z)","Fixed effect"
0.0549919,"Pooled mean (Fisher's Z)","Fixed effect"
-0.000181445,"Pooled mean (Fisher's Z)","Fixed effect"
-0.228468,"Pooled mean (Fisher's Z)","Fixed effect"
-0.101928,"Pooled mean (Fisher's Z)","Fixed effect"
-0.260692,"Pooled mean (Fisher's Z)","Fixed effect"
-0.179579,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0940514,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0718656,"Pooled mean (Fisher's Z)","Fixed effect"
-0.152066,"Pooled mean (Fisher's Z)","Fixed effect"
-0.111437,"Pooled mean (Fisher's Z)","Fixed effect"
-0.323139,"Pooled mean (Fisher's Z)","Fixed effect"
-0.39576,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0718316,"Pooled mean (Fisher's Z)","Fixed effect"
-0.222188,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0774814,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0764994,"Pooled mean (Fisher's Z)","Fixed effect"
-0.215592,"Pooled mean (Fisher's Z)","Fixed effect"
-0.177178,"Pooled mean (Fisher's Z)","Fixed effect"
-0.199207,"Pooled mean (Fisher's Z)","Fixed effect"
-0.154786,"Pooled mean (Fisher's Z)","Fixed effect"
-0.229788,"Pooled mean (Fisher's Z)","Fixed effect"
-0.195863,"Pooled mean (Fisher's Z)","Fixed effect"
-0.121589,"Pooled mean (Fisher's Z)","Fixed effect"
-0.174152,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0660041,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0524311,"Pooled mean (Fisher's Z)","Fixed effect"
0.0353196,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0124712,"Pooled mean (Fisher's Z)","Fixed effect"
0.13661,"Pooled mean (Fisher's Z)","Fixed effect"
-0.349084,"Pooled mean (Fisher's Z)","Fixed effect"
-0.165536,"Pooled mean (Fisher's Z)","Fixed effect"
-0.548728,"Pooled mean (Fisher's Z)","Fixed effect"
0.066178,"Pooled mean (Fisher's Z)","Fixed effect"
-0.177763,"Pooled mean (Fisher's Z)","Fixed effect"
-0.121901,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0357503,"Pooled mean (Fisher's Z)","Fixed effect"
-0.271038,"Pooled mean (Fisher's Z)","Fixed effect"
-0.307833,"Pooled mean (Fisher's Z)","Fixed effect"
-0.14644,"Pooled mean (Fisher's Z)","Fixed effect"
-0.22349,"Pooled mean (Fisher's Z)","Fixed effect"
-0.185451,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0616966,"Pooled mean (Fisher's Z)","Fixed effect"
-0.124497,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0768195,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0588751,"Pooled mean (Fisher's Z)","Fixed effect"
-0.213995,"Pooled mean (Fisher's Z)","Fixed effect"
-0.050857,"Pooled mean (Fisher's Z)","Fixed effect"
-0.175359,"Pooled mean (Fisher's Z)","Fixed effect"
-0.149118,"Pooled mean (Fisher's Z)","Fixed effect"
-0.115325,"Pooled mean (Fisher's Z)","Fixed effect"
-0.147622,"Pooled mean (Fisher's Z)","Fixed effect"
-0.121726,"Pooled mean (Fisher's Z)","Fixed effect"
-9.21251e-05,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0815392,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0287426,"Pooled mean (Fisher's Z)","Fixed effect"
-0.169041,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0557945,"Pooled mean (Fisher's Z)","Fixed effect"
-0.329212,"Pooled mean (Fisher's Z)","Fixed effect"
-0.244055,"Pooled mean (Fisher's Z)","Fixed effect"
0.0319911,"Pooled mean (Fisher's Z)","Fixed effect"
-0.110944,"Pooled mean (Fisher's Z)","Fixed effect"
-0.39158,"Pooled mean (Fisher's Z)","Fixed effect"
-0.151747,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0251965,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0233583,"Pooled mean (Fisher's Z)","Fixed effect"
-0.133769,"Pooled mean (Fisher's Z)","Fixed effect"
-0.140079,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0877643,"Pooled mean (Fisher's Z)","Fixed effect"
-0.166404,"Pooled mean (Fisher's Z)","Fixed effect"
0.0370453,"Pooled mean (Fisher's Z)","Fixed effect"
-0.215549,"Pooled mean (Fisher's Z)","Fixed effect"
-0.230466,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0784615,"Pooled mean (Fisher's Z)","Fixed effect"
-0.124521,"Pooled mean (Fisher's Z)","Fixed effect"
-0.110032,"Pooled mean (Fisher's Z)","Fixed effect"
-0.248002,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0432212,"Pooled mean (Fisher's Z)","Fixed effect"
-0.277452,"Pooled mean (Fisher's Z)","Fixed effect"
0.0251962,"Pooled mean (Fisher's Z)","Fixed effect"
-0.201333,"Pooled mean (Fisher's Z)","Fixed effect"
0.0547896,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0545916,"Pooled mean (Fisher's Z)","Fixed effect"
-0.00366877,"Pooled mean (Fisher's Z)","Fixed effect"
0.0270988,"Pooled mean (Fisher's Z)","Fixed effect"
0.0368369,"Pooled mean (Fisher's Z)","Fixed effect"
0.0245689,"Pooled mean (Fisher's Z)","Fixed effect"
-0.170147,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0623772,"Pooled mean (Fisher's Z)","Fixed effect"
-0.122748,"Pooled mean (Fisher's Z)","Fixed effect"
-0.272241,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0376345,"Pooled mean (Fisher's Z)","Fixed effect"
-0.203806,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0119815,"Pooled mean (Fisher's Z)","Fixed effect"
-0.276718,"Pooled mean (Fisher's Z)","Fixed effect"
-0.183256,"Pooled mean (Fisher's Z)","Fixed effect"
-0.155724,"Pooled mean (Fisher's Z)","Fixed effect"
-0.25989,"Pooled mean (Fisher's Z)","Fixed effect"
-0.139345,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0420217,"Pooled mean (Fisher's Z)","Fixed effect"
-0.181942,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0947755,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0246742,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0757994,"Pooled mean (Fisher's Z)","Fixed effect"
-0.607747,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0874621,"Pooled mean (Fisher's Z)","Fixed effect"
0.134407,"Pooled mean (Fisher's Z)","Fixed effect"
0.0493825,"Pooled mean (Fisher's Z)","Fixed effect"
0.263065,"Pooled mean (Fisher's Z)","Fixed effect"
0.124699,"Pooled mean (Fisher's Z)","Fixed effect"
-0.129056,"Pooled mean (Fisher's Z)","Fixed effect"
-0.385472,"Pooled mean (Fisher's Z)","Fixed effect"
-0.35406,"Pooled mean (Fisher's Z)","Fixed effect"
0.060779,"Pooled mean (Fisher's Z)","Fixed effect"
-0.32214,"Pooled mean (Fisher's Z)","Fixed effect"
-0.230067,"Pooled mean (Fisher's Z)","Fixed effect"
-0.234568,"Pooled mean (Fisher's Z)","Fixed effect"
-0.397719,"Pooled mean (Fisher's Z)","Fixed effect"
0.0667695,"Pooled mean (Fisher's Z)","Fixed effect"
-0.202237,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0806151,"Pooled mean (Fisher's Z)","Fixed effect"
0.0189581,"Pooled mean (Fisher's Z)","Fixed effect"
-0.237642,"Pooled mean (Fisher's Z)","Fixed effect"
-0.210491,"Pooled mean (Fisher's Z)","Fixed effect"
0.111035,"Pooled mean (Fisher's Z)","Fixed effect"
-0.0280985,"Pooled mean (Fisher's Z)","Fixed effect"
-0.150389,"Pooled mean (Fisher's Z)","Fixed effect"
