study_id,x_km,y_km,lat,lon,n,vi,yi_z,r,es_id
2,-677.6378056753065,823.2973809476518,57.41709352205092,0.5025470245902692,479,0.0021008403361344537,0.5938334879788175,0.5326470901915809,16
2,-677.6378056753065,823.2973809476518,57.41709352205092,0.5025470245902692,16,0.07692307692307693,0.7708019515903006,0.6473955291814673,17
2,-677.6378056753065,823.2973809476518,57.41709352205092,0.5025470245902692,42,0.02564102564102564,0.05791923643865016,0.05785455720457219,18
2,-677.6378056753065,823.2973809476518,57.41709352205092,0.5025470245902692,16,0.07692307692307693,0.5095664037077852,0.46960729289447484,19
2,-677.6378056753065,823.2973809476518,57.41709352205092,0.5025470245902692,46,0.023255813953488372,0.2842184055245162,0.2768047985456121,20
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,53,0.02,0.48162034154087463,0.4475403489708588,21
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,57,0.018518518518518517,0.5319791348884347,0.4868924977160006,22
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,62,0.01694915254237288,0.9016709747340823,0.71711052337344094,23
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,16,0.07692307692307693,0.6148737581662103,0.5475487613347294,24
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,11,0.125,0.37124055379578846,0.35507633544832395,25
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,21,0.05555555555555555,0.49337393183653816,0.45689017233945856,26
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,103,0.01,0.2836442680766352,0.2762745678155725,27
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,42,0.02564102564102564,0.5097508625250575,0.46975106036732567,28
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,27,0.041666666666666664,0.716455869746978,0.6147091862567123,29
3,435.75409360480705,-2.210640011606916,49.98008432421976,16.10732455921586,14,0.09090909090909091,0.67023624610571,0.585135263746943,30
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,104,0.009900990099009901,1.4635122177697246,0.89833259379106,31
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,51,0.020833333333333332,1.419266081528254,0.8894457189475755,32
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,11,0.125,0.503042995215683,0.4645069460030367,33
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,17,0.07142857142857142,1.2234247971089462,0.840661524552579,34
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,39,0.027777777777777776,1.7012823334407223,0.9355691827972802,35
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,13,0.1,0.6129168306029096,0.5461770714986454,36
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,49,0.021739130434782608,1.2518956470651024,0.8488143535278544,37
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,33,0.03333333333333333,0.8815104576513831,0.7071752098793641,38
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,81,0.01282051282051282,1.199064158077725,0.8333689337225451,39
4,759.4351259532485,122.4085971723545,51.1027801547059,20.643885769371234,337,0.0029940119760479044,1.3955794078870005,0.884392378225023,40
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,11,0.125,0.6352206899143539,0.5616365909951653,41
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,35,0.03125,0.3576791502509257,0.3431681309017826,42
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,42,0.02564102564102564,0.016632924090266066,0.016631390404084238,43
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,45,0.023809523809523808,0.09993585333165292,0.09960448476500029,44
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,95,0.010869565217391304,0.3745223188545182,0.35794098978054084,45
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,93,0.011111111111111112,0.16977288236222898,0.16816035907664342,46
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,29,0.038461538461538464,0.5790822382428568,0.5219980613692449,47
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,28,0.04,-0.10756769445646375,-0.10715472396712523,48
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,24,0.047619047619047616,0.5452049726460692,0.49691781823606185,49
5,485.1219877691988,-648.1381904488123,44.160917203163855,16.799241759517372,38,0.02857142857142857,0.21433850571871732,0.21111541353700264,50
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,59,0.017857142857142856,0.9571387093181755,0.74299786282079,51
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,42,0.02564102564102564,0.7994660413223262,0.6637381520575998,52
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,15,0.08333333333333333,0.6684914788089771,0.5839867041671029,53
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,14,0.09090909090909091,1.420125285451555,0.8896250577896588,54
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,14,0.09090909090909091,1.4666709512240161,0.8989404977645233,55
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,44,0.024390243902439025,0.8101005247660802,0.6696457102612238,56
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,18,0.06666666666666667,0.9213319310608659,0.7265269064028647,57
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,56,0.018867924528301886,1.2268676908312224,0.8416683665696955,58
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,65,0.016129032258064516,0.7518701694928721,0.6362633439519734,59
6,-127.34941930978084,-178.31189704609446,48.39358651309825,8.215130396783211,24,0.047619047619047616,0.6483989568756945,0.5705911678728686,60
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,10,0.14285714285714285,1.5434539736219284,0.9126989375661504,61
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,97,0.010638297872340425,0.683441111568566,0.5937519255047491,62
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,146,0.006993006993006993,0.8136598388614087,0.6716042611540222,63
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,10,0.14285714285714285,0.6859831337459125,0.5953952958256014,64
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,36,0.030303030303030304,1.1056904338346851,0.8025337425882066,65
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,194,0.005235602094240838,0.9119205044070875,0.7220527592845376,66
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,27,0.041666666666666664,1.2301466499062719,0.8426218576867307,67
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,10,0.14285714285714285,0.7511675482346533,0.6358449786281803,68
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,71,0.014705882352941176,1.0392014801809115,0.7775725430381191,69
7,1813.8263969267266,-926.2879254434458,41.655063734743734,35.42173822961514,112,0.009174311926605505,0.6435393444893988,0.567304633091615,70
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,10,0.14285714285714285,0.11213229654580728,0.1116646774547015,71
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,18,0.06666666666666667,-1.038597221592014,-0.7773335184312602,72
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,353,0.002857142857142857,-0.13506048668351228,-0.13424520701921816,73
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,58,0.01818181818181818,-0.4241425187932554,-0.4004145325466292,74
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,116,0.008849557522123894,-0.31478579325833783,-0.3047846287821197,75
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,25,0.045454545454545456,-0.8439423424425582,-0.6878915455193356,76
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,59,0.017857142857142856,-0.5455802404771444,-0.49720036948539814,77
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,173,0.0058823529411764705,-0.4910795587329923,-0.45507284460391767,78
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,13,0.1,-0.2799048627655364,-0.2728170265959723,79
8,-113.59084609571707,-870.260306267354,42.15981706065447,8.407964092032962,43,0.025,-0.46769504078754004,-0.4363350711089329,80
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,41,0.02631578947368421,1.1913561213841597,0.8309989808624763,81
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,24,0.047619047619047616,0.5862562386937963,0.5271977150613413,82
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,29,0.038461538461538464,0.8578703917137542,0.6951588170444016,83
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,25,0.045454545454545456,0.8221722400174309,0.6762504500092326,84
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,54,0.0196078431372549,0.7644707480922956,0.6437027793660367,85
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,40,0.02702702702702703,1.1155893176508125,0.8060292640026177,86
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,40,0.02702702702702703,1.2369352616670823,0.8445792495771844,87
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,19,0.0625,0.3569951479247435,0.34256453809005083,88
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,30,0.037037037037037035,0.6022790950003021,0.5386693349396926,89
9,2422.10845665245,-1098.7317800271853,40.10151549525058,43.947133668957804,10,0.14285714285714285,0.5913036721157723,0.5308325745937933,90
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,21,0.05555555555555555,0.06359955246531326,0.06351393963912637,91
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,125,0.00819672131147541,0.17811115685238033,0.17625131224023108,92
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,18,0.06666666666666667,0.23689222729323856,0.23255818801350978,93
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,32,0.034482758620689655,0.4262388693818694,0.40217329258057166,94
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,38,0.02857142857142857,-0.016503433955212143,-0.01650193580833915,95
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,57,0.018518518518518517,0.3644914164124454,0.34916404514248234,96
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,17,0.07142857142857142,0.2226727902329552,0.219064071672659,97
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,124,0.008264462809917356,0.2290156078567212,0.22509404398220048,98
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,38,0.02857142857142857,0.48648347652162427,0.4514209586084199,99
10,-75.2569188629052,752.5869335503531,56.7800624644176,8.945234398097996,82,0.012658227848101266,0.47822061019530643,0.4448174253695586,100
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,73,0.014285714285714285,0.7563168920909886,0.6389024111316479,101
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,54,0.0196078431372549,0.7807682194904698,0.6531474228701479,102
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,10,0.14285714285714285,0.869908791399983,0.7013277872255684,103
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,46,0.023255813953488372,0.6454857941761016,0.5686231903700747,104
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,34,0.03225806451612903,0.27944964195145733,0.2723956351667114,105
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,31,0.03571428571428571,0.219928809576071,0.2164502074354361,106
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,44,0.024390243902439025,1.0791936816602052,0.7928998945704366,107
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,22,0.05263157894736842,1.0727760203000662,0.7905047995789531,108
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,55,0.019230769230769232,0.8187374659790712,0.6743821161728882,109
11,1565.8435850681822,1003.474618645863,59.04031187969246,31.94612769754144,24,0.047619047619047616,0.5426374961591445,0.4949818561377143,110
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,34,0.03225806451612903,0.9184652441415886,0.7251705541713442,111
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,46,0.023255813953488372,1.3986086013249697,0.8850505232025003,112
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,10,0.14285714285714285,0.13453632959969253,0.13373046000341643,113
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,62,0.01694915254237288,0.47504274116789313,0.4422647377723551,114
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,12,0.1111111111111111,0.8024919160715741,0.6654275845327928,115
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,115,0.008928571428571428,0.8416005937658534,0.6866559119033842,116
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,209,0.0048543689320388345,0.5735887266236626,0.5179899793854993,117
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,145,0.007042253521126761,1.0226185043963514,0.7709309190739979,118
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,13,0.1,1.2487746931253207,0.8479396883603889,119
12,2743.974471241328,-371.65036763438167,46.65179848978035,48.45825644330482,52,0.02040816326530612,0.7345907079738543,0.6258658668067506,120
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,32,0.034482758620689655,0.5462130195695478,0.497676570507707,121
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,12,0.1111111111111111,0.7045609404293147,0.6072548084964529,122
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,33,0.03333333333333333,0.6192022273951925,0.5505723288534283,123
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,11,0.125,1.1653764607631514,0.8227843177654593,124
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,107,0.009615384615384616,0.39910429586446033,0.37918230234990813,125
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,10,0.14285714285714285,0.9659548206428826,0.7469212753239509,126
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,235,0.004310344827586207,0.8767250624358724,0.7047748706938878,127
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,39,0.027777777777777776,0.7775000516604973,0.6512694585137737,128
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,162,0.006289308176100629,0.9615499930502971,0.7449674475533115,129
13,-1666.6328413348072,-1016.0796582061474,40.846129205350024,-13.358742539573228,28,0.04,0.3920998004747249,0.373169035053455,130
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,33,0.03333333333333333,1.062131830919197,0.786478414044967,131
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,63,0.016666666666666666,1.0592187789870253,0.7853646769411026,132
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,10,0.14285714285714285,0.7096603428399981,0.6104637985292928,133
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,100,0.010309278350515464,0.6933727026898339,0.600144314632996,134
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,157,0.006493506493506494,1.0208154407906012,0.7701984609919169,135
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,62,0.01694915254237288,0.6280698567811485,0.5567217304928385,136
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,365,0.0027624309392265192,0.3525582785337475,0.3386424018017564,137
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,60,0.017543859649122806,0.469689669198351,0.4379485392353457,138
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,449,0.002242152466367713,0.9015778914409032,0.7170653049130781,139
14,-334.5465201808456,-79.13819859934617,49.28704325586175,5.311153219472259,42,0.02564102564102564,0.892902471632179,0.7128243596063081,140
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,209,0.0048543689320388345,0.6805447844933767,0.5918734483197765,141
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,106,0.009708737864077669,0.45505758843625116,0.4260474618493528,142
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,126,0.008130081300813009,0.6615480801957901,0.5793927314292198,143
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,51,0.020833333333333332,0.7350291118595701,0.626132471178182,144
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,53,0.02,0.1641858584633591,0.16272627564964087,145
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,10,0.14285714285714285,0.27289850944124583,0.2663198372986148,146
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,69,0.015151515151515152,0.7827194183732575,0.6542648118320132,147
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,30,0.037037037037037035,0.3610412372537063,0.34613085442166763,148
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,54,0.0196078431372549,1.0477596474753683,0.7809338292068841,149
15,-159.98560367238963,2017.7133239813616,68.1775975133456,7.757716976686638,41,0.02631578947368421,0.5179598396725881,0.4761238770323912,150
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,19,0.0625,1.0811959773280697,0.793642187018344,151
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,38,0.02857142857142857,0.9883135565544913,0.7566423018708959,152
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,237,0.004273504273504274,0.6495798013830641,0.5713870231780914,153
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,77,0.013513513513513514,0.5953435384526918,0.5337278497298104,154
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,10,0.14285714285714285,0.03577029711342661,0.03575504871709263,155
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,195,0.005208333333333333,-0.054625921710786646,-0.05457165206047179,156
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,11,0.125,0.5826872218507504,0.5246158145065952,157
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,10,0.14285714285714285,0.7020304431146955,0.605654998384839,158
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,40,0.02702702702702703,0.2668895843140821,0.26072822179101246,159
16,763.1404776840892,1837.1818536754406,66.55118787094992,20.69581823761058,201,0.005050505050505051,1.0640033560862534,0.7871912604285225,160
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,103,0.01,0.29110897879158804,0.2831551970134588,161
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,12,0.1111111111111111,0.7012118334955723,0.6051364124937542,162
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,37,0.029411764705882353,0.3538839267229017,0.33981549909652026,163
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,52,0.02040816326530612,0.08030025586834472,0.08012810435140032,164
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,20,0.058823529411764705,0.17004260285193487,0.16842244054219724,165
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,70,0.014925373134328358,-0.18552400116343795,-0.1834243768987873,166
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,241,0.004201680672268907,0.30127092939630157,0.29247525583754147,167
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,46,0.023255813953488372,0.06498539162744521,0.06489406593523393,168
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,23,0.05,0.11139806726579835,0.11093954395816503,169
17,-341.10350569928687,-1547.8203030493073,36.05567294550173,5.219253592414441,52,0.02040816326530612,0.0954579336856156,0.09516904214491996,170
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,89,0.011627906976744186,-0.7358979689904525,-0.6266604125900801,171
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,91,0.011363636363636364,-0.7246769086224156,-0.6197979318194401,172
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,41,0.02631578947368421,-0.776180308013894,-0.6505088333300244,173
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,55,0.019230769230769232,-0.32628148528594036,-0.31517557918897376,174
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,37,0.029411764705882353,-1.1734357971541651,-0.8253704875600586,175
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,48,0.022222222222222223,-0.414803923398781,-0.3925440094140619,176
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,46,0.023255813953488372,-0.48872085957496425,-0.4532006053544346,177
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,17,0.07142857142857142,-0.34034147179654045,-0.32778221257878215,178
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,47,0.022727272727272728,-0.35818075362782553,-0.3436105870759959,179
18,-3187.746505085731,-321.21599051014846,47.10616224765632,-34.67795668426016,448,0.0022471910112359553,-0.588283603954622,-0.5286600346670167,180
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,17,0.07142857142857142,0.7496031456884472,0.6349121350569368,181
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,11,0.125,0.882007415983568,0.7074235536535484,182
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,67,0.015625,0.22169030736617668,0.2181285361912936,183
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,229,0.004424778761061947,0.9875645423627034,0.756321922465604,184
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,12,0.1111111111111111,0.38902776429528085,0.37052176919952556,185
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,59,0.017857142857142856,0.4442072170583215,0.4171257181743366,186
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,10,0.14285714285714285,0.4621626795811828,0.4318452141734401,187
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,52,0.02040816326530612,0.7674841448462426,0.6454641434213394,188
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,318,0.0031746031746031746,0.6127706297770634,0.5460744755607639,189
19,-2928.5603142906234,1379.9524429460646,62.43200399050509,-31.04532485891658,13,0.1,0.06434863695380022,0.06425996667191326,190
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,50,0.02127659574468085,0.6450475419960493,0.568326565389618,191
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,92,0.011235955056179775,0.2930787318452907,0.28496600912650294,192
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,45,0.023809523809523808,0.2515216061873201,0.24634846086772288,193
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,36,0.030303030303030304,0.5959197296237433,0.5341397772369623,194
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,13,0.1,-0.09393562088626489,-0.09366029973905868,195
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,59,0.017857142857142856,0.8143784317073068,0.6719985407046729,196
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,43,0.025,0.06506622643787086,0.06497455990846668,197
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,494,0.002036659877800407,0.3296740639940505,0.3182278784949116,198
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,62,0.01694915254237288,0.37194271589830447,0.35568981645726877,199
20,1584.1360148762305,-34.419686949213116,49.68991273018727,32.20250579577164,34,0.03225806451612903,0.2368835867760911,0.2325500147877135,200
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,10,0.14285714285714285,1.4748909658251987,0.9005063618211604,201
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,53,0.02,0.6574349411613506,0.5766538447999767,202
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,53,0.02,1.1255597587868185,0.8094941172980384,203
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,14,0.09090909090909091,1.0502627157552318,0.7819084749533575,204
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,23,0.05,1.0086179953753123,0.7651898041429711,205
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,21,0.05555555555555555,1.1910047129949954,0.8308902090476546,206
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,40,0.02702702702702703,0.4499959233590646,0.42189565424038383,207
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,297,0.003401360544217687,0.7948467738132495,0.6611459659920434,208
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,10,0.14285714285714285,0.886572266744037,0.7096965775703202,209
21,-367.96631289416945,1437.6719180937826,62.95199926210615,4.842757113050152,70,0.014925373134328358,0.6351888207605618,0.5616147741184538,210
